,city,PDR1819,PDR1920,HDR1819,HDR1920,RDR1819,RDR1920
52,Philadelphia ,0.029805657012664882,0.4883641065007474,3.9706013281602583,4.609583181382336,4.50437729454955,3.221618666939982
53,Kansas City ,-0.003268721602981074,0.41841004184100417,7.24967872803777,5.742026966807483,5.755445751270101,4.2258215023661885
54,Akron ,-0.14503446463584727,0.2788503874046671,5.665338249337772,4.893484324485518,1.894197268831838,0.5297960484385031
55,Albuquerque ,0.15796179254470374,0.12042539602114492,4.564410863080672,4.268300032695446,2.7078858545565985,3.1248838851112914
56,Oklahoma City ,1.1027732161157688,0.053430464829778174,5.827021554262505,6.569083252469878,5.636033077238883,4.186334007642162
57,Little Rock ,-0.08709566344615259,0.02990188128446318,4.931465669243082,8.120349687889973,5.277661295153647,4.178864588714775
58,Chicago ,-0.2756695267642276,0.009799641867633564,6.9669425871795285,4.250340984005692,2.4445642131197958,2.4595396342608313
59,New Orleans ,-0.2199465990117748,-0.004101049868766404,4.159155109909206,4.6050116928902955,4.077540106951872,3.52536543422184
60,Buffalo ,-0.1943068484367486,-0.015668823741401734,10.208330677533796,9.440635152017396,2.278595404079531,2.206230470599375
61,New York ,-0.6348448840958747,-0.16165642114970258,10.6291097380002,6.518201233579919,3.3758600917431187,3.7527593818984486
62,Birmingham ,-0.5149961755357814,-0.22110475972168495,4.3718537438845315,4.467288883877625,2.675506096839104,3.07515777395296
63,Wichita ,0.1816402085137104,-0.2992783468141089,6.234066715853107,6.42070180508308,5.00444992127063,4.61357625624449
64,Jackson ,-1.9197420804533127,-0.3411609432975571,0.7189837293886556,2.074431957584575,4.549419579950345,2.8994005733646024
65,Detroit ,-0.4377564166383101,-0.4117719926391466,6.305897464145497,2.7800575850235285,3.6770203221640663,2.0211101122099087
66,Cleveland ,-0.5753965147411108,-0.4661307213215436,6.301990105210207,6.003918361734188,2.998946057296158,1.8063787750493927
67,Virginia Beach ,0.027787101894191164,-0.4740273882490988,7.829278238412397,8.589547438995874,3.6600573637610734,2.8882833787465936
68,Baltimore ,-1.4861156989125943,-0.5073379500918297,5.614611607235356,4.063535967245543,2.6734322932444576,3.4901143880422536
69,Providence ,0.2022058823529412,-0.5459103973138095,6.268341333302349,6.3418775818246775,0.0491090220288978,1.0345066999930632
70,Memphis ,-0.004761144149014597,-0.5681390566034837,4.7807459904364835,2.797261968674878,4.201752878501461,3.941232305724069
71,Milwaukee ,-0.20596068484464167,-0.7740313170901979,9.181878768871085,7.790997133270607,3.990575762037978,3.375662504890982
72,Toledo ,-0.7585569590779442,-0.7801187041524458,8.65544423914355,6.002407665896512,4.2904290429042975,3.496645659686928
73,Rochester ,-0.14999708743519544,-0.9251561778361166,5.721180096565143,4.955820639119209,2.5893472482032056,3.54226020892688
74,Tulsa ,0.19379941760278116,-1.1583040454647424,5.622453089004747,6.27509110892579,3.0556656101426345,2.5741236640853007
75,Indianapolis ,0.6223183031522391,-1.1612240752860463,7.918104492942621,6.119169038297629,2.3089919279143984,2.596452733589317
76,Omaha ,0.18709446280004774,-1.5663164586609564,7.840001453308642,5.444049393794919,5.276256844201087,4.463610228476324
77,Baton Rouge ,-0.8794275169899635,-1.6050963511869087,1.7111107282966245,2.2271229702823763,2.6452423894627493,1.8427617284944071
78,Pittsburgh ,-0.09448714109857936,-1.806944046675503,3.3862277413758433,2.7944416095187035,2.9750164365548946,5.000585548659092
79,St. Louis ,-0.9369881253316372,-2.2569998935377407,4.8217865330539516,7.206758169822988,4.970420744180908,4.126580265564125
80,Columbus ,0.8240244323244184,-3.3064479054395735,4.248568179377369,7.101123841205316,4.607823059594512,3.3260740447436152
