,city,PDR1819,PDR1920,HDR1819,HDR1920,RDR1819,RDR1920
52,Philadelphia ,0.029805657012664882,0.4883641065007474,6.648237343924162,6.57111632171774,4.50437729454955,3.221618666939982
53,Kansas City ,-0.003268721602981074,0.41841004184100417,5.534704321812256,7.164129570920782,5.755445751270101,4.2258215023661885
54,Akron ,-0.14503446463584727,0.2788503874046671,3.3674616611660144,3.594251233181747,1.894197268831838,0.5297960484385031
55,Albuquerque ,0.15796179254470374,0.12042539602114492,3.4282869147612174,8.678868848808731,2.7078858545565985,3.1248838851112914
56,Oklahoma City ,1.1027732161157688,0.053430464829778174,2.41252715966134,4.054304099333232,5.636033077238883,4.186334007642162
57,Little Rock ,-0.08709566344615259,0.02990188128446318,3.9221047514886314,6.7957866123003745,5.277661295153647,4.178864588714775
58,Chicago ,-0.2756695267642276,0.009799641867633564,-2.1789562645256613,9.353335736915913,2.4445642131197958,2.4595396342608313
59,New Orleans ,-0.2199465990117748,-0.004101049868766404,7.2641398961708035,7.791175933349353,4.077540106951872,3.52536543422184
60,Buffalo ,-0.1943068484367486,-0.015668823741401734,2.2857722941049623,3.7068263277940647,2.278595404079531,2.206230470599375
61,New York ,-0.6348448840958747,-0.16165642114970258,5.313288006307829,6.910860325370072,3.3758600917431187,3.7527593818984486
62,Birmingham ,-0.5149961755357814,-0.22110475972168495,1.4087652368102812,3.125197183987304,2.675506096839104,3.07515777395296
63,Wichita ,0.1816402085137104,-0.2992783468141089,5.04969179367757,5.322397780726088,5.00444992127063,4.61357625624449
64,Jackson ,-1.9197420804533127,-0.3411609432975571,6.9242061235039865,5.7225783881260215,4.549419579950345,2.8994005733646024
65,Detroit ,-0.4377564166383101,-0.4117719926391466,6.86940252102031,4.4220051519091,3.6770203221640663,2.0211101122099087
66,Cleveland ,-0.5753965147411108,-0.4661307213215436,0.045625241287320664,4.823462604803427,2.998946057296158,1.8063787750493927
67,Virginia Beach ,0.027787101894191164,-0.4740273882490988,4.4758912034628535,5.368342300624723,3.6600573637610734,2.8882833787465936
68,Baltimore ,-1.4861156989125943,-0.5073379500918297,4.566757074868214,4.894356129047964,2.6734322932444576,3.4901143880422536
69,Providence ,0.2022058823529412,-0.5459103973138095,1.82905674235154,3.699600634608025,0.0491090220288978,1.0345066999930632
70,Memphis ,-0.004761144149014597,-0.5681390566034837,2.979461111274352,7.743395817237973,4.201752878501461,3.941232305724069
71,Milwaukee ,-0.20596068484464167,-0.7740313170901979,4.6446962131386575,4.501916275814804,3.990575762037978,3.375662504890982
72,Toledo ,-0.7585569590779442,-0.7801187041524458,4.6260444263297265,6.9818138735856925,4.2904290429042975,3.496645659686928
73,Rochester ,-0.14999708743519544,-0.9251561778361166,6.413038970374778,4.817206983659297,2.5893472482032056,3.54226020892688
74,Tulsa ,0.19379941760278116,-1.1583040454647424,2.2126953104477365,3.640269038837058,3.0556656101426345,2.5741236640853007
75,Indianapolis ,0.6223183031522391,-1.1612240752860463,2.27951383687369,5.472362058100924,2.3089919279143984,2.596452733589317
76,Omaha ,0.18709446280004774,-1.5663164586609564,4.566399171628269,6.480741762897334,5.276256844201087,4.463610228476324
77,Baton Rouge ,-0.8794275169899635,-1.6050963511869087,3.002443269445924,4.8817876843447285,2.6452423894627493,1.8427617284944071
78,Pittsburgh ,-0.09448714109857936,-1.806944046675503,5.301394735286152,5.614422907608334,2.9750164365548946,5.000585548659092
79,St. Louis ,-0.9369881253316372,-2.2569998935377407,4.8504130733172826,8.870747056672398,4.970420744180908,4.126580265564125
80,Columbus ,0.8240244323244184,-3.3064479054395735,5.489783433255842,6.828545371637022,4.607823059594512,3.3260740447436152
