,City,State,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30
157,Green Bay,WI,162963.0,164383.0,165438.0,166594.0,167320.0,167633.0,167880.0,168698.0,169673.0,170597.0,171394.0,172084.0,172932.0,173347.0,174214.0,175019.0,176090.0,176710.0,177254.0,177626.0,178218.0,179046.0,180041.0,181065.0,181954.0,183107.0,184255.0,185514.0,186842.0,188778.0,190986.0
158,Lincoln,NE,186835.0,187615.0,188579.0,190000.0,191084.0,192165.0,193312.0,193939.0,194296.0,194415.0,194910.0,195925.0,196994.0,198329.0,199111.0,199883.0,200007.0,199914.0,199661.0,199890.0,200648.0,201409.0,202032.0,202461.0,203243.0,203848.0,204908.0,205945.0,207676.0,209745.0,212099.0
159,Fort Collins,CO,392047.0,393290.0,394430.0,396770.0,398573.0,400384.0,401759.0,404549.0,406481.0,408240.0,408533.0,410337.0,411777.0,411808.0,411533.0,411080.0,412476.0,413375.0,414807.0,415013.0,415629.0,416268.0,417793.0,418271.0,419531.0,421929.0,424563.0,426892.0,428310.0,430161.0,432022.0
160,Utica,NY,123969.0,124854.0,125962.0,127177.0,128271.0,128895.0,129446.0,129864.0,130162.0,130232.0,130566.0,130880.0,131682.0,132041.0,132650.0,133112.0,133852.0,134360.0,134780.0,135212.0,135896.0,136693.0,137251.0,137760.0,137973.0,138426.0,138616.0,138893.0,139057.0,139617.0,140189.0
161,Columbus,GA,115702.0,116161.0,116837.0,117474.0,118363.0,119103.0,119797.0,120014.0,120155.0,120390.0,120781.0,121174.0,121628.0,122154.0,122240.0,122532.0,122774.0,123383.0,123679.0,124108.0,124611.0,125245.0,125780.0,126306.0,126813.0,127272.0,128010.0,128642.0,129253.0,129646.0,130309.0
162,Boulder,CO,523714.0,525050.0,527999.0,531737.0,535575.0,537695.0,539945.0,542927.0,544568.0,544948.0,544724.0,546361.0,548449.0,550730.0,552688.0,554334.0,555015.0,555291.0,555027.0,553944.0,553826.0,555178.0,557063.0,557508.0,558161.0,558663.0,559610.0,560724.0,562851.0,565982.0,569639.0
163,Lubbock,TX,136763.0,137807.0,138171.0,137942.0,137546.0,137883.0,138256.0,139105.0,139932.0,140455.0,140857.0,141183.0,141127.0,141324.0,141452.0,142044.0,142834.0,143357.0,143814.0,143720.0,143888.0,144286.0,144885.0,145487.0,146316.0,147151.0,148372.0,149623.0,150939.0,152272.0,153852.0
164,Erie,PA,128394.0,128475.0,128477.0,128565.0,129000.0,129331.0,129385.0,129251.0,129306.0,129535.0,129778.0,130081.0,130453.0,131065.0,131715.0,132262.0,132588.0,132898.0,132897.0,133073.0,133081.0,133386.0,133758.0,134119.0,134507.0,135041.0,135740.0,136667.0,137704.0,138865.0,140494.0
165,Fort Smith,AR,101443.0,101596.0,101906.0,102348.0,102911.0,103342.0,103613.0,103876.0,104186.0,104648.0,104957.0,105328.0,105594.0,105885.0,106224.0,106488.0,106880.0,107397.0,107971.0,108385.0,108662.0,109006.0,109426.0,109807.0,110299.0,110758.0,111118.0,111504.0,111723.0,111898.0,112115.0
166,Duluth,MN,157647.0,157822.0,157716.0,158527.0,159090.0,159785.0,159165.0,159126.0,158764.0,158978.0,159376.0,159766.0,160718.0,161914.0,163864.0,165243.0,166413.0,166929.0,167661.0,168022.0,168874.0,169546.0,170275.0,171223.0,171979.0,172320.0,172276.0,172297.0,172713.0,173473.0,174579.0
167,Atlantic City,NJ,180728.0,181188.0,182236.0,183100.0,183950.0,184615.0,184506.0,184775.0,185151.0,186317.0,187993.0,189833.0,191495.0,192610.0,193377.0,193869.0,194465.0,194951.0,195324.0,195046.0,194835.0,195293.0,195897.0,196928.0,197664.0,198805.0,200323.0,202314.0,204541.0,207028.0,210473.0
168,New London,CT,236759.0,237641.0,239260.0,239633.0,239327.0,239179.0,237859.0,237950.0,238118.0,238927.0,239059.0,240141.0,241904.0,243492.0,244142.0,244032.0,244198.0,243864.0,244203.0,243642.0,243176.0,243171.0,244460.0,245436.0,245658.0,245648.0,246213.0,248175.0,250541.0,253598.0,256987.0
169,San Luis Obispo,CA,611257.0,610108.0,609573.0,613400.0,621101.0,624148.0,622772.0,619930.0,618964.0,619014.0,617877.0,615101.0,616256.0,618280.0,624780.0,626311.0,624269.0,622944.0,623354.0,626101.0,627605.0,628612.0,630372.0,633926.0,635995.0,638453.0,637833.0,639388.0,642604.0,647103.0,652204.0
170,Gainesville,FL,176163.0,177615.0,179811.0,181542.0,182718.0,182970.0,182645.0,182608.0,183522.0,185157.0,186524.0,187239.0,187729.0,188629.0,189372.0,190168.0,191157.0,192060.0,193164.0,194001.0,194860.0,195484.0,196531.0,198019.0,199203.0,199893.0,200563.0,201248.0,201899.0,202934.0,204104.0
171,Santa Cruz,CA,823325.0,829793.0,841859.0,846443.0,848710.0,846243.0,840222.0,836868.0,836260.0,839358.0,837989.0,837679.0,832807.0,834452.0,833930.0,837747.0,837924.0,833196.0,831324.0,831037.0,832341.0,830469.0,831428.0,834402.0,839744.0,841837.0,843782.0,845579.0,852238.0,865741.0,879653.0
172,Clarksville,TN,160980.0,161883.0,162954.0,164203.0,165199.0,166189.0,166989.0,167883.0,168468.0,169216.0,169792.0,170402.0,170458.0,170798.0,170966.0,171480.0,171875.0,172392.0,173140.0,173850.0,174878.0,175719.0,176707.0,177805.0,179448.0,180851.0,182432.0,183761.0,185410.0,187117.0,188883.0
173,Cedar Rapids,IA,152632.0,152996.0,153382.0,153743.0,154335.0,154989.0,155763.0,156519.0,156947.0,157436.0,157728.0,158413.0,159205.0,160060.0,160196.0,160342.0,160364.0,160745.0,160977.0,161116.0,161394.0,161688.0,162143.0,162285.0,162393.0,162355.0,162885.0,163466.0,164094.0,164441.0,164860.0
174,Merced,CA,263214.0,264589.0,265938.0,267117.0,268267.0,270598.0,272998.0,274820.0,276133.0,277326.0,277463.0,276579.0,275744.0,276933.0,279512.0,281520.0,281113.0,280577.0,280105.0,281031.0,281389.0,281878.0,282944.0,285264.0,287705.0,288884.0,288983.0,289883.0,293105.0,296301.0,299530.0
175,Wilmington,NC,244242.0,243992.0,244049.0,244470.0,244978.0,245342.0,245608.0,246593.0,247742.0,248822.0,249019.0,248965.0,249425.0,250891.0,252338.0,254213.0,255395.0,257160.0,258245.0,259253.0,260044.0,261199.0,262340.0,263914.0,265399.0,266896.0,268367.0,269322.0,270715.0,271752.0,273516.0
176,Kennewick,WA,256106.0,259046.0,261309.0,263754.0,266320.0,268682.0,270798.0,272871.0,275673.0,278403.0,281246.0,285022.0,288838.0,293016.0,297348.0,300586.0,302685.0,304563.0,305879.0,306947.0,307218.0,308483.0,309906.0,310675.0,311259.0,311178.0,311250.0,311858.0,313178.0,314709.0,316651.0
177,Greeley,CO,356267.0,359405.0,362715.0,365499.0,368525.0,371515.0,373408.0,375952.0,378080.0,380664.0,382463.0,383601.0,383838.0,383826.0,383591.0,384581.0,385137.0,386425.0,387332.0,388060.0,389074.0,389604.0,390168.0,391090.0,392760.0,394673.0,396605.0,397899.0,399541.0,400862.0,403051.0
178,Waco,TX,148231.0,149209.0,150634.0,151842.0,152852.0,153814.0,154149.0,154765.0,155406.0,156214.0,156941.0,157752.0,158410.0,158867.0,159506.0,159977.0,160643.0,160884.0,161906.0,162478.0,163038.0,163550.0,164289.0,165192.0,166331.0,167608.0,168476.0,169473.0,170496.0,171997.0,173311.0
179,Olympia,WA,300991.0,304463.0,306645.0,309965.0,312482.0,314483.0,316987.0,318581.0,320863.0,322174.0,324546.0,325641.0,326794.0,327140.0,329738.0,332402.0,335043.0,336257.0,337140.0,338808.0,341199.0,344193.0,347005.0,350478.0,354826.0,359347.0,362943.0,366401.0,370634.0,376636.0,383169.0
180,Amarillo,TX,139287.0,139895.0,140764.0,141417.0,142006.0,142466.0,142645.0,142942.0,143063.0,143405.0,143685.0,144124.0,144451.0,144482.0,144762.0,145063.0,145736.0,146092.0,146408.0,146511.0,146669.0,146931.0,147265.0,147606.0,147927.0,148492.0,148772.0,149116.0,149226.0,149671.0,150309.0
181,Binghamton,NY,114882.0,115721.0,117178.0,118369.0,118947.0,119057.0,119420.0,120157.0,120709.0,120699.0,119993.0,119516.0,119562.0,120293.0,120519.0,120343.0,119916.0,119683.0,119724.0,119914.0,120052.0,120553.0,121445.0,122245.0,122771.0,122841.0,123162.0,123856.0,125060.0,126349.0,127520.0
182,Hagerstown,MD,184559.0,185044.0,186373.0,187622.0,188518.0,188550.0,189117.0,189751.0,190639.0,190894.0,191056.0,191251.0,191996.0,192909.0,193715.0,194740.0,195629.0,196041.0,195797.0,195537.0,195525.0,196136.0,196868.0,197689.0,198507.0,199251.0,200041.0,200838.0,202045.0,204046.0,206479.0
183,Bremerton,WA,335810.0,337774.0,341501.0,345388.0,349231.0,352700.0,355387.0,357312.0,357822.0,359186.0,360977.0,364771.0,367152.0,368382.0,369367.0,370604.0,372549.0,372088.0,373303.0,375112.0,378938.0,381521.0,384008.0,385836.0,389050.0,393107.0,397022.0,401039.0,404847.0,411077.0,416888.0
184,Laredo,TX,171579.0,172041.0,171994.0,172394.0,172330.0,172417.0,172541.0,172787.0,173958.0,175058.0,176465.0,176675.0,176987.0,177155.0,177320.0,177260.0,177071.0,176874.0,176958.0,176881.0,176034.0,174557.0,172985.0,172351.0,171919.0,171204.0,170618.0,169970.0,169518.0,168884.0,167871.0
185,Lynchburg,VA,169711.0,170391.0,170691.0,171267.0,171813.0,172728.0,173621.0,174630.0,175588.0,176105.0,176629.0,177146.0,178048.0,178914.0,179635.0,180252.0,180772.0,181086.0,181221.0,181251.0,181332.0,181864.0,182501.0,183174.0,183757.0,184405.0,185463.0,186650.0,188069.0,189642.0,191471.0
186,Yakima,WA,191702.0,193363.0,195427.0,197102.0,199099.0,200268.0,201929.0,204099.0,205597.0,207227.0,208369.0,209480.0,210404.0,211509.0,213251.0,216205.0,219007.0,222159.0,223742.0,224786.0,226622.0,228847.0,231921.0,234895.0,237724.0,240419.0,242456.0,243679.0,244806.0,246177.0,248789.0
187,Crestview-Fort Walton Beach-Destin,FL,260202.0,259506.0,260391.0,261782.0,263700.0,265140.0,266116.0,267337.0,268386.0,269781.0,269496.0,269976.0,270276.0,272622.0,274672.0,276588.0,277870.0,278922.0,280133.0,281606.0,283180.0,284566.0,286384.0,288286.0,290623.0,292565.0,294214.0,295814.0,297727.0,300264.0,303166.0
188,Topeka,KS,122338.0,122555.0,122785.0,122981.0,122925.0,123002.0,123324.0,123905.0,124456.0,124781.0,125367.0,126236.0,127236.0,127995.0,128495.0,128414.0,128467.0,128851.0,129741.0,130446.0,130841.0,131433.0,131844.0,132276.0,132718.0,133328.0,134128.0,135407.0,136737.0,137882.0,138560.0
189,Macon-Bibb County,GA,94807.0,95366.0,96094.0,96690.0,97140.0,97402.0,97566.0,97722.0,98126.0,98580.0,99282.0,99816.0,100372.0,100632.0,100920.0,101438.0,102044.0,102786.0,103205.0,103740.0,103887.0,104161.0,104223.0,104514.0,104816.0,105359.0,105836.0,106191.0,106515.0,106787.0,107316.0
190,Champaign-Urbana,IL,134679.0,135763.0,137332.0,137949.0,138436.0,138707.0,138654.0,139280.0,139101.0,139527.0,139611.0,140636.0,141365.0,141322.0,140820.0,140777.0,141044.0,140884.0,140969.0,140868.0,141536.0,141953.0,142577.0,142684.0,142574.0,142971.0,143540.0,144209.0,144770.0,145891.0,147046.0
191,Tuscaloosa,AL,153946.0,154586.0,155116.0,155808.0,156204.0,156741.0,157350.0,157962.0,158346.0,158696.0,159299.0,160483.0,161401.0,162107.0,162760.0,162911.0,163244.0,163581.0,164245.0,164851.0,165569.0,166152.0,166639.0,166864.0,167130.0,167486.0,167930.0,168722.0,169429.0,170038.0,170340.0
192,College Station,TX,199128.0,200032.0,200742.0,201447.0,201899.0,202285.0,202513.0,203075.0,204067.0,205060.0,205820.0,206103.0,206563.0,207052.0,207562.0,207949.0,208246.0,208755.0,209334.0,209833.0,209902.0,209968.0,210277.0,211047.0,211775.0,212549.0,213453.0,214568.0,215874.0,217121.0,218458.0
193,Sioux Falls,SD,206045.0,206890.0,208140.0,209482.0,210936.0,212097.0,213221.0,214384.0,215534.0,216520.0,217263.0,217814.0,218271.0,218719.0,219502.0,220264.0,220852.0,221175.0,221433.0,221893.0,222301.0,223016.0,223876.0,224924.0,226002.0,227034.0,227606.0,228123.0,228793.0,229873.0,231071.0
194,Charleston,WV,99279.0,99150.0,98841.0,98680.0,98269.0,97890.0,97844.0,97870.0,98016.0,98103.0,98517.0,98769.0,98738.0,98428.0,98134.0,97912.0,97821.0,97800.0,97658.0,97656.0,97484.0,97398.0,97211.0,97127.0,97205.0,97456.0,97833.0,98139.0,98509.0,98841.0,99187.0
195,Appleton,WI,167785.0,168912.0,170003.0,170451.0,170886.0,171407.0,172844.0,174541.0,175907.0,176478.0,176912.0,177025.0,177655.0,178846.0,179985.0,181227.0,181962.0,182902.0,183232.0,183875.0,184657.0,185830.0,186927.0,188268.0,189198.0,189928.0,190814.0,191848.0,193403.0,194861.0,196653.0
196,Chico,CA,282208.0,285709.0,289370.0,290986.0,290172.0,288882.0,288442.0,289103.0,289528.0,292847.0,299216.0,307847.0,313849.0,318081.0,321436.0,325797.0,328904.0,330728.0,331128.0,331993.0,333318.0,332759.0,330015.0,325782.0,323613.0,322919.0,322932.0,323018.0,324871.0,328073.0,332081.0
197,Charlottesville,VA,296804.0,297484.0,298112.0,298561.0,299265.0,299742.0,300246.0,300680.0,301719.0,302741.0,303602.0,304382.0,305425.0,306743.0,307777.0,308847.0,309907.0,311077.0,312214.0,313141.0,313437.0,313687.0,313949.0,314394.0,314789.0,315072.0,315539.0,316053.0,316450.0,316809.0,317097.0
198,Claremont,NH,207035.0,208231.0,209028.0,209671.0,209902.0,210349.0,210833.0,211811.0,212715.0,213557.0,214180.0,214854.0,215410.0,216269.0,217287.0,218495.0,219407.0,220107.0,220696.0,221329.0,221994.0,222655.0,223541.0,224378.0,225197.0,225811.0,226530.0,227193.0,228299.0,229535.0,230923.0
199,Barnstable Town,MA,424021.0,423380.0,422492.0,424985.0,429306.0,433228.0,435773.0,437567.0,437850.0,437457.0,435749.0,433335.0,432608.0,434628.0,439211.0,441989.0,441784.0,439489.0,437091.0,435902.0,436003.0,436707.0,438628.0,441611.0,444797.0,446805.0,447656.0,448620.0,451326.0,456410.0,462833.0
200,Longview,TX,140784.0,142554.0,145348.0,148934.0,150624.0,151698.0,152938.0,154877.0,155980.0,156078.0,156338.0,157699.0,159884.0,161873.0,162246.0,161335.0,160323.0,160017.0,159792.0,159762.0,159422.0,159539.0,159410.0,157931.0,155857.0,153181.0,151056.0,149267.0,148096.0,146390.0,144275.0
201,Burlington,VT,291720.0,292305.0,292927.0,294089.0,294815.0,295440.0,296362.0,297059.0,298221.0,299303.0,300323.0,301624.0,302686.0,303960.0,304119.0,304748.0,305122.0,306570.0,307822.0,308957.0,309703.0,310561.0,311653.0,312625.0,314235.0,315241.0,317050.0,318188.0,319743.0,320442.0,321196.0
202,Prescott,AZ,280911.0,281821.0,283439.0,285485.0,287585.0,289102.0,290253.0,292295.0,294136.0,296374.0,296450.0,296388.0,296112.0,297329.0,298982.0,301393.0,302827.0,304233.0,304417.0,304708.0,304696.0,305487.0,307612.0,310152.0,312909.0,315015.0,316744.0,318012.0,320208.0,322970.0,327135.0
203,Springfield,IL,140458.0,140716.0,140909.0,140972.0,140935.0,140986.0,140959.0,141038.0,141203.0,141515.0,141731.0,141887.0,141951.0,142062.0,142316.0,142451.0,142605.0,142596.0,142779.0,142937.0,143079.0,143073.0,143150.0,143283.0,143458.0,143592.0,143694.0,143962.0,144273.0,144670.0,144973.0
204,Tyler,TX,158515.0,159307.0,159574.0,159516.0,159451.0,159725.0,159866.0,160343.0,160259.0,160266.0,160227.0,160790.0,162045.0,163598.0,165971.0,167298.0,169155.0,170099.0,171740.0,172756.0,174159.0,175754.0,177346.0,178798.0,179748.0,180700.0,181125.0,182497.0,183560.0,185338.0,186773.0
205,Las Cruces,NM,160395.0,162189.0,163123.0,164300.0,165029.0,166345.0,167836.0,170272.0,173422.0,176601.0,179155.0,180164.0,179790.0,178998.0,179152.0,179564.0,180092.0,179750.0,179291.0,178178.0,176659.0,175440.0,174962.0,175239.0,176459.0,177846.0,178994.0,179990.0,181177.0,182985.0,185168.0
206,Fargo,ND,231087.0,231552.0,231956.0,231145.0,230890.0,230721.0,230821.0,230541.0,230302.0,230128.0,230651.0,231530.0,231916.0,231787.0,231303.0,231334.0,231504.0,231851.0,232103.0,232836.0,233186.0,233594.0,233473.0,233425.0,233467.0,234109.0,235003.0,235984.0,236681.0,237282.0,237885.0
207,Houma,LA,146197.0,146212.0,146243.0,146182.0,146416.0,146766.0,147215.0,147723.0,148593.0,149456.0,150408.0,150849.0,151493.0,151947.0,152520.0,152882.0,152794.0,152741.0,152614.0,152710.0,152203.0,151697.0,151065.0,150914.0,150518.0,150310.0,149936.0,149762.0,149751.0,149602.0,149441.0
208,Rochester,MN,220774.0,221995.0,222939.0,223532.0,223992.0,224688.0,225197.0,225682.0,226435.0,227525.0,228765.0,230018.0,231124.0,232013.0,232295.0,232745.0,233766.0,235192.0,236607.0,237895.0,238703.0,239433.0,240312.0,241195.0,241920.0,242622.0,243946.0,245270.0,246274.0,246792.0,247302.0
209,Florence,SC,117845.0,117988.0,118120.0,118298.0,118578.0,118957.0,119117.0,118992.0,118852.0,118799.0,118882.0,118978.0,119130.0,119392.0,119651.0,119835.0,119971.0,120194.0,120492.0,121011.0,121411.0,121798.0,121975.0,122277.0,122546.0,122925.0,123310.0,123717.0,124161.0,124510.0,124924.0
210,Medford,OR,301685.0,303751.0,304958.0,305841.0,306900.0,308722.0,309519.0,310414.0,310865.0,311367.0,312618.0,313559.0,313566.0,312615.0,311638.0,311910.0,311708.0,311575.0,311597.0,312000.0,312809.0,314213.0,315168.0,316448.0,317943.0,320500.0,323530.0,326046.0,329088.0,332094.0,335749.0
211,Lafayette-West Lafayette,IN,150933.0,151881.0,152606.0,153116.0,154013.0,154635.0,155137.0,155500.0,156220.0,157042.0,157783.0,158254.0,158752.0,159748.0,160954.0,162096.0,162707.0,163709.0,164810.0,166026.0,166946.0,167959.0,168979.0,170106.0,171179.0,172062.0,172935.0,173980.0,175239.0,176341.0,177508.0
212,Bellingham,WA,362000.0,366633.0,370706.0,375628.0,378798.0,381405.0,383164.0,387052.0,390039.0,391478.0,393820.0,397152.0,400633.0,401701.0,402570.0,404813.0,407085.0,407901.0,408917.0,410052.0,412900.0,416016.0,418981.0,420718.0,422153.0,424306.0,427190.0,428878.0,431401.0,435453.0,440096.0
213,Lake Havasu City,AZ,209771.0,211856.0,213715.0,215742.0,217128.0,219418.0,221618.0,223521.0,225752.0,227711.0,229274.0,230310.0,231570.0,232576.0,234157.0,235965.0,238359.0,239858.0,240485.0,241240.0,241685.0,242954.0,244743.0,247104.0,249306.0,251455.0,253373.0,255258.0,257296.0,259944.0,263517.0
214,Saginaw,MI,85953.0,85623.0,85491.0,85174.0,85497.0,85719.0,85943.0,86102.0,86525.0,87552.0,88481.0,89467.0,90061.0,90747.0,91134.0,92077.0,92604.0,93364.0,93779.0,94470.0,95029.0,95104.0,95215.0,95477.0,96166.0,97063.0,98109.0,98870.0,99737.0,100556.0,101732.0
215,Lake Charles,LA,206718.0,206526.0,206676.0,206842.0,207128.0,206752.0,206679.0,206742.0,206981.0,207126.0,206458.0,205466.0,204405.0,204978.0,206480.0,207661.0,207668.0,206492.0,206033.0,206548.0,207474.0,207678.0,207897.0,208353.0,208701.0,208285.0,206934.0,205764.0,205404.0,206076.0,205993.0
216,Johnson City,TN,141353.0,141757.0,141983.0,142505.0,143343.0,144009.0,144362.0,144689.0,145154.0,145803.0,146142.0,146372.0,146655.0,147126.0,147665.0,148197.0,148523.0,149091.0,149518.0,150007.0,150316.0,150810.0,151515.0,152265.0,152920.0,153582.0,154262.0,154874.0,155543.0,156146.0,157027.0
217,Elkhart,IN,146697.0,148290.0,150497.0,151634.0,153048.0,153932.0,154708.0,155242.0,156125.0,157689.0,159062.0,159841.0,160196.0,160295.0,160248.0,160663.0,160993.0,162217.0,163078.0,164171.0,164819.0,165043.0,165539.0,166400.0,167555.0,168750.0,169917.0,171002.0,172126.0,172867.0,174057.0
218,Yuma,AZ,148558.0,149508.0,150369.0,150906.0,152067.0,153296.0,153876.0,154104.0,154012.0,153270.0,152280.0,152815.0,154623.0,156493.0,157269.0,157306.0,157633.0,157975.0,158438.0,158789.0,159645.0,161302.0,163369.0,164276.0,164151.0,164398.0,165658.0,167804.0,169540.0,171511.0,173756.0
219,Racine,WI,141935.0,143000.0,144139.0,145255.0,146218.0,147164.0,148310.0,149356.0,150608.0,151996.0,153434.0,154792.0,156009.0,157220.0,157904.0,158163.0,158367.0,158790.0,159327.0,159889.0,160238.0,160372.0,160497.0,160655.0,160963.0,161261.0,161920.0,162880.0,163966.0,164901.0,165733.0
220,Athens,GA,182783.0,184002.0,185364.0,186932.0,188372.0,190106.0,191105.0,191595.0,192687.0,193777.0,195429.0,196109.0,197655.0,198715.0,200016.0,200985.0,202043.0,202817.0,204016.0,205481.0,206592.0,207689.0,209008.0,211063.0,212398.0,213638.0,214683.0,215916.0,217122.0,218499.0,219753.0
221,Torrington,CT,242511.0,242082.0,242076.0,242702.0,243492.0,244049.0,243977.0,243669.0,243290.0,242782.0,242891.0,243249.0,244503.0,245736.0,246811.0,246910.0,246504.0,246223.0,245920.0,245783.0,245878.0,246538.0,247172.0,248100.0,248923.0,250034.0,251338.0,253463.0,256160.0,259444.0,263377.0
222,St. Cloud,MN,197653.0,199036.0,199909.0,200664.0,201337.0,201749.0,202852.0,204385.0,206057.0,207631.0,208770.0,209360.0,209166.0,209330.0,209689.0,210714.0,211562.0,212040.0,212618.0,212888.0,213329.0,213662.0,214255.0,214789.0,215905.0,216792.0,217881.0,218535.0,219410.0,220686.0,221591.0
223,Hilton Head Island,SC,291790.0,292758.0,293652.0,295123.0,296623.0,298285.0,299646.0,300773.0,301728.0,302307.0,302301.0,302033.0,302375.0,303672.0,305026.0,305607.0,305782.0,306020.0,305961.0,305940.0,305994.0,306830.0,308156.0,309942.0,311265.0,311970.0,312650.0,313625.0,315076.0,316600.0,318729.0
224,Bloomington,IL,147642.0,147712.0,147992.0,148323.0,148297.0,148264.0,147891.0,147474.0,147103.0,147052.0,147079.0,147091.0,146983.0,146836.0,147013.0,147221.0,147510.0,147575.0,147851.0,148105.0,148402.0,148557.0,148740.0,149234.0,149733.0,150238.0,150547.0,150939.0,151368.0,152046.0,152777.0
225,Hilo,HI,347252.0,345948.0,345451.0,346146.0,347646.0,347292.0,347097.0,346702.0,347859.0,349385.0,352472.0,354956.0,358262.0,358408.0,358656.0,358298.0,360282.0,363276.0,366020.0,368173.0,368891.0,369662.0,369679.0,370181.0,370821.0,373717.0,376233.0,378675.0,379140.0,379624.0,380319.0
226,Panama City,FL,208264.0,210066.0,211744.0,213482.0,214670.0,215918.0,217109.0,219599.0,220400.0,220665.0,218076.0,216815.0,215534.0,216169.0,216936.0,217960.0,219273.0,220317.0,221351.0,222031.0,223578.0,225376.0,228829.0,231443.0,234039.0,234956.0,235813.0,236415.0,237067.0,237811.0,238563.0
227,Kingston,NY,222802.0,222976.0,224318.0,227615.0,231328.0,233207.0,233846.0,234646.0,236453.0,238750.0,240252.0,241776.0,244319.0,247167.0,249339.0,249557.0,249315.0,248967.0,249115.0,249126.0,249391.0,249885.0,250927.0,251840.0,252879.0,253682.0,254838.0,257036.0,259912.0,264126.0,269010.0
228,Daphne,AL,191486.0,192420.0,194260.0,196267.0,199956.0,202924.0,205782.0,207573.0,209010.0,210042.0,210992.0,211957.0,212981.0,213833.0,214480.0,215401.0,216069.0,216705.0,216770.0,216901.0,217495.0,218854.0,220319.0,221779.0,223185.0,225128.0,226978.0,228670.0,229911.0,231694.0,234188.0
229,Gainesville,GA,213296.0,215041.0,217322.0,218003.0,218879.0,219376.0,220636.0,222008.0,223304.0,225303.0,226153.0,227096.0,227178.0,227776.0,227864.0,228744.0,229492.0,230598.0,231168.0,231805.0,232108.0,232415.0,233501.0,234732.0,236121.0,237328.0,238848.0,240470.0,242089.0,243743.0,245646.0
230,Warner Robins,GA,132637.0,133255.0,133805.0,134299.0,134792.0,135298.0,135720.0,136292.0,136962.0,137774.0,138519.0,139176.0,139859.0,140314.0,140714.0,141057.0,141443.0,141887.0,142385.0,142879.0,143335.0,143765.0,144242.0,144779.0,145293.0,145929.0,146625.0,147379.0,148097.0,148762.0,149438.0
231,Blacksburg,VA,176435.0,176922.0,177379.0,177786.0,178018.0,178277.0,178616.0,179340.0,180451.0,181689.0,182876.0,183996.0,185095.0,186148.0,187112.0,187988.0,188877.0,189790.0,190676.0,191218.0,191175.0,191059.0,191109.0,191398.0,191710.0,191979.0,192288.0,192633.0,193003.0,193284.0,193508.0
232,Jacksonville,NC,150061.0,150687.0,151176.0,152014.0,152920.0,153978.0,154839.0,155360.0,156064.0,157166.0,158680.0,160159.0,161409.0,163076.0,164548.0,166228.0,167270.0,168033.0,168563.0,169448.0,170318.0,170767.0,170947.0,171093.0,171727.0,172044.0,172554.0,172694.0,173282.0,174037.0,175011.0
233,Redding,CA,258225.0,259175.0,260301.0,260333.0,260465.0,260841.0,261722.0,263384.0,264860.0,266229.0,267896.0,269987.0,271569.0,272239.0,273553.0,276526.0,278436.0,278863.0,278134.0,278171.0,278502.0,278997.0,279313.0,279747.0,280277.0,281776.0,282852.0,283357.0,284858.0,287701.0,291341.0
234,Monroe,LA,132534.0,132899.0,133232.0,133562.0,133633.0,133908.0,133994.0,134423.0,134637.0,134489.0,134265.0,134079.0,134392.0,134668.0,135106.0,135406.0,135607.0,135420.0,135145.0,134816.0,134650.0,134879.0,135264.0,135633.0,135755.0,135783.0,135776.0,135958.0,136416.0,137165.0,138112.0
235,Joplin,MO,106169.0,106775.0,107569.0,108293.0,109106.0,110073.0,110805.0,111130.0,110908.0,110464.0,110485.0,110586.0,111426.0,112299.0,113586.0,114589.0,115464.0,116416.0,117429.0,118919.0,120727.0,123010.0,124905.0,126891.0,128211.0,129558.0,130571.0,131974.0,133561.0,135093.0,136773.0
236,El Centro,CA,165451.0,166626.0,168463.0,170371.0,171171.0,172719.0,174466.0,175871.0,176434.0,175930.0,175470.0,175050.0,175512.0,176909.0,178205.0,179531.0,180358.0,180091.0,178659.0,177329.0,177095.0,178105.0,179357.0,181012.0,182718.0,183260.0,183735.0,184807.0,187317.0,190814.0,195315.0
237,Terre Haute,IN,89378.0,89868.0,90319.0,90770.0,91173.0,91591.0,91990.0,92252.0,92585.0,92946.0,93405.0,93788.0,94196.0,94591.0,94924.0,95193.0,95492.0,95778.0,96016.0,96261.0,96425.0,96609.0,96706.0,96820.0,96918.0,97036.0,97209.0,97400.0,97565.0,97705.0,97863.0
238,Muskegon,MI,122619.0,123510.0,124534.0,125412.0,126928.0,128223.0,129587.0,130652.0,131988.0,133324.0,134775.0,135817.0,136538.0,137525.0,138255.0,139011.0,139245.0,139966.0,140670.0,141581.0,142297.0,143027.0,143741.0,144773.0,145959.0,147271.0,148697.0,150291.0,152060.0,153657.0,155302.0
