,City,State,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30
0,United States,,229559.0,230838.0,232130.0,233376.0,234530.0,235509.0,236354.0,237170.0,238001.0,238866.0,239721.0,240488.0,241163.0,241832.0,242705.0,243691.0,244580.0,245202.0,245680.0,246261.0,246930.0,247737.0,248625.0,249639.0,250802.0,252042.0,253216.0,254423.0,255872.0,257736.0,259906.0
1,New York,NY,462565.0,465113.0,467189.0,469047.0,470161.0,471236.0,472394.0,473958.0,475527.0,476735.0,477324.0,477678.0,478130.0,478733.0,479568.0,480426.0,481178.0,481390.0,480752.0,480060.0,479577.0,479999.0,480758.0,481745.0,482804.0,484104.0,485517.0,487279.0,489670.0,492875.0,497090.0
2,Los Angeles,CA,648303.0,652626.0,655982.0,659491.0,661457.0,661765.0,660802.0,661376.0,662015.0,661613.0,660487.0,657745.0,655266.0,654579.0,658017.0,662376.0,664249.0,664279.0,665085.0,667400.0,669151.0,671796.0,675183.0,680320.0,685503.0,689705.0,691229.0,692332.0,696613.0,703740.0,711361.0
3,Chicago,IL,237993.0,238524.0,239302.0,240377.0,241087.0,241695.0,242195.0,242637.0,243059.0,243319.0,243400.0,243697.0,244071.0,244754.0,245443.0,246025.0,246377.0,246414.0,245994.0,245642.0,245289.0,245373.0,245631.0,246017.0,246628.0,247155.0,247719.0,248421.0,249650.0,251298.0,253512.0
4,Dallas,TX,242582.0,244311.0,245753.0,247152.0,248345.0,249450.0,250150.0,251136.0,252182.0,253641.0,254945.0,255807.0,256260.0,256605.0,257256.0,257749.0,258250.0,258636.0,259309.0,259667.0,260082.0,260294.0,260750.0,261428.0,262440.0,263584.0,264699.0,265992.0,267485.0,269183.0,270907.0
5,Philadelphia,PA,237000.0,238405.0,239485.0,240232.0,240937.0,241488.0,242160.0,242755.0,243632.0,244360.0,245203.0,245858.0,246850.0,247525.0,248434.0,249027.0,249787.0,250237.0,250510.0,250831.0,251227.0,251872.0,252632.0,253576.0,254324.0,255509.0,256799.0,258666.0,260637.0,263126.0,265912.0
6,Houston,TX,207591.0,208628.0,209757.0,210703.0,211405.0,212372.0,213306.0,214026.0,214471.0,215010.0,216106.0,217047.0,217598.0,217587.0,217897.0,218602.0,219450.0,220014.0,220109.0,220340.0,220613.0,221159.0,221359.0,221787.0,222530.0,223548.0,224420.0,225165.0,226007.0,227049.0,228576.0
7,Washington,DC,410695.0,412343.0,414442.0,416180.0,417609.0,418173.0,418443.0,418770.0,419082.0,420281.0,421840.0,423692.0,425066.0,425973.0,427054.0,428033.0,428503.0,429162.0,429968.0,431383.0,432739.0,433952.0,435044.0,436124.0,437577.0,439632.0,441727.0,444179.0,447399.0,451030.0,455038.0
8,Miami,FL,278844.0,280405.0,282148.0,283438.0,285066.0,286088.0,286951.0,287371.0,288845.0,290216.0,291608.0,291340.0,291488.0,291797.0,292320.0,293173.0,293951.0,294472.0,294610.0,295024.0,295548.0,295987.0,296648.0,298277.0,299596.0,300939.0,302132.0,303396.0,304694.0,306533.0,308911.0
9,Atlanta,GA,215644.0,217049.0,218563.0,220279.0,221955.0,223536.0,225021.0,226572.0,227987.0,229133.0,230023.0,230819.0,232008.0,233269.0,234620.0,235453.0,236216.0,236963.0,237660.0,238300.0,238981.0,239908.0,241002.0,242232.0,243417.0,244626.0,245768.0,247242.0,248841.0,250642.0,252586.0
10,Boston,MA,473442.0,476265.0,478855.0,481099.0,482853.0,484075.0,484180.0,485144.0,485668.0,486819.0,487401.0,488039.0,487458.0,487306.0,487707.0,489676.0,490700.0,491116.0,491540.0,492255.0,493349.0,494497.0,496306.0,498226.0,500878.0,503444.0,506016.0,507804.0,510810.0,515069.0,520206.0
11,San Francisco,CA,1051748.0,1064796.0,1079640.0,1091388.0,1099102.0,1105527.0,1107084.0,1107009.0,1102060.0,1092190.0,1082071.0,1076450.0,1071793.0,1071506.0,1075689.0,1080592.0,1082051.0,1075954.0,1073929.0,1073519.0,1075968.0,1081979.0,1089169.0,1095109.0,1099945.0,1100524.0,1096982.0,1094569.0,1096527.0,1105647.0,1113664.0
12,Detroit,MI,168323.0,169678.0,170971.0,172372.0,173517.0,174417.0,175224.0,176065.0,176978.0,177966.0,178590.0,179120.0,179020.0,179147.0,180059.0,181587.0,182900.0,183229.0,183161.0,183334.0,183736.0,184271.0,184918.0,185678.0,186902.0,188105.0,188738.0,188939.0,189560.0,191179.0,193270.0
13,Riverside,CA,358896.0,361031.0,363492.0,365543.0,367483.0,368052.0,369144.0,369098.0,369808.0,369637.0,371178.0,371880.0,373198.0,373801.0,374961.0,376160.0,377223.0,377712.0,377668.0,378777.0,379683.0,381663.0,382430.0,383813.0,385167.0,387435.0,389449.0,391805.0,394910.0,399300.0,404320.0
14,Phoenix,AZ,253529.0,255149.0,256822.0,258515.0,260034.0,261235.0,262513.0,263534.0,264475.0,265563.0,266823.0,268006.0,269022.0,269431.0,270587.0,272236.0,274217.0,275918.0,277105.0,278651.0,280382.0,282590.0,284743.0,286856.0,289390.0,292791.0,295837.0,298652.0,301491.0,305172.0,309543.0
15,Seattle,WA,488213.0,493382.0,497390.0,499870.0,500259.0,499947.0,501075.0,502152.0,502406.0,500671.0,499108.0,496925.0,495145.0,493631.0,495118.0,497317.0,500038.0,501313.0,502089.0,503201.0,505714.0,509692.0,513810.0,517960.0,522472.0,527437.0,531040.0,535111.0,540297.0,547742.0,555689.0
16,Minneapolis,MN,271047.0,272662.0,274119.0,275257.0,276360.0,277643.0,278781.0,279937.0,280849.0,281792.0,282823.0,283672.0,284164.0,284672.0,285628.0,287126.0,288428.0,289091.0,289770.0,290560.0,291650.0,292758.0,293722.0,294924.0,296410.0,298060.0,299468.0,300763.0,302400.0,304678.0,307156.0
17,San Diego,CA,574206.0,573707.0,573063.0,574471.0,576882.0,579368.0,579707.0,580000.0,580023.0,579542.0,576526.0,574344.0,573149.0,576142.0,578928.0,583088.0,586338.0,588013.0,587776.0,587406.0,589100.0,592023.0,596261.0,599757.0,603975.0,607043.0,610945.0,613668.0,617391.0,623359.0,632264.0
18,St. Louis,MO,167439.0,168119.0,169026.0,169590.0,170236.0,170839.0,171324.0,171913.0,172507.0,173206.0,174050.0,174981.0,175873.0,176380.0,177016.0,177513.0,177857.0,177859.0,177976.0,178227.0,178561.0,179062.0,179493.0,180038.0,180534.0,181442.0,182298.0,183543.0,185011.0,186866.0,188845.0
19,Tampa,FL,201969.0,203731.0,204977.0,206144.0,207181.0,208205.0,209327.0,210541.0,211594.0,212839.0,214015.0,214594.0,214756.0,215019.0,215939.0,216764.0,217848.0,218339.0,218875.0,219404.0,220344.0,221231.0,222230.0,223618.0,225214.0,226848.0,228288.0,229959.0,231698.0,234055.0,236574.0
20,Baltimore,MD,288636.0,289517.0,290341.0,290982.0,291785.0,292436.0,292849.0,293004.0,293159.0,293028.0,293179.0,293699.0,294106.0,294573.0,295095.0,295699.0,296087.0,295926.0,295612.0,295420.0,295389.0,295837.0,296318.0,296809.0,297480.0,298284.0,299336.0,300591.0,302333.0,304748.0,307675.0
21,Denver,CO,413721.0,416310.0,419438.0,422410.0,425150.0,427351.0,429439.0,431241.0,433245.0,433951.0,434157.0,434754.0,435625.0,436594.0,436803.0,437640.0,438387.0,439053.0,439252.0,439756.0,440329.0,441758.0,443749.0,445542.0,447375.0,449092.0,451344.0,453399.0,455914.0,459028.0,462724.0
22,Pittsburgh,PA,150892.0,151967.0,153191.0,153800.0,154309.0,154767.0,155222.0,155632.0,155953.0,156290.0,157013.0,158043.0,158554.0,158795.0,159718.0,160939.0,161827.0,161936.0,161881.0,162152.0,162644.0,163380.0,163888.0,164391.0,165091.0,166038.0,166562.0,167312.0,168505.0,170475.0,172719.0
23,Portland,OR,394976.0,396991.0,398435.0,399941.0,401912.0,403057.0,403255.0,403070.0,403382.0,404321.0,405377.0,405884.0,405443.0,405865.0,406495.0,407488.0,408058.0,408690.0,409207.0,410046.0,410638.0,411432.0,412394.0,413608.0,415838.0,417979.0,420691.0,423549.0,426963.0,431034.0,436053.0
24,Charlotte,NC,213739.0,215153.0,216621.0,218187.0,220020.0,221530.0,222925.0,223587.0,224597.0,225585.0,227158.0,228105.0,229191.0,230138.0,231259.0,232218.0,233028.0,233880.0,234781.0,236095.0,237446.0,238725.0,239682.0,241169.0,242696.0,244504.0,246234.0,248189.0,250273.0,252531.0,254932.0
25,Sacramento,CA,399967.0,402239.0,404056.0,405976.0,407829.0,408886.0,408771.0,408768.0,408730.0,409459.0,409968.0,409747.0,409490.0,410781.0,413890.0,417016.0,418491.0,419036.0,419626.0,420728.0,422226.0,423789.0,425790.0,428128.0,431052.0,433342.0,434648.0,435949.0,438954.0,443613.0,449280.0
26,San Antonio,TX,199088.0,200313.0,201616.0,202601.0,203548.0,204315.0,204524.0,205079.0,205404.0,206808.0,207814.0,209316.0,209913.0,210912.0,211676.0,212566.0,213147.0,213596.0,214234.0,214632.0,215152.0,215278.0,215823.0,216024.0,216675.0,217098.0,217730.0,218408.0,219345.0,220509.0,221860.0
27,Orlando,FL,231119.0,233290.0,235378.0,237112.0,238959.0,240844.0,242515.0,244241.0,245307.0,246447.0,247611.0,248946.0,249748.0,249648.0,249818.0,250507.0,251458.0,252038.0,252643.0,253416.0,254687.0,255652.0,256906.0,258083.0,259444.0,260945.0,262284.0,263331.0,264226.0,265437.0,266724.0
28,Cincinnati,OH,170903.0,172202.0,173976.0,175542.0,176751.0,177423.0,177893.0,178494.0,179320.0,180328.0,181661.0,183110.0,184251.0,184769.0,184782.0,185045.0,185725.0,186491.0,187475.0,188155.0,188970.0,189746.0,190559.0,191302.0,192270.0,193488.0,195027.0,196604.0,198148.0,199967.0,201822.0
29,Cleveland,OH,144012.0,144960.0,145107.0,145607.0,146179.0,146664.0,147210.0,147755.0,148708.0,149487.0,150227.0,150525.0,151063.0,151404.0,152447.0,153182.0,154153.0,154536.0,154778.0,155037.0,155350.0,155974.0,156716.0,157560.0,158343.0,159407.0,160402.0,161670.0,162935.0,164832.0,166936.0
30,Kansas City,MO,188637.0,189869.0,191173.0,192481.0,193445.0,194460.0,195396.0,196212.0,197020.0,198077.0,198996.0,199761.0,200176.0,200742.0,201323.0,202086.0,202838.0,203342.0,203803.0,204370.0,204986.0,205514.0,206110.0,207007.0,208352.0,209691.0,211097.0,212496.0,214168.0,216165.0,218314.0
31,Las Vegas,NV,261853.0,264089.0,266608.0,270613.0,274474.0,278182.0,280411.0,281793.0,281967.0,283182.0,284322.0,285505.0,285311.0,285604.0,286664.0,287805.0,287837.0,286654.0,285252.0,285183.0,285983.0,286540.0,287519.0,288286.0,290319.0,292066.0,293218.0,293750.0,295247.0,298150.0,302133.0
32,Columbus,OH,186090.0,187598.0,189744.0,191459.0,193123.0,194348.0,195230.0,196151.0,197166.0,198132.0,199238.0,200519.0,201904.0,202865.0,203862.0,204823.0,205714.0,206332.0,207169.0,208025.0,208891.0,209901.0,211275.0,212786.0,214043.0,215273.0,216282.0,217543.0,218986.0,220946.0,223010.0
33,Indianapolis,IN,166966.0,168583.0,169913.0,171195.0,172434.0,173630.0,174396.0,175006.0,175987.0,177492.0,179079.0,179917.0,180328.0,180514.0,181343.0,182023.0,182611.0,183061.0,183985.0,185081.0,186073.0,186715.0,187507.0,188765.0,190071.0,191468.0,192608.0,194036.0,195712.0,197604.0,199477.0
34,San Jose,CA,1174554.0,1190164.0,1211467.0,1228716.0,1246700.0,1240678.0,1227436.0,1211268.0,1199629.0,1182897.0,1159337.0,1137648.0,1120173.0,1116492.0,1113396.0,1108437.0,1098632.0,1090860.0,1093269.0,1095863.0,1102386.0,1109522.0,1122438.0,1134644.0,1147159.0,1153097.0,1157432.0,1165342.0,1178318.0,1200859.0,1219074.0
35,Austin,TX,319207.0,319790.0,320757.0,322243.0,323706.0,325532.0,326214.0,327765.0,328304.0,329621.0,330797.0,333133.0,334570.0,335500.0,336120.0,337412.0,338702.0,339618.0,340545.0,340788.0,341467.0,342282.0,343809.0,344977.0,346934.0,349456.0,352314.0,354720.0,357564.0,360865.0,365091.0
36,Virginia Beach,VA,233343.0,233836.0,234496.0,235139.0,235925.0,236640.0,237155.0,237623.0,238249.0,239002.0,239562.0,240254.0,240954.0,241644.0,241967.0,242414.0,243065.0,243691.0,244341.0,244882.0,245430.0,245998.0,246881.0,247797.0,248813.0,249832.0,251182.0,252555.0,253872.0,255391.0,257117.0
37,Nashville,TN,260136.0,261545.0,262572.0,263745.0,264970.0,266432.0,267732.0,268965.0,269846.0,270578.0,271260.0,271988.0,272732.0,273361.0,274063.0,274952.0,275961.0,276815.0,277554.0,278366.0,279467.0,280660.0,281869.0,283145.0,284643.0,286303.0,288128.0,289812.0,291504.0,293267.0,295317.0
38,Providence,RI,302072.0,303348.0,304533.0,305297.0,306805.0,308378.0,309495.0,309834.0,309606.0,309808.0,310355.0,310637.0,311415.0,312421.0,313649.0,314824.0,315808.0,316201.0,316266.0,316556.0,317828.0,318927.0,320056.0,321733.0,323171.0,324782.0,326477.0,328613.0,331032.0,334342.0,338536.0
39,Milwaukee,WI,172481.0,173359.0,174312.0,174727.0,175451.0,176087.0,176954.0,177648.0,178400.0,178790.0,178945.0,179649.0,180594.0,181811.0,182425.0,183011.0,183649.0,184205.0,184735.0,185430.0,186380.0,187437.0,188531.0,189433.0,190238.0,191192.0,192632.0,194393.0,196116.0,198100.0,200213.0
40,Jacksonville,FL,211844.0,213002.0,214842.0,216699.0,218599.0,219738.0,220636.0,221344.0,222438.0,223267.0,223892.0,224395.0,224880.0,225751.0,226469.0,227716.0,228713.0,229530.0,230002.0,230420.0,230782.0,231512.0,232548.0,233914.0,235427.0,236565.0,237612.0,238311.0,239228.0,240706.0,242663.0
41,Memphis,TN,136290.0,137115.0,138067.0,139112.0,140131.0,140827.0,141882.0,142774.0,143655.0,144365.0,145604.0,146739.0,147821.0,148433.0,149327.0,149923.0,150573.0,151201.0,151978.0,152800.0,153731.0,154779.0,155618.0,156504.0,157478.0,158709.0,159745.0,161079.0,162491.0,164115.0,165614.0
42,Oklahoma City,OK,152366.0,152485.0,152779.0,152777.0,152877.0,152875.0,153109.0,153428.0,153871.0,154550.0,155017.0,155770.0,156096.0,156538.0,156890.0,157725.0,158687.0,159544.0,160200.0,160776.0,161382.0,161906.0,162693.0,163413.0,164479.0,165464.0,166480.0,167306.0,168082.0,169046.0,170113.0
43,Louisville,KY,166489.0,167146.0,167626.0,168270.0,168985.0,169565.0,170009.0,170593.0,170914.0,171294.0,171585.0,172149.0,172854.0,173648.0,174731.0,175669.0,176325.0,176732.0,177372.0,178215.0,179245.0,180216.0,181239.0,182117.0,182982.0,183995.0,184883.0,185869.0,187063.0,188631.0,190184.0
44,Hartford,CT,231110.0,231422.0,232121.0,232718.0,232967.0,232718.0,232409.0,232216.0,232204.0,232556.0,232657.0,233154.0,233106.0,233521.0,233450.0,234036.0,233958.0,233941.0,233742.0,234030.0,234163.0,234439.0,234812.0,235193.0,236122.0,236972.0,238262.0,239306.0,241259.0,243541.0,246266.0
45,Richmond,VA,231284.0,232265.0,232918.0,233553.0,234370.0,235171.0,235918.0,236665.0,237936.0,239178.0,240441.0,241194.0,241925.0,242695.0,243497.0,244404.0,245331.0,246447.0,247336.0,248156.0,248605.0,249242.0,249789.0,250751.0,251716.0,252834.0,254128.0,255386.0,256655.0,257838.0,259290.0
46,New Orleans,LA,199412.0,198656.0,197915.0,198022.0,198336.0,198866.0,198858.0,199283.0,199429.0,198756.0,197981.0,197832.0,199099.0,199964.0,201025.0,201524.0,202152.0,202301.0,202875.0,203295.0,203837.0,205137.0,206468.0,207662.0,208145.0,209155.0,210067.0,211262.0,212362.0,213913.0,215442.0
47,Buffalo,NY,160337.0,161033.0,161602.0,162370.0,163352.0,164539.0,165558.0,166349.0,166672.0,166794.0,167365.0,168351.0,169920.0,170877.0,172346.0,173465.0,174344.0,174486.0,174277.0,174351.0,174887.0,175783.0,176588.0,177259.0,177684.0,178583.0,179293.0,180392.0,181756.0,183774.0,186292.0
48,Raleigh,NC,264167.0,265232.0,267237.0,268636.0,270067.0,271566.0,273044.0,274034.0,274724.0,275870.0,277610.0,279382.0,280376.0,280890.0,281117.0,282211.0,283329.0,283970.0,284338.0,285022.0,285902.0,286677.0,287117.0,287763.0,288882.0,290489.0,292012.0,293387.0,294868.0,296811.0,299061.0
49,Birmingham,AL,155257.0,156033.0,156913.0,157773.0,158655.0,159301.0,160266.0,160883.0,161634.0,162036.0,162563.0,163283.0,163881.0,164262.0,164718.0,165962.0,167467.0,168562.0,169035.0,169654.0,170572.0,171696.0,172778.0,173731.0,175073.0,176481.0,177826.0,178633.0,179262.0,180394.0,181968.0
50,Salt Lake City,UT,338798.0,342772.0,346111.0,348402.0,351203.0,353076.0,355215.0,357510.0,360384.0,363563.0,366838.0,369745.0,371540.0,372573.0,373011.0,374429.0,375758.0,377503.0,379193.0,380566.0,382189.0,383407.0,385235.0,386904.0,389253.0,391949.0,395728.0,399352.0,403114.0,407119.0,411548.0
51,Rochester,NY,146746.0,146597.0,146188.0,146047.0,146968.0,148353.0,149576.0,150429.0,151192.0,152000.0,152859.0,153770.0,154578.0,155389.0,156168.0,157035.0,157256.0,157553.0,157696.0,158260.0,158781.0,159280.0,159724.0,160463.0,161443.0,162724.0,164077.0,165178.0,166447.0,167680.0,169297.0
52,Grand Rapids,MI,201254.0,202222.0,203537.0,205487.0,207481.0,209243.0,210253.0,211440.0,212189.0,213768.0,214826.0,215778.0,216671.0,217719.0,219759.0,221525.0,222833.0,222678.0,223034.0,223813.0,225440.0,226420.0,227742.0,228871.0,230446.0,232143.0,233028.0,234080.0,235706.0,238758.0,241965.0
53,Tucson,AZ,196248.0,197746.0,199263.0,200449.0,201455.0,202170.0,203280.0,204549.0,205548.0,205447.0,206436.0,207657.0,208837.0,209222.0,210219.0,211741.0,213212.0,214199.0,215056.0,216039.0,217364.0,219573.0,221069.0,222425.0,223833.0,225941.0,227626.0,229075.0,230792.0,233133.0,235562.0
54,Urban Honolulu,HI,701461.0,703987.0,704039.0,703994.0,704489.0,707455.0,708284.0,708152.0,706993.0,706783.0,706561.0,707096.0,707657.0,706712.0,704937.0,703359.0,703658.0,703337.0,701864.0,700249.0,698837.0,698007.0,697483.0,696663.0,695948.0,696528.0,698499.0,700678.0,701440.0,702335.0,704960.0
55,Tulsa,OK,141950.0,142048.0,142286.0,142585.0,142955.0,143416.0,143664.0,144019.0,144420.0,144872.0,145163.0,145421.0,145854.0,146138.0,146419.0,146785.0,147198.0,147579.0,148020.0,148634.0,149278.0,149717.0,150324.0,151195.0,152109.0,153142.0,154170.0,155212.0,156267.0,157360.0,158536.0
56,Fresno,CA,246202.0,247396.0,250338.0,253254.0,254716.0,254228.0,254186.0,254470.0,255979.0,257028.0,257838.0,258476.0,259512.0,260075.0,260354.0,261738.0,262701.0,263770.0,263687.0,264510.0,264921.0,265625.0,266431.0,267488.0,268952.0,270933.0,272680.0,273783.0,275882.0,279099.0,283422.0
57,Worcester,MA,279121.0,280094.0,280368.0,282374.0,284157.0,285143.0,285457.0,284916.0,285484.0,286910.0,287412.0,287165.0,286730.0,287810.0,289767.0,291950.0,293252.0,293848.0,293639.0,294477.0,295458.0,296756.0,298269.0,300133.0,302827.0,304683.0,306242.0,307221.0,309324.0,312640.0,317298.0
58,Stamford,CT,418032.0,418920.0,417263.0,418698.0,420423.0,422667.0,423355.0,422712.0,421706.0,421795.0,421042.0,421633.0,421617.0,422884.0,425033.0,424140.0,422327.0,419308.0,417578.0,417433.0,416833.0,416736.0,417651.0,418210.0,419367.0,420040.0,421220.0,424073.0,428026.0,433181.0,438716.0
59,Albuquerque,NM,192736.0,193728.0,194567.0,195068.0,195027.0,195254.0,195508.0,196896.0,197796.0,198969.0,199923.0,200722.0,201361.0,201998.0,202819.0,204083.0,205421.0,206758.0,207958.0,208817.0,209881.0,211015.0,212391.0,213936.0,215567.0,217302.0,219081.0,220716.0,222718.0,224705.0,226965.0
60,Albany,NY,194180.0,195432.0,196758.0,197866.0,198503.0,199526.0,200369.0,200988.0,200773.0,200543.0,200815.0,201701.0,202683.0,203384.0,203594.0,203690.0,203738.0,203542.0,203492.0,203636.0,204461.0,205373.0,205869.0,205955.0,206004.0,206431.0,207333.0,208449.0,209954.0,211573.0,213333.0
61,Omaha,NE,183140.0,184092.0,185238.0,186298.0,187048.0,187592.0,188013.0,188663.0,189325.0,190339.0,191124.0,191614.0,192143.0,192775.0,193904.0,195004.0,196356.0,197455.0,198345.0,198978.0,199636.0,200336.0,201372.0,202539.0,203756.0,204837.0,205614.0,206572.0,207604.0,209018.0,210700.0
62,New Haven,CT,223929.0,224443.0,225330.0,226095.0,226469.0,227137.0,227613.0,228575.0,228336.0,229103.0,228699.0,229186.0,229259.0,229783.0,230640.0,231655.0,232472.0,232448.0,231743.0,230974.0,230934.0,230914.0,232077.0,233062.0,234474.0,235830.0,237122.0,238546.0,240613.0,243610.0,247708.0
63,Bakersfield,CA,211267.0,212961.0,214783.0,215979.0,216274.0,216465.0,216895.0,218322.0,218553.0,219504.0,220693.0,221906.0,222284.0,222143.0,223045.0,224657.0,225699.0,226501.0,226905.0,227511.0,228443.0,229330.0,230114.0,231048.0,232821.0,234747.0,235923.0,236979.0,239021.0,241453.0,244240.0
64,Knoxville,TN,170774.0,171804.0,172848.0,173914.0,175080.0,176084.0,176741.0,177547.0,178253.0,179355.0,180386.0,181544.0,182345.0,183442.0,184360.0,185493.0,186152.0,187120.0,188067.0,189099.0,190197.0,191184.0,192304.0,193399.0,194798.0,196007.0,197419.0,198734.0,200459.0,202199.0,204290.0
65,Greenville,SC,188533.0,189638.0,190874.0,191970.0,193022.0,194065.0,195179.0,196031.0,197103.0,198255.0,199204.0,200022.0,200644.0,201583.0,202491.0,203478.0,204491.0,205280.0,205732.0,206245.0,206690.0,207245.0,207922.0,208706.0,209704.0,210631.0,211658.0,212766.0,213960.0,215411.0,217192.0
66,Ventura,CA,595501.0,594108.0,594675.0,596342.0,599877.0,603301.0,604381.0,604763.0,603889.0,602054.0,600467.0,599837.0,600730.0,604089.0,605772.0,606579.0,606120.0,606232.0,605806.0,606632.0,606892.0,609221.0,610918.0,612039.0,612932.0,614598.0,617361.0,620564.0,625038.0,629801.0,636642.0
67,Allentown,PA,197981.0,199322.0,200519.0,201635.0,202551.0,203263.0,203875.0,204552.0,205162.0,205921.0,206519.0,206814.0,207155.0,207353.0,208210.0,208954.0,209572.0,209674.0,209743.0,209962.0,210519.0,210958.0,211751.0,212697.0,213863.0,215183.0,216251.0,217571.0,219228.0,221545.0,224146.0
68,El Paso,TX,126036.0,125838.0,125789.0,126362.0,127067.0,127733.0,128438.0,129336.0,130122.0,130348.0,130423.0,130823.0,131733.0,132881.0,134120.0,135120.0,135783.0,136329.0,135697.0,135025.0,134531.0,135047.0,135698.0,136201.0,136523.0,136803.0,137121.0,137522.0,138324.0,139404.0,141494.0
69,Baton Rouge,LA,189984.0,189460.0,188784.0,188665.0,188358.0,188232.0,187896.0,187625.0,186906.0,186251.0,185638.0,185295.0,184556.0,183947.0,183838.0,184199.0,184778.0,184959.0,184907.0,184868.0,185016.0,185285.0,185596.0,185909.0,186818.0,187835.0,188510.0,188660.0,188749.0,189108.0,189752.0
70,Dayton,OH,121011.0,121568.0,122166.0,122875.0,123891.0,124632.0,125250.0,125443.0,125943.0,126602.0,127081.0,127688.0,128047.0,128644.0,129543.0,130670.0,131495.0,132072.0,132503.0,133233.0,133868.0,134561.0,135461.0,136384.0,137802.0,139164.0,140235.0,141143.0,142202.0,143695.0,145504.0
71,McAllen,TX,109726.0,110295.0,110871.0,111538.0,112098.0,112618.0,113198.0,113992.0,114648.0,114996.0,114970.0,115110.0,115376.0,115937.0,116728.0,117463.0,118263.0,118686.0,119037.0,119207.0,119652.0,120296.0,121225.0,122079.0,122866.0,123466.0,123949.0,124546.0,125205.0,126198.0,127252.0
72,Columbia,SC,153093.0,153739.0,154069.0,154495.0,155091.0,155627.0,156188.0,156687.0,157476.0,158323.0,159259.0,159677.0,159959.0,160398.0,161036.0,161770.0,162310.0,162925.0,163437.0,164048.0,164489.0,164899.0,165257.0,165912.0,166812.0,167631.0,168544.0,169435.0,170523.0,171654.0,172937.0
73,Greensboro,NC,141207.0,141548.0,141837.0,142432.0,143397.0,144010.0,144391.0,144770.0,145685.0,146799.0,147793.0,148626.0,149354.0,150174.0,150994.0,151909.0,152840.0,153723.0,154663.0,155479.0,156220.0,156821.0,157667.0,158675.0,159944.0,161236.0,162611.0,163828.0,164942.0,166450.0,168100.0
74,Akron,OH,140874.0,142346.0,143187.0,143063.0,143263.0,143655.0,144508.0,145006.0,145733.0,146384.0,147317.0,147955.0,148431.0,148628.0,149147.0,150511.0,151505.0,152045.0,152361.0,152699.0,153153.0,153648.0,154511.0,155453.0,156489.0,157319.0,158282.0,158973.0,159986.0,161228.0,162588.0
75,North Port-Sarasota-Bradenton,FL,264739.0,266340.0,267847.0,268682.0,268863.0,269163.0,269531.0,270202.0,270643.0,271043.0,271602.0,272787.0,272902.0,272545.0,271773.0,272489.0,274409.0,275229.0,275269.0,274580.0,274823.0,275536.0,276397.0,276908.0,278089.0,279572.0,281589.0,282964.0,283950.0,285972.0,289046.0
76,Little Rock,AR,188600.0,189023.0,189390.0,189795.0,190265.0,190550.0,190958.0,191164.0,191644.0,192194.0,192979.0,193695.0,193814.0,193865.0,193775.0,194085.0,194144.0,194425.0,194669.0,195105.0,195376.0,195639.0,195861.0,196188.0,197001.0,197930.0,199004.0,199904.0,201015.0,202204.0,203475.0
77,Stockton,CA,355064.0,357788.0,361210.0,365466.0,366388.0,367003.0,367706.0,370304.0,372166.0,371460.0,371237.0,369656.0,371609.0,371658.0,373557.0,375558.0,376955.0,378082.0,376975.0,376415.0,376436.0,378436.0,379694.0,381998.0,383561.0,386249.0,387812.0,388793.0,392020.0,395992.0,402451.0
78,Charleston,SC,258055.0,259377.0,260642.0,261390.0,262081.0,262843.0,263865.0,264762.0,265257.0,265594.0,266000.0,266588.0,267431.0,268332.0,269084.0,269594.0,270055.0,270293.0,270480.0,270671.0,271191.0,271876.0,272569.0,273416.0,274047.0,274828.0,275855.0,277329.0,278962.0,280809.0,282811.0
79,Syracuse,NY,137990.0,138341.0,138515.0,138966.0,139563.0,140200.0,140331.0,140399.0,140414.0,140992.0,141369.0,141533.0,141261.0,141541.0,142255.0,143119.0,143739.0,144258.0,144793.0,145435.0,145997.0,146582.0,147096.0,147869.0,149076.0,150279.0,151361.0,152342.0,153632.0,155040.0,156810.0
80,Colorado Springs,CO,287516.0,289962.0,292593.0,294866.0,296290.0,297114.0,298259.0,300056.0,302245.0,304335.0,306218.0,307812.0,308597.0,308898.0,309405.0,310744.0,312737.0,315107.0,317503.0,319469.0,321086.0,322705.0,324991.0,327722.0,330957.0,334259.0,337273.0,339877.0,342388.0,345011.0,347679.0
81,Winston-Salem,NC,145609.0,146232.0,146642.0,147057.0,147646.0,148279.0,149016.0,149779.0,150522.0,151186.0,151914.0,152744.0,153766.0,154941.0,155854.0,156727.0,157433.0,158209.0,158812.0,159372.0,160069.0,160825.0,161681.0,162455.0,163163.0,163877.0,164983.0,166196.0,167568.0,168938.0,170491.0
