,City,State,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19
20336,Sale City,GA,96654,96845,97040,97046,96737,96701,96621,97485,97506,97650,97234,96871
20337,Marlin,PA,105222,104848,103858,103078,102207,100897,99695,97739,96090,94511,93014,92143
20338,Ridott,IL,141624,141698,142517,142544,144063,143766,144642,144065,143680,142791,142017,141675
20339,Kettle Falls,WA,146342,146642,147252,146324,146217,146474,148520,149789,150556,150658,150480,150791
20340,Rising City,NE,98720,100243,101613,101988,102831,103153,104204,104870,105662,105972,106131,106742
20341,Beaver Meadows,PA,77199,77793,78682,79133,78909,78238,77525,76973,76203,75557,74546,73449
20342,Lawley,AL,95373,95615,96015,96571,97098,97690,98540,99454,100076,100126,100748,101429
20343,Middletown,IL,75250,75430,75338,75638,75836,75927,75799,76005,75817,75926,75908,75873
20344,Utica,NE,138670,139060,139227,139929,140741,141386,142092,142755,143422,143712,143639,143456
20345,Arlington,IN,129763,130503,131219,131858,132490,133209,134055,134726,135050,135320,135589,136018
20346,Davidsville,PA,138419,139053,139744,140306,140865,140955,141155,141595,142183,142755,142886,143084
20347,Saint Leo,MN,37205,37545,37757,38131,38477,38799,39172,39395,39794,39882,40019,39920
20348,Kinross,IA,60140,60120,59993,60486,60918,61626,62030,62044,61873,61623,61588,61805
20349,Ingalls,IN,112405,111877,112406,113247,114009,113266,112175,110972,111811,112935,113404,112765
20350,Hartford,IA,143113,144030,144943,145888,146826,147887,148568,148857,149264,149603,150084,150513
20351,Cabins,WV,80289,81079,81693,82564,82672,82619,82869,83059,83702,83169,82947,82941
20352,Green Valley Lake,CA,206190,206624,207311,208250,209749,210261,210923,210735,210832,210464,210359,210834
20353,Weston Mills,NY,80244,80876,81114,82484,83908,85213,84593,84002,83614,84161,84416,84747
20354,Palmer,TN,96197,97011,97466,98126,98771,99684,99681,100011,100340,101192,101823,102304
20355,Hahira,GA,123107,123291,123105,122781,122541,122699,122315,121917,121970,122327,122925,123991
20356,Magnolia,IL,44961,44329,43643,43159,43333,43808,43994,43914,43651,43935,44450,45161
20357,Brownsville,MN,215514,216428,217222,218551,219416,220227,220994,221836,222451,223150,223148,223356
20358,Williams,SC,58098,58480,58645,58796,58922,59243,59626,60414,60921,61643,61859,62103
20359,Moore Station,TX,90984,92723,93806,95134,96786,97441,97708,97370,97786,97862,97683,96841
20360,Irwin,OH,179223,180348,181806,182942,183411,183704,184452,186227,187388,188277,189044,189840
20361,Lee,IL,132460,132689,133021,133391,133819,134291,134793,135197,135579,135991,136030,136329
20362,Cooper,IA,43288,43213,43491,43703,43981,43796,43298,43296,43852,44907,45512,45835
20363,Redfield,KS,90731,91001,92351,93167,93767,94830,95817,96414,95896,95872,95446,95374
20364,Fruitdale,AL,73455,73586,73636,73674,73558,72935,72120,71541,71601,71772,71839,71747
20365,Graham,AL,109946,110610,111661,111897,112058,112411,113329,114480,115108,115571,116120,117448
20366,Conception Junction,MO,158373,160255,161028,161679,162063,162091,162596,162285,163573,164134,165415,165753
20367,Wiley Ford,WV,86709,87292,87927,88134,88536,88815,89147,89642,90063,90360,90011,89539
20368,Rocky Ford,GA,78743,78822,79259,79538,80393,80758,80900,81300,81783,82545,82684,83057
20369,Woodhull,IL,99549,99796,100243,100661,101096,101493,101800,102031,102256,102608,102741,102944
20370,Pelican Lake,WI,208681,211045,213539,214403,214750,214024,213694,214233,216712,217566,218970,219207
20371,Barrett,MN,154125,155327,156254,157486,158070,158959,159532,161130,162524,163490,164081,164721
20372,Longdale,OK,63936,64342,64977,65499,65584,65668,65841,65725,65758,65743,65696,65923
20373,Smolan,KS,92508,92365,92450,92931,93301,93655,94142,94461,94815,94854,94675,94728
20374,Amargosa Valley,NV,149293,150197,149453,148393,147430,149370,153537,156515,158357,158550,159778,161066
20375,Carpenter,IA,48335,48703,48936,49101,49585,49684,49695,49776,50242,50756,51104,51322
20376,Uncertain,TX,109661,110254,109989,110168,108736,107883,107109,108716,109795,110626,110276,110484
20377,Reed Point,MT,266970,268570,270579,272847,274752,276595,278349,280030,282443,285140,288088,290311
20378,Rutledge,AL,70394,70462,70796,70977,71148,70824,70568,70439,70609,70877,70717,70845
20379,Pembina,ND,85990,86998,87731,88285,88576,88971,89138,89289,89492,89834,89903,89704
20380,Yorkshire,OH,185813,186585,186888,187663,188414,189060,188974,189487,190154,190955,191344,191637
20381,Chatfield,OH,53282,53340,53518,53862,54059,53795,53416,53432,53596,53750,53479,53305
20382,Shade,OH,79854,80228,80531,80513,80535,80553,80593,80960,81550,82091,82409,82567
20383,Wilmot,AR,46862,45044,43600,43373,44009,44432,44741,45246,45858,46154,46218,46409
20384,Arcadia,KS,40258,39983,39808,39574,39352,38692,38025,37737,37808,38258,38320,38505
20385,Poneto,IN,122273,122987,123599,124333,124772,125333,126281,127245,128094,128691,129212,129771
20386,Town Of Groveland,NY,126828,127541,128006,130083,131943,133760,134517,135453,136257,136852,137232,137900
20387,Cape Charles,VA,266926,268826,271054,273169,275303,276906,278490,279609,280204,280676,280562,280512
20388,Greensboro,VT,177525,178661,180280,181643,182432,183267,183858,184753,186547,188434,190109,190832
20389,Innsbrook,MO,221702,218166,216219,215086,214795,216257,218630,220190,221345,220975,221420,222894
20390,Powersite,MO,119580,121304,122091,123484,123845,124441,125212,126582,127546,128197,128501,128590
20391,Piedmont,OH,74837,75180,75030,75536,75561,75843,76072,76572,76885,77206,77409,77580
20392,Whiting,IA,92258,92626,92823,93120,93763,94104,94243,94309,94742,95175,95509,95863
20393,Oilville,VA,417376,419253,421671,424291,426126,427982,429179,431346,433240,435449,436085,436764
20394,Ollie,IA,85256,85680,86073,86239,86550,87065,87865,88531,88895,89123,89341,89468
20395,Jesse,WV,44239,43968,43783,43515,43706,43584,43698,43719,43923,44090,44112,44210
20396,Walls,MS,138871,139878,140486,141384,142726,144751,146276,146768,146667,147106,147907,148993
20397,Humboldt,MN,46213,46442,46443,46466,46371,46554,46792,46820,47070,47285,47744,47988
20398,Great Meadows-Vienna,NJ,214924,214277,215450,216766,218288,218423,218430,218522,218402,218925,221013,224190
20399,Nelson,MN,201415,202105,203091,203891,204294,204627,205109,205615,206351,207087,206992,206962
20400,Good Hope,IL,80319,80453,80786,80955,81411,81908,82848,83443,83955,84269,84592,85044
20401,Mount Auburn,IN,95814,96206,96582,96698,96912,96804,96884,96822,96783,96781,96458,96081
20402,Chapman,NE,178160,179100,179516,180162,180886,181670,182025,182756,183164,183673,182956,182562
20403,Niobrara,NE,76974,77281,77670,78083,78709,79091,78942,78841,79113,79812,80472,80757
20404,Severn,NC,64796,65507,66940,67723,67895,67626,67032,66233,65845,66292,66774,66999
20405,Castleton,VA,416999,419009,421964,424595,425853,426512,427367,428686,430211,431322,431133,430924
20406,Seaside Park,NJ,488206,492126,496580,500549,503964,504462,502634,500913,499653,499241,499555,500292
20407,Garden Grove,IA,63825,63273,62722,62680,62791,62851,62847,63572,64090,64695,64824,65064
20408,Spurger,TX,81385,81918,82052,82566,82681,83069,83193,83859,84658,85426,86066,86164
20409,Lapoint,UT,215546,216406,215832,214855,214293,214305,215590,216297,217673,218398,219752,220166
20410,Uniontown,AR,96479,96240,96399,96364,96259,96327,96676,97068,97377,97425,97560,98125
20411,Surrey,ND,233534,232534,231989,232100,233150,234113,235266,236500,238535,240715,242426,243864
20412,Gibson Island,MD,1891342,1894028,1893731,1901242,1902481,1898774,1887769,1877690,1868721,1866211,1864840,1862369
20413,Mormon Lake,AZ,210357,209288,208398,206581,208022,210896,213259,213443,214200,217115,220039,222821
20414,Clearmont,WY,293241,294660,296755,300006,302693,302738,303708,302418,303318,302927,303855,304210
20415,Fisher,MN,202238,202878,203019,202806,202710,202845,202482,202768,203112,204494,205032,205246
20416,Clarkston,UT,220495,222342,223036,224330,226688,230705,234414,237695,238384,239435,239733,241856
20417,Olaton,KY,89660,90808,91772,92551,93156,93612,93949,93104,92967,92770,93620,93666
20418,Venedocia,OH,120323,120778,121130,121427,121908,122314,122867,123274,123534,123725,123831,123908
20419,Stockbridge,VT,174875,173524,172647,173251,175345,177076,178515,179657,180629,182284,183960,186829
20420,Minneola,KS,118495,118764,118987,118814,119102,119102,119227,119503,119458,119687,119555,120036
20421,Northrop,MN,83616,83960,84720,85625,86369,86935,87428,87686,87734,87680,87692,87835
20422,Decatur,NE,80798,81460,81848,82258,82545,82788,83289,84225,85106,86005,86292,86555
20423,Aguilar,CO,127979,128571,130102,131463,132295,132282,132571,132412,132613,133012,133379,133715
20424,Osborn,MO,114680,114919,114919,115324,115902,116737,117191,117820,118270,118684,118886,118985
20425,Neely,MS,114407,114595,114914,115639,116096,116540,117119,118226,119093,119722,119797,119881
20426,Town Of Greenwood,NY,79198,79662,80520,80820,80947,81259,81823,82583,82473,82045,81672,81448
20427,Rochelle,TX,170421,171795,173443,174588,174196,174131,173399,173291,173179,173687,174075,173952
20428,Hennepin,IL,112156,112365,112819,113035,113743,114289,114679,114687,114603,114842,115196,115608
20429,Fredonia (Biscoe),AR,50310,50099,49526,49009,49127,50019,50868,51387,51557,52004,52337,53095
20430,Lake Henry,MN,130921,130864,130666,130014,129950,130173,131297,132133,132369,132449,132074,132403
20431,Delta,PA,193541,194538,196925,199176,202090,204444,205762,203973,200471,197614,196304,196413
20432,Shambaugh,IA,49260,49530,49533,49512,49203,49216,49222,49402,49476,49641,49622,49486
20433,Gladstone,IL,68386,68242,68163,68376,68474,68534,68628,68954,69153,69362,69495,69670
20434,Hancock,MA,243954,244306,246100,247143,250366,252294,254484,253242,252862,252868,254820,256236
20435,Lock Springs,MO,41550,40847,40501,40244,40779,40712,40647,40140,40171,40530,40907,41257
20436,Zeb,OK,105978,106107,106603,107235,107890,108595,109038,109376,109469,109538,109931,110816
20437,Lodgepole,NE,99907,100181,99843,98044,97777,98199,99115,99503,99713,100232,100826,101172
20438,Danforth,ME,67064,67285,67985,68656,69755,70518,71031,72139,72879,73752,73762,73971
20439,Green Mountain Falls,CO,265704,267761,269782,271464,272539,275509,275089,276564,278290,282460,285051,286741
20440,Orma,WV,69236,69163,68693,68611,68499,68571,69046,69319,69260,68602,67692,66808
20441,The Sea Ranch,CA,911442,902712,897756,896682,900707,902756,896724,886751,873760,871862,868113,869031
20442,Ava,NY,118448,118137,119510,118545,118256,118614,119276,119591,119529,120816,122554,124342
20443,Islamorada,FL,762171,772721,779096,784465,785341,789079,788876,789139,787557,788042,784859,780633
20444,Dillon,CO,516078,520692,525777,530603,536873,542813,547827,547793,546617,545520,544789,546005
20445,Royalton,PA,127860,128043,127836,128837,129315,130997,132715,134597,136068,136803,137736,138592
20446,Shaver Lake,CA,446785,447870,448759,449064,449992,453991,456847,459301,458954,460051,460199,460224
20447,Wasco,OR,138858,141134,144364,147099,149992,151305,151618,150957,150247,150473,150919,150369
20448,Greenwood,MN,1019709,1023271,1028263,1034129,1038034,1038721,1039572,1036227,1039767,1039635,1045284,1048665
20449,Powhatan,AR,76318,76418,76747,77200,77846,78324,78796,79374,79764,80088,79713,79515
20450,Coy,AR,84178,85189,85158,83928,83758,84169,83513,81954,80421,80020,79116,77628
20451,Marquette,NE,220997,222049,223127,224246,224966,225975,226636,227974,229030,230912,231334,231650
20452,Applegate,CA,430291,433085,433746,435359,438921,442170,443755,444459,444670,444105,441997,441575
20453,Sharon Grove,KY,92455,93229,93591,93872,94541,95230,95866,95297,94697,94403,94661,94972
20454,Duncan,MS,78284,78625,78972,79268,79443,79510,79658,79303,79325,79232,79552,79540
20455,Strong City,KS,72579,72929,72910,72843,72869,73061,72768,71978,71278,70980,70960,70793
20456,Ferguson,KY,76809,77075,77530,77656,77987,78556,79094,79205,79149,79219,79382,79839
20457,Maineville,OH,214950,216447,217380,217599,217498,218021,218415,218707,219928,221124,222439,222805
20458,Sweet Home,AR,57730,58255,58802,59701,60385,61146,61337,61238,60462,59628,59291,59356
20459,Williamsfield,IL,78804,78985,79359,79730,80334,80865,81464,81742,81914,81977,81938,81972
20460,Dougherty,OK,56918,57278,57712,58222,58809,59473,60212,61020,61991,63023,64114,65160
20461,Elk Garden,WV,60512,61087,60716,60399,59887,60097,60130,60338,60473,61053,60962,60556
20462,Witter,AR,90786,91262,92010,92447,92619,92828,93294,94121,94536,94761,94636,94996
20463,Manns Harbor,NC,191011,192308,194278,197901,200824,201214,201796,202486,204499,205848,207555,209431
20464,Kelliher,MN,115010,114440,114588,115096,115453,115397,115519,115603,115890,115920,115915,116039
20465,Arvonia,VA,97541,97824,97970,97605,97834,97949,97885,98166,98243,98467,97819,97639
20466,St. Michael-Sidman,PA,48714,48687,48035,47879,47946,48176,48216,48210,48123,48266,48054,47855
20467,Riverdale,NE,196516,197208,197848,198626,198958,199125,199791,200586,201392,202648,203270,203708
20468,Toddville,IA,268926,270031,272030,273648,273529,273909,273914,274136,273004,271532,271130,271318
20469,Town Of Prattsville,NY,158092,158918,160129,160042,160844,159750,160032,158905,159075,159043,159516,159404
20470,Leona,KS,27730,28126,28176,28429,28411,28579,28834,29073,29223,29319,29207,28815
20471,Tenstrike,MN,180160,180181,180030,180868,180880,181119,181253,181945,182803,183591,183789,183839
20472,Severance,KS,25412,25638,25696,26001,26278,26678,27015,27248,27364,27366,27355,27398
20473,Middle River,MN,100454,101186,101953,102943,103339,103329,102883,102858,102899,102932,102789,102871
20474,West Point,AR,43906,44487,44742,45011,45036,44909,44496,44088,43404,42883,42308,41656
20475,Cumberland,IA,82740,82868,83137,83573,83751,84227,84444,84843,85273,85946,86192,86381
20476,Round Lake,NY,233486,234365,235241,237142,240323,242605,243360,242130,241063,240268,239928,239345
20477,Asbury,MO,128042,128402,129564,130935,132485,133718,133918,135274,136730,139474,141833,144668
20478,Rileyville,VA,185978,186679,187115,188120,188999,190242,190945,191679,192397,193383,194093,194462
20479,Mantee,MS,123981,124325,124612,125109,125408,125787,126037,126592,126989,127335,127784,128513
20480,Nashwauk,MN,78272,78130,78395,78819,78752,78725,78630,78764,78486,78347,78089,78392
20481,Somerset,CO,257039,256950,257420,256601,255453,257046,258293,258119,257277,256894,258046,259028
20482,Ivanhoe,MN,57223,57297,57470,57631,57759,57926,57799,57478,57109,56987,56955,56929
20483,Bellflower,IL,94256,94786,94315,93150,92052,90941,89165,86847,86433,86613,87471,87138
20484,Clinton,MN,80469,81166,81697,82226,82418,82695,82923,83434,84046,84553,84709,84762
20485,Manalapan,FL,2248244,2248614,2267447,2285613,2309066,2310752,2312964,2305933,2299379,2294808,2295675,2293920
20486,Loco,OK,53836,54071,54196,54369,54853,55610,55897,56027,56063,56575,57345,57795
20487,Waring,TX,222327,222560,224956,227252,228312,229369,227499,227821,225577,223434,220159,218749
20488,Melbeta,NE,53696,53788,54138,54630,55225,55921,56436,56769,56943,56966,56733,56683
20489,Kesley,IA,71930,71991,72417,72594,72561,72763,73217,73910,73630,73234,72923,72848
20490,Westphalia,IA,76360,76725,76755,76877,76934,77019,76923,76741,76532,76313,75916,75580
20491,McGrew,NE,68861,69110,69187,69001,68903,69088,69364,69151,68811,68755,68905,68913
20492,Stopover,KY,31642,31832,32017,31842,31702,31663,31749,31976,32108,32289,32347,32332
20493,Knob Lick,KY,100204,100718,101312,101866,102287,102439,102517,103004,103347,103746,103897,104048
20494,Jay Em,WY,203165,201900,201162,203010,203829,203793,202571,202781,204136,206015,206319,206501
20495,Oakesdale,WA,140316,141014,141982,142447,142634,142891,143572,144376,144941,145449,145928,146706
20496,Pioneer,IA,115962,116557,116837,117081,117681,118585,119602,119357,118460,117676,117246,117024
20497,Lenox,IA,79866,80457,80847,81241,81233,81125,81039,81466,81864,82266,82333,82332
20498,Waller,TX,161665,162555,163525,164214,164805,165466,166068,166643,166598,166658,166379,166224
20499,Pine Forest,TX,134091,134720,135322,135762,136118,136498,136909,137669,138526,139307,139569,139858
20500,New Chapel Hill,TX,140959,142096,144479,146782,147358,147625,147470,147940,148267,148764,149080,149651
20501,Buxton,OR,410826,412567,409180,407295,404347,403798,403563,406765,407402,407781,406570,407348
20502,Farmington,WA,153179,153662,156141,158305,160761,160815,161840,161775,162797,163284,163674,164887
20503,Cassoday,KS,73497,73276,73480,73889,74116,73676,73048,72558,72558,73119,73836,74586
20504,Curryville,MO,144332,145030,146434,148166,151331,155424,159671,162576,163195,161846,160098,160062
20505,Cameron,OH,47126,46863,46505,45501,44792,44070,43901,43712,43463,42958,42677,42577
20506,Cooter,MO,79724,79301,78871,78771,78685,78676,78703,78752,78884,79014,78740,78546
20507,Vandervoort,AR,89752,90118,90906,91532,92369,93209,93940,94565,94869,95344,95261,95306
20508,Salyer,CA,342765,342659,343802,344593,345663,345829,344199,343556,343566,345316,345077,344131
20509,North City,IL,50975,50949,50926,51157,51495,51560,51901,52137,52928,53241,53337,53239
20510,Kilbourne,IL,52715,52437,52231,51970,51483,50468,49753,49480,49225,48599,47666,46623
20511,Saint Libory,NE,205272,208148,210268,211595,212217,211963,212144,213043,214400,215695,215581,215198
20512,Gamaliel,AR,143007,143734,144182,144831,146062,147659,148373,148884,148410,148593,148129,148342
20513,Watkins,IA,180110,180816,181542,181400,181813,182234,183113,183905,184781,185656,186061,186544
20514,Bath,NH,189075,189822,189837,190168,190424,191752,193436,193600,192806,191375,191502,191459
20515,Reading,VT,238057,235509,233273,231736,231149,231353,232580,233573,234954,236022,237510,238840
20516,Pesotum,IL,127629,129346,130324,130032,129207,129237,130141,130773,131227,131636,133272,134528
20517,Ong,NE,41813,42656,43181,43841,44073,44374,44686,45384,46080,46388,46264,46033
20518,Sulphur,KY,137810,138640,139535,140289,141100,142729,144085,144868,145036,145660,146378,147285
20519,Camargo,IL,129922,130389,131030,131523,131726,131935,132167,132702,133243,133681,133863,134119
20520,Tribes Hill,NY,139454,139857,140298,140520,140589,140662,141014,141665,142172,142557,142849,143215
20521,Dorchester,NH,180941,182624,184042,185001,184804,185208,185829,186836,186828,187207,187462,187447
20522,Lone Wolf,OK,57282,57879,58309,58679,58298,58401,58364,58420,58153,58039,57909,57615
20523,Lacona,NY,85096,85924,86183,85869,85483,85622,86249,87613,88896,90863,92112,93202
20524,San Ygnacio,TX,62884,63339,63452,63679,63138,62724,62218,62404,62488,62435,62412,62379
20525,Earling,IA,126122,126610,126818,127473,127892,128557,128758,129110,129281,129644,129542,129446
20526,Ashland Heights,SD,171187,172064,173100,172273,171103,169587,169349,168266,167946,166844,166697,166096
20527,Petersburg,OH,134334,134142,135173,136528,136995,137882,137461,136347,133327,131618,130915,130907
20528,Idaho City,ID,191138,192584,194003,195458,196665,198145,199458,201169,202621,203740,204522,205517
20529,Leeds,UT,331873,335477,338288,340852,341756,342399,342385,342920,343814,344441,345376,346176
20530,Wheeler,OR,296078,296428,297154,298092,299194,300436,301503,302134,302539,302736,302972,303509
20531,Halo,KY,27780,27995,28487,28939,29387,30030,30745,31253,31381,31564,31812,32238
20532,Arcanum,OH,114678,114803,114895,115383,116104,116733,117028,117368,117552,117797,117898,118023
20533,Prescott,KS,95763,96415,97122,97741,97971,97887,97593,97537,98172,98762,99499,99952
20534,Monument,OR,167361,165204,165856,163909,163614,161044,161038,160220,161320,161645,162091,162230
20535,Chatham,MI,88274,90499,92372,93781,94686,94586,93884,92461,92075,92362,93219,93113
20536,Beechmont,KY,73399,73799,74179,74612,74997,75385,75773,76139,76283,76358,76286,76380
20537,Bagwell,TX,94059,94447,94944,95244,95033,94685,94652,94866,95283,95342,95665,95916
20538,Cleo Springs,OK,78553,78267,78654,78964,79391,79847,80331,80491,80690,80918,81289,81976
20539,Mc Kittrick,CA,167161,169798,172238,171233,170438,168552,169243,170359,172860,173824,174533,174640
20540,Dorchester,NE,98685,99188,99666,100662,101883,103110,103943,104624,105667,106805,107558,107925
20541,Topock,AZ,115577,114877,114689,115495,116423,118405,120267,120907,120460,120226,120264,121002
20542,Geneva,GA,69199,69185,69315,68719,68263,67621,67751,68317,68577,68762,68778,68537
20543,Shamrock Lakes,IN,148534,149058,149646,150210,150624,151290,151928,152568,152762,152918,152866,153023
20544,Burbank,SD,212602,212741,214160,214964,215082,215457,216203,217034,217304,218120,219034,220764
20545,Jerome,MO,73516,73300,73060,72686,72275,71632,71165,71068,70685,70734,69836,69563
20546,Fairview,KS,98684,99304,99827,100401,100451,100770,100993,101363,101441,101714,101896,102234
20547,Dadeville,MO,60095,60346,60287,60006,59880,59983,60475,60547,60723,60880,61481,61965
20548,Danforth,IL,82753,83283,83853,84230,84913,85564,86419,86855,87451,87705,87996,88238
20549,Jackson,NE,192684,193277,193808,195205,196938,198130,198764,199706,200582,201989,202326,202500
20550,Yancey,TX,176544,178885,182370,184191,186112,186262,187693,188618,189558,190086,191393,192570
20551,New Bloomington,OH,116467,117889,118957,120125,121172,122250,123114,123716,123874,123735,123535,122956
20552,Coulter,IA,46588,47006,46743,46526,46364,46384,46680,46444,46603,46785,47052,46920
20553,Union Point,GA,43070,43186,43131,43079,43219,43425,43647,43814,44010,44151,44204,44296
20554,Stevensville,MI,174768,175640,176059,175724,176223,177434,179307,179643,180188,180370,181283,181632
20555,Popejoy,IA,31709,31588,31307,30745,30225,29802,29453,29192,28654,28132,27643,27349
20556,Arlington,AL,86592,86629,87114,88213,89676,90441,90453,89735,89302,89043,89065,89086
20557,Turtle Lake,ND,122762,123030,124607,125290,126397,126555,127378,127643,127669,127514,127345,127304
20558,Armington,IL,82405,83466,83100,84268,84971,86805,87780,88742,88987,89051,89161,88958
20559,Sweden,ME,222162,222359,222772,223444,224806,225600,226906,227580,228555,229401,231408,233258
20560,Gene Autry,OK,36551,37907,38929,39613,39639,39410,39183,38801,38718,38498,38317,37693
20561,Fort Hall,ID,184204,186805,189578,192421,193754,194384,193762,196020,197787,201435,202833,204796
20562,Blue Mound,KS,129466,130088,130645,131131,131207,130472,129889,128720,129536,131168,133639,134539
20563,Beatrice,AL,67883,68137,68357,68670,68961,69224,69204,69135,68722,68282,67687,67229
20564,Standard,IL,46862,47086,47330,47355,47241,46919,46472,46250,46394,46726,46918,47009
20565,Lakewood,WI,146320,146725,147103,147572,147980,148695,149170,149381,149424,149405,149562,149803
20566,Wyndmere,ND,97609,97277,96687,97054,97711,98532,99091,99372,99590,99807,99697,99812
20567,Bentley,LA,101544,101634,102222,102699,103319,103479,103739,104067,104222,104276,103821,103448
20568,Hobgood,NC,30503,30615,30644,30771,30997,31100,31051,30895,31044,31312,31322,31035
20569,West Lebanon,IN,67443,67642,67969,68008,68281,68988,69898,70869,71463,71805,71871,71889
20570,Little Rock,IA,74827,75258,75758,76278,76617,77534,78025,78672,78609,78728,78469,78449
20571,Scammon,KS,48957,48933,49008,49510,49876,50019,50140,50552,51285,52119,52723,53264
20572,Highland,KS,78985,80261,81359,82295,82816,83286,83106,82818,82908,82967,83257,83403
20573,Rio,IL,103612,103897,104363,104353,104952,105943,107522,108405,108783,108683,108845,109164
20574,Florence,KS,39700,39217,38496,38317,38085,38077,38230,38620,38953,38975,38989,38755
20575,Bannister,MI,59774,59376,58789,58367,58904,59582,59784,59956,60513,61461,62290,62762
20576,Wilcox,NE,116080,117735,119089,119744,120433,121312,121583,121983,121871,122138,121762,122029
20577,Lemhi,ID,175397,176171,175057,173326,170702,169175,167333,164981,162618,159621,157439,156163
20578,Ilwaco,WA,224799,225672,227084,228749,230443,232321,233915,234811,235085,235338,235343,235723
20579,Grass Valley,OR,135001,136642,138583,140313,142017,143840,145520,146563,145843,145308,144520,144303
20580,Brookshire,TX,131995,133291,134056,134882,135562,136778,137937,138912,139822,140576,141297,141719
20581,Riddleton,TN,128788,128911,129213,129485,129969,130937,131760,132633,132797,133395,133897,135009
20582,Farson,WY,195465,196668,198502,200242,203211,205099,205833,205847,206880,207716,207492,206616
20583,Axtell,KS,121263,121938,122510,122977,123339,123609,123802,123858,123740,123593,123511,123560
20584,Parnell,IA,205801,206507,207159,207268,207267,207732,208783,210034,210861,211442,211844,212306
20585,Jackson,ME,134017,134211,134848,134936,135989,137847,140321,141759,143417,144632,146315,148582
20586,Badger,SD,66057,66797,67817,67866,67490,66931,66474,66612,67168,67911,68579,68914
20587,Santa Clara,TX,354520,355060,357195,357930,357372,355249,353311,352095,352178,351870,350935,350067
20588,Avon,ME,88384,88094,88027,88181,88553,89135,89903,90823,92361,93994,95699,96945
20589,Chester,TX,103502,104161,104873,105494,106491,107574,108365,108984,108838,109153,109228,109849
20590,Lorane,OR,269735,270887,272189,274455,277775,280999,283132,282710,281818,281386,282665,285276
20591,Yorkville,OH,78218,78726,79084,79449,79333,79355,79452,79760,79981,80132,80368,80442
20592,Shoup,ID,222659,224301,225889,227356,229197,231146,231696,232162,232313,232273,232924,233217
20593,Bassett,IA,43647,43592,43474,43270,43204,43356,43568,43697,43787,43974,44137,44255
20594,Canmer,KY,94594,95829,96418,96735,97190,98750,100082,100894,101492,102273,103324,104160
20595,Lake Tapawingo,MO,277573,278904,277015,275243,273295,272006,271390,270841,271046,271029,270172,267607
20596,Geronimo,TX,205742,206487,207084,207933,207662,207303,206169,205410,204215,204321,205288,205883
20597,White City,KS,53966,54253,54631,54684,54505,54124,54269,54791,55361,55609,55891,56207
20598,Pinopolis,SC,315649,316749,316593,318125,319115,321632,321572,320109,318933,319275,320235,321894
20599,Blackey,KY,33616,33617,33951,34012,33781,33239,33129,32910,33335,33399,33654,33715
20600,North Brentwood,MD,354063,355737,357984,359891,360754,359399,356567,356692,357548,359978,359795,358817
20601,Alto,NM,373909,374909,374494,373916,372629,371348,370165,369316,366571,364698,361922,362404
20602,Heron,MT,321307,322279,323588,324992,324995,324356,325073,327194,329032,329668,329545,330614
20603,Greenwich Township,NJ,153676,152572,151527,151376,150417,151882,154071,155351,153891,151543,149547,147978
20604,West Brooklyn,IL,118028,118298,118303,118195,118321,118404,119455,119864,120508,120487,120634,121078
20605,Tolland,MA,271264,270810,271745,273846,277011,279323,281358,282945,284911,285737,286289,286349
20606,Ola,ID,230315,231364,232774,234314,235950,238252,239546,240935,242440,244136,245520,246892
20607,Byers,TX,77329,77316,77325,77598,78041,78263,78170,78239,78026,77321,76462,75828
20608,Rutledge,PA,128155,127533,126728,125984,126513,127555,128701,129024,129326,130365,131093,132362
20609,Cedar Mills,MN,83696,84014,84191,85233,85791,86087,86015,86493,87401,88211,88943,89591
20610,Gayle Mill,SC,31488,31250,31173,31362,31676,32091,32438,32640,32835,33095,33527,33996
20611,Browning,MO,56447,56948,57658,58290,58759,58819,59022,59031,59255,58996,59196,59240
20612,Maramec,OK,91790,92250,93159,94069,94571,94659,95310,96053,96983,97264,98191,99011
20613,Dragoon,AZ,99889,101173,102111,103250,104547,105922,108010,110277,111721,112056,112327,112506
20614,Lawler,IA,118193,118782,119195,119479,119707,120051,120353,120396,120495,120757,120949,121079
20615,Arnold,NE,77488,77832,78036,78182,78439,78778,79362,80049,80794,81323,81764,82066
20616,Eglon,WV,95757,96502,97407,97891,98486,98950,99298,99821,99935,100279,99991,99842
20617,Roby,TX,101725,101888,101888,102114,102475,102795,103166,103417,103892,104322,104526,104586
20618,Daisy,OK,77928,78334,78342,78047,77979,77675,77028,76265,75234,74657,73802,73704
20619,Packwood,WA,206193,210967,215292,216822,215330,213857,213522,213081,214400,214638,215348,213935
20620,Oakwood Hills,IL,224538,225272,226558,226510,226244,225760,225511,225443,225135,224470,223666,223470
20621,Mont Alto,PA,148147,148404,148288,148779,148934,148965,148846,147991,148264,148827,150175,150694
20622,Wittensville,KY,77327,77725,78122,78651,79308,80437,81132,81577,81674,82025,82262,82599
20623,Klemme,IA,55176,55147,55139,55179,55287,55203,55227,55204,55536,55748,55859,55894
20624,Otho,IA,69158,68906,68724,68873,69118,69640,70098,70499,70590,70602,70545,70502
20625,Emlenton,PA,88905,89544,89923,90122,90364,90782,91007,91474,91692,92394,92868,93220
