,City,State,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19
5998,Dorr,MI,224404,225873,227205,228751,229335,230335,231650,233581,235506,236854,238283,239551
5999,Headland,AL,112478,113092,113823,114457,115071,115419,115806,116040,116278,116353,116638,116881
6000,Maplewood,MO,188084,189149,190061,190554,191434,191732,191473,190359,190330,190676,191193,191492
6001,Caldwell,NJ,491587,495040,496764,496342,492372,489575,488932,487631,486933,484988,484512,484150
6002,Becker,MN,263905,265471,266322,267182,267712,269033,270106,271100,271282,272023,273029,274535
6003,Tomahawk,WI,151399,152012,152492,153020,153572,154020,154511,154872,155541,156014,156305,156287
6004,Linton,IN,89977,90274,90573,90960,91260,91453,91593,91719,91979,92326,92651,92883
6005,Hastings on Hudson,NY,707602,704424,705739,707919,711453,712092,709822,705085,700788,695460,693305,692740
6006,Coldspring,TX,161544,162111,162874,163541,164335,165182,165861,166230,166531,166993,167470,167892
6007,Sterling,MA,362044,363012,363709,367216,369851,371683,371331,371009,371154,372916,374129,374807
6008,Woodway,TX,255151,256016,256845,257544,258457,258366,258605,257919,258953,259415,259636,259978
6009,West Long Branch,NJ,463144,462915,463568,464453,468293,471024,474833,475289,476288,476146,475582,475930
6010,Falmouth,KY,99560,99997,100653,101446,101918,102492,103140,103467,103736,103801,103847,104046
6011,Springfield,MI,288418,289503,289490,289395,288619,289719,291477,293166,292990,293280,293287,294089
6012,Belle Isle,FL,341318,342011,342696,341572,341619,342258,343720,345395,346140,346986,347651,348537
6013,Cambridge,OH,66892,67374,67548,67891,67841,67931,67897,68215,68555,69086,69312,69395
6014,Cassopolis,MI,144741,145414,146088,146719,147315,148159,149188,150253,150496,150763,150801,151183
6015,Town of Frankfort,NY,130616,131282,131865,132303,132706,133159,133579,134417,134945,135447,135707,136251
6016,Lake Carmel,NY,279876,279905,281259,281773,285444,286545,288224,288545,288847,288244,287467,286268
6017,Brigantine,NJ,313849,316976,318751,320152,319758,319282,317071,316659,315987,316036,315125,314718
6018,Kingfisher,OK,129917,130307,131187,131991,132680,133372,134115,134674,135411,136014,137039,138400
6019,West Union,OH,93820,94303,94456,94688,94880,95342,95847,96499,96953,97361,97486,97610
6020,Amery,WI,176911,178098,179216,180241,181371,181940,182366,182616,183527,184519,185419,186080
6021,Fairfield,IL,72252,73489,74380,74926,75571,76646,77358,77749,78130,78727,78881,79030
6022,Indian Harbour Beach,FL,307458,309008,308412,307534,306005,306715,307967,307896,307436,307201,307695,307983
6023,Pryor,OK,120094,120521,121094,121663,122260,122797,123314,123721,124145,124564,125232,125973
6024,Camp Hill,PA,210836,211008,211312,211791,211328,211327,211659,212263,212328,212477,212990,213951
6025,Carnation,WA,627574,622426,619986,618858,621819,625445,630522,633467,634862,636104,640610,647339
6026,Troup,TX,160398,160739,162023,163816,164586,166253,166368,166782,166450,166411,166707,166884
6027,Dover,NY,245991,248709,249855,250427,252005,251197,252098,249801,250478,251117,252583,253635
6028,Caribou,ME,95541,95920,96194,96570,97100,97554,98149,98507,98963,99476,100312,101123
6029,Wartburg,TN,106045,106065,106240,106509,106864,107139,106997,107136,107362,108111,108671,109315
6030,Edgewood,KY,234006,234539,234654,234601,234933,236218,237918,238641,238510,238583,239139,240106
6031,Ramseur,NC,126594,127517,128069,128830,129598,130544,131042,131382,132010,132586,133180,133132
6032,Clayton,DE,245437,245596,246489,247162,249377,250636,252105,252932,253733,253838,253665,253769
6033,Pelion,SC,128656,128572,128807,128357,129271,130070,130693,131214,131927,132596,132870,133169
6034,Port Wentworth,GA,150889,151557,152497,153281,153881,154286,155039,155392,155996,156181,156803,157322
6035,Barrington,IL,447034,447149,447646,448424,448297,446845,444004,440977,438560,437008,435584,434992
6036,Ellsworth,ME,188830,189573,190259,191072,191990,193136,194262,195187,195938,196767,197799,198861
6037,Cold Springs,NV,306397,307651,308104,308573,309715,311369,311001,309701,309420,311035,312859,314090
6038,Booneville,MS,93392,93687,93954,94354,94678,94924,94975,95298,95600,95956,96079,96191
6039,Yerington,NV,186871,188644,190431,192597,193087,194644,196885,199211,200765,201180,202306,204261
6040,Colbert,WA,378334,380683,381764,383218,385343,390150,393879,396167,397408,399412,401006,403313
6041,Leadville,CO,229627,230337,231375,232715,233840,234948,236168,237204,238187,239115,239458,239842
6042,Glenn Dale,MD,424598,426477,428248,428947,430514,431733,431398,431824,432127,433688,433745,433772
6043,California,MO,133901,134391,134778,135140,135649,136305,136714,137261,137596,138079,138356,138773
6044,Sparta,GA,107437,107990,108506,108489,108353,108399,108767,109068,108970,108850,108772,108727
6045,Derry Township,PA,286595,287410,287653,288270,289885,291166,292218,292378,293412,294158,295262,295769
6046,Pelham,GA,75833,75785,75664,75771,75729,75774,75663,75708,75599,75584,75344,75064
6047,Carneys Point,NJ,140554,137097,134227,131357,130642,130280,130655,130545,130549,130742,130172,130411
6048,North Bay Village,FL,271946,271716,271905,271984,271228,271255,271103,271282,269769,268631,267258,266240
6049,Applewood,CO,586124,587138,589236,591289,590240,590989,590999,592126,592521,594183,595407,599019
6050,Woodstock,CT,240415,240023,240305,240016,241456,243230,245785,246961,246847,246137,245762,246382
6051,Thousand Palms,CA,240140,240915,242295,243307,244192,245985,248809,251600,253685,255827,257183,258910
6052,Shepherdstown,WV,275863,277215,278807,280360,281902,282597,283171,283385,283999,284466,284770,285210
6053,Crestline,CA,228650,229624,230385,230666,231923,232704,233331,233276,233352,233661,234021,234639
6054,Vinton,LA,141910,141201,139181,136968,135689,133987,131382,129039,129015,130659,132188,132702
6055,Minnetrista,MN,509851,510757,511986,513782,514020,514328,514267,514311,514938,515384,517820,520078
6056,North Branch,MI,150753,151563,152182,153101,153887,154746,155447,155829,155711,155227,155343,155509
6057,Sweeny,TX,170436,171013,170733,170622,170495,170753,171223,170738,170584,169812,169733,169496
6058,Franktown,CO,762647,763520,763742,763208,761843,762273,763040,764628,763877,762568,760057,759371
6059,Truth or Consequences,NM,88250,88977,89721,90371,90895,91376,91763,92059,92335,92630,92857,92965
6060,Westmoreland,TN,132783,134041,135525,137364,138233,138677,139042,139572,139731,139111,138768,138551
6061,Dry Run,OH,371235,374210,376418,376084,373612,371195,369501,369421,370656,371496,372384,373123
6062,Moorefield,WV,104645,105004,105276,105602,105752,106210,106503,106705,106730,106884,106914,106871
6063,Town Of Patterson,NY,286528,287503,291421,293184,297083,297568,299882,299932,301075,301618,303777,304710
6064,Old Orchard Beach,ME,275803,275096,275507,276984,280498,282763,284234,284615,284557,285803,287259,288545
6065,Pleasant View,UT,419592,420620,423881,424918,425355,425087,426877,429067,430128,431059,431837,434531
6066,Beardstown,IL,67109,66889,66753,66934,67123,67339,67655,68021,68432,68789,68859,68712
6067,Alpine,TX,187867,188697,189675,190222,190698,191477,192229,193329,193932,194643,195057,195550
6068,Albion,IN,134822,135622,136437,137214,138137,139105,139993,140775,141355,141986,142342,142793
6069,Erath,LA,121615,123933,124906,126489,127322,129278,129719,130279,129885,129826,129451,129146
6070,Pageland,SC,97974,98955,99682,100445,101184,101853,102386,102947,103420,103895,104085,104355
6071,Hinckley,OH,325994,327691,328129,328495,329050,329750,330526,331025,332340,334070,335789,336243
6072,Ellenboro,NC,96571,96687,96860,96953,97410,97917,98643,99265,99686,99920,100205,100560
6073,Butler,NJ,334865,335162,333349,333353,334152,337076,338350,338476,336213,335370,334688,335123
6074,Laughlin,NV,161175,161850,161954,162545,163526,164808,165108,164880,164343,164900,166211,167317
6075,East Canton,OH,121309,122312,122863,123061,123665,124549,125246,125606,125958,126392,126872,127538
6076,Kinder,LA,39703,39311,38870,38602,39083,39398,39672,39924,39793,39458,38905,38615
6077,Lake Mills,WI,236808,237712,238406,239425,240720,242011,242294,242725,243638,245933,247290,248606
6078,Alamo Heights,TX,555117,558873,559154,561286,561893,563105,562583,562013,562657,563284,564316,563757
6079,Warsaw,NC,70279,70489,70523,70328,70294,70490,70659,70946,70936,71074,71017,71057
6080,North Branford,CT,279290,279813,279933,280209,280131,280346,280751,280472,279495,278155,277733,277514
6081,Flemingsburg,KY,93124,93629,94131,94635,95271,96149,97008,97697,98014,98210,98234,98206
6082,Flatwoods,KY,79804,79980,80191,80612,81137,82099,82894,83281,83185,83189,83712,84325
6083,Oradell,NJ,617210,614236,610850,610299,609908,609078,608707,608071,607518,605777,603953,603952
6084,East Huntingdon Township,PA,122954,123727,124138,123700,123234,122563,122344,121963,122687,123715,124771,124784
6085,Acton,CA,592147,591223,590265,590051,593694,598380,599109,596590,593926,595062,596813,599743
6086,Beulaville,NC,104997,105670,106388,107116,107781,108558,108851,109173,109124,109320,109281,109302
6087,Greensburg,IN,151636,152443,153221,153853,154535,155269,155994,156689,157288,157867,158328,158778
6088,Richlands,VA,67573,67753,68043,68119,68075,67930,67873,67889,67898,67895,67811,67756
6089,Northwood,OH,127448,127549,127168,126294,126208,126636,127586,128372,129237,130201,130949,132192
6090,Fort Gibson,OK,126748,127534,128309,128946,129350,129845,130459,130911,131343,131782,132653,133503
6091,West Point,UT,334436,336232,337712,339122,340304,342348,344288,346336,347235,348245,349527,351430
6092,Romney,WV,124729,125094,125452,125777,126173,126531,126976,127365,127596,127863,127779,127713
6093,Glenside,PA,303318,303307,304569,307481,308738,308735,309135,309116,309632,309875,310836,311634
6094,Mahtomedi,MN,364156,364728,364372,364401,363730,364707,364526,365855,366664,367979,369135,370320
6095,Runnemede,NJ,155194,154833,155332,155818,157026,157779,158114,159092,159436,159361,158877,159400
6096,Lincoln,AL,147043,147957,148552,149263,149995,150710,151386,151997,152642,153243,153990,154389
6097,Northwest Harborcreek,PA,159850,160517,161164,162083,162723,163332,163968,164848,165107,164804,164287,164471
6098,Southampton Township,NJ,252363,252825,253914,254777,257235,258525,260915,261192,261305,261486,262123,263033
6099,Pinnacle,NC,170453,171191,171973,172634,173200,173720,174337,175269,176002,176468,176501,176482
6100,Woodlawn,MD,288629,290646,291471,291383,291068,291519,291412,291063,290624,290655,290023,288946
6101,Bernardsville,NJ,675843,673493,668810,664697,663518,665068,666549,665950,664010,661420,659830,657302
6102,Marseilles,IL,119686,120151,120863,121040,121162,120892,120994,119837,119188,118386,119278,119784
6103,Felida,WA,487486,486372,486522,488574,491356,492901,494399,495498,497688,498328,499944,501886
6104,Evanston,WY,175190,175883,176753,177558,178495,179152,179933,180397,180844,181118,181366,181709
6105,Adel,IA,293919,294523,295625,296754,296837,296488,296364,297122,297822,298158,297099,296487
6106,Baxter,MN,251975,256840,263414,269418,274553,277605,278612,278616,279995,281614,283329,283325
6107,Monticello,IL,172187,172480,172790,173181,173909,174396,174871,175117,175565,176066,176262,176475
6108,Comfort,TX,271783,273165,274395,276143,278126,279746,280790,281890,282416,282942,282398,282196
6109,Glen Ridge,NJ,667477,673667,676700,674812,671167,676129,686004,692197,690981,688636,688825,690696
6110,Ellwood City,PA,101629,101977,102479,102953,103600,104208,104835,105081,105342,105609,105699,105919
6111,Grand Chute,WI,246427,245680,245582,246078,247187,248807,249713,250888,251328,252599,254115,255923
6112,Beattyville,KY,49991,50138,50220,50594,50822,51216,51582,52297,52764,53279,53798,54348
6113,Hilliard,FL,196543,198666,200996,203786,206208,207707,208923,210675,212523,213325,214334,215958
6114,Montevideo,MN,106258,106734,107293,107937,108402,108909,109360,109888,110325,110658,110643,110741
6115,Nashville,IN,181129,182192,183164,184069,184953,186083,187116,188083,188701,189563,190341,191098
6116,Hollis,NH,436207,435391,439232,444918,452810,456546,459891,459982,458897,457966,458573,460925
6117,Hamilton,MI,226549,228309,229580,230875,231471,232001,233664,235622,238284,239882,241460,242927
6118,Winterset,IA,161059,161769,162433,163131,163738,164431,165057,165861,166707,167648,168344,168963
6119,Exeter Township,PA,161477,162330,162100,162288,161932,162562,163338,164089,164093,163407,163208,162272
6120,Halifax,MA,364136,364331,362425,360692,359494,358135,359253,359925,362115,362844,363928,364022
6121,Elsmere,KY,128587,129313,129551,130076,130430,131190,132668,133724,134784,135379,136263,137287
6122,Sulphur,OK,82337,83224,83882,84524,85011,85677,86110,86663,87076,87310,87591,87901
6123,Bloomer,WI,164754,165531,166825,167893,169232,170424,171597,172779,173807,175143,176746,178470
6124,Dover,AR,117420,118224,119392,120370,120763,121252,121753,122383,122591,123119,123478,124081
6125,Hartville,OH,178235,179293,180077,180126,180716,181899,183924,184607,184621,184515,184900,185763
6126,Tega Cay,SC,365598,368601,371404,375303,378154,380918,383004,385962,389821,393656,396346,398311
6127,Saltville,VA,64029,64250,64494,64749,64980,65195,65541,65928,66343,66506,66387,66226
6128,Gray,LA,156701,157133,157680,158245,159120,159902,160468,160855,160948,161268,161010,160947
6129,Bowling Green,FL,93400,93430,93835,94336,94764,95056,95252,95478,95787,96103,96561,97089
6130,Fort Mitchell,KY,261892,262700,262289,261583,261988,263856,267165,268963,270144,271542,273074,274942
6131,Cheviot,OH,107240,108694,109987,110496,110601,110796,111521,112243,113327,114247,115249,116074
6132,Woodbourne-Hyde Park,OH,227513,227822,227540,228023,229581,231896,233769,234638,234630,235444,235906,236778
6133,Cedarhurst,NY,746469,750065,755348,758644,757927,759243,760529,763515,761036,758385,756307,758098
6134,Wood Ridge,NJ,435628,433436,433454,434311,436307,436861,437581,438281,437541,436543,434743,435516
6135,Williamsburg,FL,238155,238560,238838,238287,238352,238710,240014,241186,242249,242871,243664,244194
6136,St. Dennis,KY,123984,124339,124559,124954,125792,126804,127530,128009,128354,129172,130145,131039
6137,Hales Corners,WI,233525,233227,234237,236349,237356,238343,239378,239579,239188,239482,240977,242856
6138,Millburn,NJ,846774,848047,848107,842398,831429,824244,821997,820375,818155,815917,815053,814148
6139,Calistoga,CA,945602,952093,955863,954114,955578,950792,951965,946278,949223,944960,940927,937701
6140,West Salem,WI,229667,230971,232929,233748,233747,233120,232729,233206,233863,234803,235672,236860
6141,Williamsburg,OH,152923,154145,154945,155981,156860,158143,159098,159973,160786,161377,162123,162591
6142,Newcomerstown,OH,90160,90514,90551,90534,90670,90917,91271,90982,91179,90889,90971,90017
6143,South Hill,VA,97359,97840,98537,98986,99386,99717,99931,100342,100651,101039,100988,100996
6144,Town of Rhinebeck,NY,356729,360751,363304,367079,370551,372211,373470,372493,373522,374843,376979,379200
6145,Cumberland,ME,421170,420575,418727,418759,419475,421848,425122,427088,429376,432019,434904,437313
6146,Orange,MA,165143,163725,163701,163158,162159,161776,160745,160322,160046,160240,160075,160033
6147,Solvang,CA,840014,842762,842195,839736,837923,841826,844646,844123,840039,839436,840943,841745
6148,Bogalusa,LA,63413,63470,63556,63668,63828,63938,64062,64119,64248,64423,64532,64594
6149,Felton,CA,675927,675367,672593,674487,675029,681344,682903,682918,681953,683541,683929,683250
6150,Kiln,MS,139952,140911,142010,143236,144181,144767,144863,145400,145909,146579,146903,147191
6151,Decatur,TN,140744,141334,141690,141866,142048,142432,142549,143079,143635,144368,144909,145474
6152,Freeport,ME,375259,376725,376764,377173,378401,379934,383272,384435,387493,389398,392082,393314
6153,Upton,MA,444796,442353,440803,441986,444509,445565,444891,443847,442851,444294,445900,447170
6154,Edna,TX,117847,118338,118700,119180,119611,120111,120501,120965,121475,121931,122233,122391
6155,Cleveland,NC,172956,174527,175243,176334,176571,177060,176590,176154,175668,176519,177213,177492
6156,New London,NC,173244,173773,174319,174820,175508,176183,176724,177228,177723,178289,178491,178690
6157,Holden,LA,144263,145039,146290,149204,152225,154078,155883,155386,155266,155326,157531,158777
6158,Gordonsville,VA,242298,243577,244787,246005,246899,247639,248329,249256,250378,251399,251771,251953
6159,Town of Eden,NY,197044,198247,199650,200539,202393,204515,206059,206724,206244,206348,206987,208284
6160,Zillah,WA,224394,226334,227792,229347,231640,236155,239845,243472,245040,246542,249099,251753
6161,Alondra Park,CA,620836,618856,617704,620489,626518,634164,638503,641150,642083,644580,646773,650487
6162,Scotia,NY,147857,148503,149310,149029,148203,147931,148085,148501,147861,147791,147640,148317
6163,Middlebury,CT,315289,316246,316032,316580,317317,318620,320045,320036,319356,318302,318269,317676
6164,Conifer,CO,543486,546457,549685,553071,554856,557609,559723,561515,562064,563353,563576,565963
6165,Wilson,PA,139647,139869,140145,140373,140480,140386,139980,139562,139542,139280,139345,139442
6166,Bow,NH,335245,336960,336636,336509,336905,338061,339414,339182,340026,340223,341161,342151
6167,Maurice,LA,199279,199363,199663,198974,199364,199092,200156,200307,200640,200728,200670,200727
6168,Paintsville,KY,90424,90950,91680,92585,93573,94614,95292,95565,95345,95244,95102,94784
6169,Tenino,WA,314521,315960,317828,318933,322097,324941,328345,330092,331589,333652,336298,339527
6170,Palmhurst,TX,169944,170023,170456,170849,171229,171015,171278,172008,172963,173897,174853,176378
6171,Marine City,MI,138356,139875,140634,140813,142011,142868,143480,143559,144191,144823,145783,145328
6172,Winterville,GA,167476,168652,170038,170779,171565,172234,172798,173330,174224,175353,176268,176863
6173,Town of Livonia,NY,167231,168067,168662,169480,170119,170517,171385,172515,173691,174482,174753,175381
6174,Carrollton,VA,309501,311066,312568,313980,315120,316131,316898,317864,318816,319961,320424,320514
6175,Williamstown,KY,134680,135592,136005,136474,137022,137761,138505,139063,139424,139868,140463,140738
6176,Montpelier,VT,199548,201134,202738,202164,202930,203612,204802,204023,203336,203073,203938,204643
6177,White Oak,PA,118505,119530,120286,120915,122281,123614,124705,125023,125066,124950,124993,125511
6178,Charlestown,RI,402157,403439,402744,401120,399836,400819,402262,400723,398446,397173,398234,398578
6179,Groveport,OH,191763,193249,195074,196487,197992,199420,200450,201076,202069,203165,204426,205827
6180,Nekoosa,WI,163299,164059,164821,165620,166435,167263,168091,168833,169406,169821,170153,170547
6181,Washington,WV,144567,145006,145606,146030,146725,147416,148275,148997,149507,149918,150324,150720
6182,Montrose,VA,132839,134064,134520,134326,134464,134703,135053,136675,138294,140485,140779,141230
6183,Irondale,AL,164328,165510,166197,166211,166069,167687,169836,171372,171357,171804,173066,174925
6184,Millersville,PA,215480,216152,215265,214845,214787,215587,216478,217302,218129,218708,218814,218933
6185,Gettysburg,PA,227679,228017,228554,229422,230367,231383,232444,233302,234006,234611,235149,235812
6186,Lake City,MI,114802,115542,116297,117078,118271,119447,120342,120716,121096,121664,122264,122732
6187,Judsonia,AR,101021,101280,101088,101291,101751,102391,102965,101716,100628,99349,98858,97514
6188,Du Bois,PA,109316,109959,110743,111156,111665,112066,112357,112769,113062,113533,113663,113858
6189,Winslow,ME,147779,148351,148983,149488,149181,148868,147557,147182,147450,148298,148821,149616
6190,Kalkaska,MI,109180,109558,110062,110726,111252,111845,112600,113270,113710,114018,114254,114595
6191,Parkton,MD,457355,457152,457708,458676,460375,461986,462877,463782,463458,462463,460726,460653
6192,Dayton,OR,342890,345081,348477,353761,354907,353803,351544,351773,354337,356919,359571,361163
6193,Lucerne Valley,CA,172196,173013,173400,173624,174865,175561,176610,176941,177611,177563,177462,178113
6194,Manchester,MI,243039,245371,246468,245468,245315,245170,245623,245329,243623,242254,241366,241317
6195,Edinburgh,IN,126408,127435,128417,129518,130656,131845,132641,133147,134279,135421,136292,136755
6196,Shelburne,VT,473670,476330,478269,479224,478381,478713,478880,480709,481737,481740,481579,481882
6197,Emerson,NJ,507181,503461,500835,499782,499283,498970,499248,500521,500482,500149,498390,499159
6198,Plaistow,NH,318827,319263,317899,317910,319864,323736,325135,324812,323713,324277,325286,326063
6199,Metamora,MI,247191,248065,248559,249076,250030,250917,251803,252216,253806,255134,256804,257115
6200,Richmond,RI,322101,323496,322872,321767,319887,320579,321917,322377,321709,321500,322604,323050
6201,Blackfoot,ID,194941,196133,197425,198729,199972,201145,202252,203465,204557,205635,206683,207612
6202,Hartland,WI,298330,299378,300399,301863,301773,301981,302360,303239,303873,304188,304749,305101
6203,Lavonia,GA,163558,164313,165060,165552,166095,166593,167370,168324,169083,169740,169808,169760
6204,Old Lyme,CT,367081,368794,370388,371643,370796,369751,369262,369253,370664,370695,370171,370062
6205,Atascosa,TX,178671,178548,177442,177640,178942,180308,180426,178692,178309,177370,177546,177320
6206,Grand Saline,TX,128635,129073,129382,130074,130695,131216,131706,132384,132946,133666,134265,134845
6207,River Rouge,MI,43884,43691,43840,43889,44240,45041,45818,46283,46827,48024,48745,49578
6208,Wheatfield,IN,198389,199148,199782,200467,201348,202330,203160,203721,204196,203956,203498,203003
6209,Clifton,TX,126794,127442,128139,128917,129431,129881,130207,130706,131355,131984,132448,132716
6210,Walkertown,NC,143421,144493,145733,147308,148406,149702,150537,151529,152068,152593,153497,154332
6211,Reidsville,GA,90640,90946,91128,91257,91637,92162,92809,93295,93656,93908,93911,93827
6212,Farmington,ME,145762,146418,147012,147571,148235,149029,149746,150205,150726,151350,152189,153090
6213,Montesano,WA,228240,230165,231111,232757,235476,239398,242155,243986,244396,244697,244668,245611
6214,Waynesboro,TN,89359,89587,89824,89944,90347,90717,91118,91478,91901,92254,92512,92800
6215,Williamstown,MA,314173,315317,315939,316018,315678,317890,320892,321179,319859,317234,316095,316729
6216,Bel Aire,KS,184706,185104,185402,186132,187239,188454,189739,190404,190684,190833,191210,191499
6217,Campbell,OH,44238,44844,45396,45641,45577,45761,46449,46886,47094,46979,47195,47696
6218,Easton,CT,576149,577150,578026,580101,583477,582621,579767,573774,569355,567192,565173,564054
6219,Town of Avon,NY,156583,157334,157906,158935,159836,160561,161455,162556,163603,164378,164638,165263
6220,Cheat Lake,WV,253902,255015,256326,258115,259037,260126,261168,262643,262805,263168,263111,264076
6221,Hilmar,CA,301839,300588,299611,300750,303705,305734,305456,304885,303366,303340,302535,302814
6222,Vanceboro,NC,96255,96936,96970,96452,96122,96079,96930,98638,99767,100342,100451,100981
6223,Bunkie,LA,61259,61175,61045,60660,60673,60906,61224,61134,60866,60920,60991,61370
6224,Mount Pleasant,TN,138520,139337,140964,141713,143114,144349,146584,147987,149769,151184,152486,153951
6225,Saint Rose,LA,154979,155144,155214,155425,155771,156155,156601,156924,157358,157790,157986,158052
6226,Thomaston,CT,193153,193489,194726,195999,197385,198033,198016,197954,198028,198849,199853,200887
6227,Trenton,SC,133781,133633,134080,135362,136645,137480,137883,138499,138933,139682,140060,140640
6228,August,CA,205890,205980,208095,208872,211232,213532,214434,214441,213652,214074,215211,217257
6229,Northgate,OH,133986,135049,135851,135872,135494,135473,136161,137039,138234,139183,140253,141184
6230,Washington,GA,93331,93413,93426,93620,93912,94185,94325,94391,94343,94433,94223,93875
6231,Wellford,SC,131421,132645,133550,134141,134596,135310,136159,137177,138223,139225,140276,141271
6232,Woodstock,MD,475995,475013,475584,477093,478367,480669,481502,481771,481388,481163,480541,482381
6233,Ellabell,GA,171759,172652,173752,174762,175726,176645,177634,178030,177896,177564,176815,176093
6234,Old Town,ME,132300,132336,131737,131645,131723,131741,132447,132063,132068,131935,132369,132853
6235,Vashon,WA,644086,639961,634474,632797,635391,640290,645876,648888,650343,650608,652544,656420
6236,Frankenmuth,MI,209793,212896,214018,215130,215125,216220,216364,217959,219766,221644,222382,221110
6237,Floyd,VA,111197,111368,111769,112614,113074,113565,113848,114631,115082,115346,114786,114411
6238,Middlesex,NC,120004,122085,123049,123399,123713,124377,125261,125930,126573,126872,127603,128161
6239,Riverdale,UT,277331,278718,282207,284294,285680,286803,288789,290392,291779,293043,294666,296814
6240,Moseley,VA,368145,368143,368863,370418,371315,371775,372166,372925,373478,374115,374249,374677
6241,Chilhowie,VA,115054,115725,116274,116867,117257,117672,117886,118277,118698,119143,119225,119337
6242,Sullivan,IL,110150,110646,111104,111507,111928,112505,113139,113435,113515,113502,113562,113657
6243,Dodgeville,WI,169758,170438,171102,171698,172448,173251,174124,174942,175731,176467,176918,177367
6244,Berlin,NJ,210226,209364,210446,210650,212042,212647,213585,214224,214197,213834,213723,215086
6245,Bonner Springs,KS,184292,184772,185943,185754,185293,185363,186378,187285,187063,186862,186719,187395
6246,Howard,OH,159742,160863,162060,163336,164394,165420,166506,167732,168890,169972,170740,171553
6247,Muleshoe,TX,80398,80510,80801,81182,81718,82021,82504,82991,83493,83715,83843,83960
6248,Raritan,NJ,349309,348563,345332,343531,343519,344968,347069,347016,347086,345738,345031,343458
6249,South Union Township,PA,170190,170789,171409,171488,172508,172812,173206,174397,175865,177619,177602,177576
6250,Trenton,WI,256302,258458,258445,256301,255769,257034,258671,259128,260566,262437,264410,265737
6251,Lamesa,TX,66943,67372,67809,68320,68743,69105,69484,69832,70122,70432,70672,70923
6252,Valley Park,MO,195278,196451,197930,198868,200086,200604,200753,200053,199888,200023,199976,199909
6253,Edgefield,SC,124465,124595,124816,125817,126329,126777,126965,127471,127980,128447,128780,128989
6254,Poteau,OK,89275,89742,90144,90639,90991,91368,91690,91898,92083,92330,92864,93470
6255,Fanwood,NJ,474344,474517,473251,472639,472304,470320,467665,463393,461900,461405,461556,460810
6256,Monessen,PA,64205,63502,62971,62256,62331,61953,61572,61327,61266,61813,61707,61342
6257,Arkadelphia,AR,95497,95744,96020,96400,96824,97350,97697,98086,98211,98344,98009,97850
6258,West Earl Township,PA,228372,229162,228239,227662,227783,229223,230111,230416,230529,231039,231387,231678
6259,Stedman,NC,174882,175366,175757,176708,177302,177337,176717,176417,176429,176665,177517,178324
6260,Millstadt,IL,190160,191811,194056,195208,196591,197260,197700,197749,198313,199153,200198,201777
6261,Town of Le Roy,NY,68317,68426,68794,69241,69949,70431,70781,71023,71146,71346,71670,72138
6262,Taft,TX,106487,107116,108372,109530,110026,110110,110160,110801,110939,111185,111028,111304
6263,Lizella,GA,155535,156258,156705,156652,156792,157473,158567,159683,160322,160796,160748,160917
6264,Boyne City,MI,175024,176289,177441,178677,180022,181332,182453,183144,183727,184355,184929,185392
6265,Waverly,VA,98074,98394,98627,98637,98530,98509,99486,100068,100583,100170,100468,100230
6266,Fort Myers Beach,FL,446807,446853,445582,446662,445823,445966,446586,447279,447370,446812,446863,446172
6267,Waverly,TN,116873,117437,117804,118004,118520,119081,119675,120290,120928,121617,122175,122669
6268,Kalama,WA,344992,346637,349318,351538,354198,357067,359807,361337,361727,363263,365641,367709
6269,Berwick,ME,265919,265173,265965,267415,270011,272261,274560,275778,275752,276371,277519,278910
6270,Town of Attica,NY,115373,115966,116460,116950,117272,117759,118233,118969,119561,120159,120664,121229
6271,Winston,OR,178865,180135,181211,182101,183461,184191,185447,187124,188989,190763,192157,193210
6272,Mantua,OH,187142,187560,188688,190108,191012,191326,191307,191195,191047,191217,191753,192701
6273,Ayer,MA,356683,358123,357701,357712,357461,359623,360610,360699,361504,361954,363154,364116
6274,Wayzata,MN,607034,608066,609835,610482,611443,611971,613605,613754,615533,616403,619805,622106
6275,Audubon,PA,356444,356720,358790,361590,362724,361764,362083,363017,363449,363935,364347,365366
6276,Penrose,CO,261656,262555,263347,264370,266266,268957,269410,271154,271996,274618,274518,273647
6277,Holts Summit,MO,168656,169364,170080,170770,171605,172364,173095,173599,174240,174941,175440,175892
6278,Metter,GA,98607,99221,99830,100275,100537,100790,101025,101201,101434,101824,102081,102198
6279,Mount Orab,OH,134518,135400,136328,137282,138000,138673,139283,140268,141113,142004,142583,143101
6280,Ridgeway,SC,175787,175930,176108,176562,177089,177579,177922,178617,178876,179403,179652,179893
6281,Roseboro,NC,97935,97960,98020,98269,98529,98856,98993,99552,100008,100526,100703,100693
6282,Kingston Springs,TN,271207,275033,278831,281969,283746,283785,284033,283533,285040,286510,287709,288296
6283,Lodi,WI,274578,273221,274252,275354,277396,279360,281237,283276,284626,285996,286062,287919
6284,Leavenworth,WA,417741,419274,420358,423336,425971,430181,434690,438430,439707,439678,440421,442662
6285,Calumet Park,IL,105338,107438,108578,109113,108274,109639,111190,113722,113853,113986,113945,114957
6286,Wyoming,MN,282340,285572,287952,286665,287187,287676,290286,291783,293073,294082,295747,297332
