,City,State,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18
16,Fort Worth,TX,193247.0,194560.0,196296.0,197880.0,199121.0,200538.0,201746.0,202392,202947,203449,204654,206035
17,Tucson,AZ,180747.0,181725.0,182893.0,184290.0,185704.0,186802.0,187707.0,188324,189308,190431,191351,191238
18,Columbus,OH,143643.0,142945.0,142950.0,144280.0,146457.0,148206.0,150041.0,151360,152243,153184,154055,154835
19,Louisville,KY,162739.0,164029.0,165082.0,165646.0,165965.0,166477.0,167007.0,167395,167690,168352,168527,168798
20,Orlando,FL,229074.0,230191.0,231847.0,234961.0,237527.0,239282.0,240999.0,242232,243684,245372,247273,249066
21,El Paso,TX,127883.0,127867.0,127760.0,127593.0,127586.0,128175.0,128893.0,129537,130208,131074,131844,132072
22,Detroit,MI,31602.0,32009.0,32779.0,33795.0,34786.0,35512.0,35954.0,36440,37004,37451,37989,38527
23,Denver,CO,417363.0,420093.0,423384.0,427501.0,432111.0,435742.0,438716.0,441015,443892,446582,448834,450027
24,Seattle,WA,715350.0,727746.0,739312.0,747465.0,751627.0,752441.0,749259.0,745880,745291,744640,741317,734596
25,Memphis,TN,80760.0,81121.0,81348.0,81923.0,82601.0,83478.0,84180.0,84677,85362,85998,86674,87253
26,Boston,MA,605196.0,609473.0,613999.0,617073.0,619196.0,622160.0,625969.0,628281,629815,631147,634082,637015
27,Washington,DC,584947.0,588473.0,587664.0,588785.0,590521.0,595933.0,600917.0,603283,605334,607439,609966,611404
28,Portland,OR,444622.0,445736.0,447713.0,449654.0,450711.0,451712.0,451274.0,450717,449550,448747,447328,448272
29,Nashville,TN,259355.0,261141.0,262487.0,263464.0,264049.0,264814.0,266011.0,267468,268773,269716,270059,270283
30,Sacramento,CA,316723.0,319574.0,321103.0,322224.0,323966.0,326178.0,328516.0,329836,329699,329402,328887,329396
31,Baltimore,MD,140851.0,141558.0,143101.0,144542.0,145543.0,146525.0,147154.0,147540,148271,148923,149262,148956
32,Milwaukee,WI,108928.0,110302.0,111995.0,113065.0,114040.0,114569.0,115373.0,116237,117147,117761,118436,118889
33,Fresno,CA,230845.0,232889.0,233882.0,235173.0,238140.0,241091.0,242524.0,242223,242316,242801,244281,245333
34,Omaha,NE,179588.0,180519.0,181244.0,182255.0,183546.0,184756.0,185512.0,186006,186245,186885,187454,188534
35,Albuquerque,NM,191612.0,191912.0,192998.0,193997.0,195034.0,195547.0,195186.0,195127,195178,196677,197653,198942
36,Oklahoma City,OK,134064.0,134099.0,134246.0,134347.0,134589.0,134435.0,134325.0,134098,134238,134520,135025,135850
37,Raleigh,NC,259926.0,260681.0,261792.0,262979.0,265219.0,266792.0,268386.0,269945,271436,272377,273087,274374
38,Mesa,AZ,233878.0,235837.0,237779.0,239534.0,241195.0,242828.0,244367.0,245748,247012,247911,248658,249666
39,Miami,FL,340749.0,341874.0,342775.0,344128.0,345735.0,346567.0,347393.0,347449,348083,348043,350130,351101
40,Atlanta,GA,251627.0,253600.0,255441.0,258262.0,261756.0,265549.0,268802.0,271188,273736,276233,278568,279613
41,Kansas City,MO,144628.0,145725.0,146642.0,147797.0,148976.0,150155.0,150917.0,151775,152626,153426,154168,155233
42,Colorado Springs,CO,273672.0,274551.0,275911.0,278420.0,281145.0,283406.0,284802.0,285597,286738,288520,290688,292759
43,Long Beach,CA,556094.0,559692.0,563831.0,567623.0,570747.0,573453.0,575591.0,576165,576023,576780,577186,576714
44,Virginia Beach,VA,273104.0,273880.0,274083.0,274359.0,274559.0,275086.0,276037.0,277032,277358,277568,277970,278447
45,Oakland,CA,726522.0,733571.0,738399.0,745326.0,754307.0,759604.0,760457.0,760175,759177,759824,759163,753559
46,Tulsa,OK,122831.0,123227.0,123247.0,123331.0,123467.0,123571.0,123633.0,123793,123749,123912,124299,124806
47,Minneapolis,MN,262351.0,264995.0,267067.0,268175.0,269311.0,270897.0,272401.0,273976,275095,276364,276583,276937
48,Honolulu,HI,730125.0,732663.0,734920.0,737054.0,736674.0,736260.0,736413.0,739119,740024,740094,739032,738391
49,Cleveland,OH,54707.0,55679.0,56672.0,57364.0,57684.0,58007.0,58283.0,58403,58830,59362,60192,60848
50,New Orleans,LA,235208.0,236562.0,238058.0,238972.0,239053.0,239044.0,237642.0,236879,235724,235424,233976,232893
51,Arlington,TX,195249.0,196625.0,198456.0,200121.0,201510.0,203090.0,204514.0,205054,205425,205769,207068,208536
52,Knoxville,TN,175277.0,176322.0,177564.0,178833.0,180073.0,181202.0,182430.0,183223,183614,184204,184937,186346
53,Baton Rouge,LA,185525.0,186920.0,187093.0,186155.0,184973.0,184534.0,184136.0,184049,183733,183445,182525,181759
54,Wichita,KS,127459.0,127722.0,127963.0,128148.0,128563.0,129044.0,129449.0,129730,130000,130511,131452,132555
55,Tampa,FL,221922.0,224340.0,227271.0,229047.0,229882.0,230605.0,231770.0,233320,235242,236974,238248,239363
56,Aurora,CO,333943.0,335490.0,336463.0,338337.0,341345.0,343937.0,346493.0,348969,351013,352510,353334,353294
57,Riverside,CA,390690.0,394688.0,397773.0,400617.0,403287.0,405905.0,408164.0,408846,409493,408535,409551,409268
58,Bakersfield,CA,231570.0,232127.0,232505.0,234233.0,236122.0,237286.0,237558.0,237664,238021,239467,239593,240573
59,Cincinnati,OH,143613.0,143346.0,143538.0,145448.0,147865.0,149977.0,151478.0,151917,152076,152312,153208,154423
60,Pittsburgh,PA,157846.0,158414.0,160359.0,162176.0,164225.0,164887.0,165658.0,166397,167266,168135,168843,169477
61,Anaheim,CA,599304.0,602173.0,603982.0,607840.0,611117.0,614948.0,615907.0,615885,614270,615282,616171,616459
62,Santa Ana,CA,545959.0,549066.0,550695.0,554066.0,557083.0,561351.0,562892.0,563727,562706,564367,565766,566800
63,Columbia,SC,131421.0,132153.0,132827.0,133541.0,133981.0,134541.0,135159.0,135693,136205,136522,137159,137788
64,Town of Islip,NY,355937.0,357533.0,358785.0,360366.0,362232.0,364843.0,367153.0,369684,372257,374874,376337,376646
65,Marietta,GA,283640.0,286189.0,286460.0,287401.0,287569.0,289400.0,290906.0,291720,291927,293198,295382,296690
66,Vancouver,WA,325116.0,328663.0,331663.0,333753.0,335010.0,335485.0,337513.0,339504,340668,342244,343130,344071
67,Corpus Christi,TX,158233.0,158306.0,158420.0,158535.0,158783.0,159138.0,159592.0,159614,159422,159206,159309,159147
68,Saint Louis,MO,118140.0,118473.0,119042.0,119789.0,120370.0,121415.0,122430.0,123128,123316,123536,123719,124176
69,Greensboro,NC,143047.0,143812.0,144369.0,144678.0,144885.0,145478.0,146587.0,147178,147565,147857,148839,149947
70,Lexington,KY,189339.0,190161.0,191065.0,191568.0,191683.0,191905.0,193135.0,193895,194615,194831,194667,195072
71,Fort Wayne,IN,124883.0,125189.0,125413.0,125585.0,126046.0,126938.0,128401.0,129561,130555,131210,132225,133310
72,Silver Spring,MD,405498.0,406787.0,408012.0,411473.0,413190.0,415140.0,417036.0,418215,418899,418625,418297,419418
73,Toledo,OH,66814.0,67404.0,67824.0,68434.0,68703.0,69092.0,69107.0,69002,68684,68685,68965,69529
74,Anchorage,AK,296215.0,296348.0,296090.0,294771.0,294943.0,295194.0,296763.0,297174,296948,296303,296065,296466
75,Saint Paul,MN,207963.0,210033.0,212709.0,215548.0,216984.0,217199.0,217567.0,218152,218985,219323,220412,221879
76,Naples,FL,329680.0,331121.0,330558.0,330201.0,330498.0,331779.0,332151.0,331405,330703,330438,331133,331087
77,Durham,NC,220605.0,222629.0,224821.0,226418.0,227959.0,229678.0,232041.0,233780,235593,237237,239245,240885
78,Tallahassee,FL,169873.0,171094.0,172154.0,173183.0,174069.0,174816.0,175804.0,176736,177460,177948,178914,179850
79,Stockton,CA,274576.0,278419.0,279793.0,282575.0,285815.0,289632.0,290718.0,291448,292130,294258,295880,295566
80,Plano,TX,345492.0,345792.0,347330.0,349510.0,350199.0,349987.0,349825.0,349089,347744,347297,347740,348871
81,Newark,NJ,231730.0,233911.0,236313.0,239346.0,242885.0,246711.0,249753.0,252949,256024,259843,263122,266455
82,Henderson,NV,304079.0,307526.0,309214.0,311353.0,313806.0,317950.0,321968.0,325871,328067,329238,329071,330155
83,Lincoln,NE,183055.0,184039.0,184261.0,184989.0,185937.0,187366.0,188474.0,189572,190730,191343,191648,191712
84,Modesto,CA,284207.0,286152.0,289461.0,291342.0,293439.0,294341.0,296070.0,298000,299569,299307,299623,300062
85,Reno,NV,348597.0,350795.0,354104.0,359377.0,364032.0,369625.0,373681.0,377582,378527,378769,379189,380492
86,Spokane,WA,205312.0,207435.0,209236.0,211246.0,213704.0,215845.0,218758.0,221277,223073,224467,226771,229037
87,Chandler,AZ,299427.0,302065.0,304372.0,306375.0,308494.0,310693.0,312630.0,314085,315414,316585,317677,318995
88,Lubbock,TX,136895.0,137462.0,138632.0,139700.0,140074.0,139821.0,139352.0,139652,139967,140792,141616,142155
89,Jersey City,NJ,503515.0,507019.0,511934.0,515495.0,515863.0,511804.0,507361.0,505335,506487,509213,509540,507737
90,Buffalo,NY,88316.0,88944.0,89702.0,90644.0,91508.0,92299.0,93367.0,94461,95750,96878,97679,98203
91,Mobile,AL,114968.0,115139.0,115346.0,115478.0,116357.0,117105.0,117885.0,118252,118478,118526,118832,119049
92,Hialeah,FL,263052.0,265416.0,267844.0,270552.0,272799.0,274431.0,275916.0,276862,278231,278971,281751,283424
93,San Bernardino,CA,263100.0,264973.0,266657.0,267877.0,269964.0,271504.0,273859.0,275089,277337,278566,279173,279385
94,Chula Vista,CA,500449.0,505379.0,507881.0,507030.0,505986.0,506861.0,508280.0,510210,510374,511030,511229,510901
95,Saint Petersburg,FL,178951.0,179499.0,180180.0,182342.0,184060.0,186059.0,188059.0,189469,190501,191595,193087,194891
96,Pensacola,FL,138704.0,139798.0,141391.0,143013.0,144244.0,145117.0,145688.0,146684,147504,148569,149724,151221
97,Lawrenceville,GA,205261.0,206926.0,208811.0,210178.0,211861.0,213708.0,215061.0,216680,218116,219822,220896,222131
98,Madison,WI,253579.0,254493.0,256533.0,257648.0,260169.0,261479.0,262982.0,263474,264525,265141,265951,266915
99,Winston-Salem,NC,132377.0,133165.0,133956.0,134699.0,135247.0,135849.0,136585.0,137329,138145,138938,139427,139920
100,Norfolk,VA,193397.0,193975.0,194388.0,195133.0,195691.0,196256.0,196710.0,196670,196756,197093,198596,199819
101,Glendale,AZ,217252.0,218856.0,220313.0,221831.0,223466.0,224889.0,226231.0,227127,228179,228987,229572,230329
102,Scottsdale,AZ,456102.0,459330.0,461955.0,464107.0,466669.0,469316.0,471529.0,473110,474810,476343,477589,478948
103,Fayetteville,NC,115195.0,115588.0,116148.0,116525.0,117052.0,117785.0,118887.0,119604,120474,121044,121575,121803
104,Boise,ID,263440.0,265428.0,268099.0,270962.0,275149.0,279768.0,284731.0,288079,290933,293400,296610,300129
105,Irvine,CA,878684.0,882225.0,884296.0,889670.0,894351.0,901046.0,900891.0,900512,896710,899594,901579,902372
106,Laredo,TX,172073.0,172904.0,172786.0,173212.0,173115.0,173499.0,173493.0,173608,173734,173899,175037,176150
107,Sarasota,FL,260876.0,261183.0,262170.0,263819.0,265277.0,266009.0,265817.0,266008,266161,266894,266943,267239
108,Chesapeake,VA,269488.0,268600.0,268371.0,268807.0,269838.0,270762.0,271931.0,273097,273861,274616,275528,276824
109,Fort Myers,FL,213867.0,214680.0,215820.0,215886.0,216369.0,216860.0,216592.0,216451,216577,217782,218789,219781
110,Garland,TX,184162.0,186682.0,188772.0,190166.0,191594.0,193406.0,195410.0,197913,198581,199542,199785,201631
111,Spring,TX,210866.0,211208.0,211973.0,213059.0,214254.0,215225.0,215989.0,217091,218089,218782,219028,219435
112,Gilbert,AZ,316789.0,319526.0,321936.0,324157.0,326582.0,329128.0,331348.0,333017,334617,336023,337392,338918
113,North Las Vegas,NV,233993.0,237382.0,239307.0,241647.0,244287.0,248275.0,252140.0,255852,258266,259934,260509,262062
114,Fremont,CA,1028040.0,1039679.0,1049927.0,1067921.0,1092113.0,1111375.0,1130260.0,1142070,1148553,1146936,1143748,1133027
115,Santa Clarita,CA,537565.0,541064.0,544557.0,547508.0,549175.0,550837.0,552690.0,553108,552800,552501,552514,551493
116,Fontana,CA,388487.0,390558.0,392590.0,393800.0,396445.0,398303.0,401148.0,402261,404359,405125,404917,404375
117,Irving,TX,214548.0,217630.0,220297.0,222114.0,224009.0,225852.0,227836.0,230416,231073,232198,232355,234605
118,Arlington,VA,655598.0,654690.0,656446.0,658519.0,661361.0,663984.0,667230.0,669799,670725,674344,676982,681728
119,Springfield,MO,128815.0,130002.0,130793.0,131890.0,132741.0,133586.0,134630.0,135579,136230,136538,136928,137715
120,Birmingham,AL,55810.0,56215.0,56305.0,56661.0,57240.0,57765.0,58238.0,58173,58282,58538,59051,59384
121,Greenville,SC,182555.0,183688.0,185128.0,186518.0,188247.0,189600.0,190835.0,192012,193145,194084,195275,196574
122,Santa Rosa,CA,577997.0,586076.0,593366.0,601892.0,603512.0,605762.0,609127.0,610244,608589,602522,597235,593170
123,Oxnard,CA,478821.0,482464.0,485582.0,484194.0,484777.0,486400.0,489899.0,493391,494844,495811,495482,494453
124,Richmond,VA,205899.0,207199.0,207617.0,209842.0,211734.0,214713.0,217303.0,219196,220527,221576,222262,222887
125,Des Moines,IA,137862.0,138258.0,138330.0,139129.0,140081.0,140764.0,141234.0,141821,142599,143506,143926,144300
126,Ocala,FL,135039.0,135786.0,136155.0,136432.0,136965.0,138117.0,139538.0,140522,141405,142000,142965,143629
127,Boca Raton,FL,325425.0,326598.0,327500.0,328381.0,329622.0,330978.0,332002.0,332468,332707,333132,333543,334483
128,Shreveport,LA,108203.0,109078.0,109665.0,109843.0,109632.0,109841.0,110209.0,110899,111453,111839,111818,111540
129,Woodbridge,VA,326612.0,325717.0,326646.0,326003.0,328731.0,331211.0,332867.0,333189,333895,334162,332874,331940
130,Rochester,NY,83922.0,84027.0,84357.0,84182.0,83710.0,83244.0,83767.0,84675,85737,86527,87220,87931
131,Montgomery,AL,89880.0,89405.0,89126.0,89719.0,90080.0,90527.0,90806.0,91320,91563,91689,92018,92313
132,Bradenton,FL,230598.0,230995.0,232423.0,234035.0,235803.0,236797.0,237561.0,237805,238127,238367,239279,240175
133,Corona,CA,471100.0,475440.0,478839.0,482126.0,485140.0,487965.0,490461.0,491157,491903,490484,491575,490994
134,Oceanside,CA,516154.0,521198.0,523825.0,522765.0,521727.0,522263.0,524183.0,526204,526587,526635,526659,526229
135,Tacoma,WA,284435.0,287389.0,289457.0,292114.0,295982.0,300561.0,303241.0,305071,306318,309394,312296,315148
136,Grand Rapids,MI,155155.0,157122.0,158304.0,159106.0,160389.0,162525.0,165029.0,167298,168750,170148,171049,172705
137,Gainesville,FL,175183.0,174302.0,174917.0,176401.0,178675.0,180451.0,181707.0,181947,181548,181409,182414,184230
138,Yonkers,NY,510071.0,513832.0,516655.0,517800.0,518888.0,516854.0,515647.0,514122,515721,518027,521169,520839
139,Glendale,CA,792828.0,799761.0,807080.0,813947.0,819135.0,824116.0,829592.0,831928,832300,832094,832705,832229
140,Augusta,GA,96771.0,98301.0,99574.0,100649.0,101656.0,102378.0,102883.0,103277,103461,103910,104792,105649
141,Moreno Valley,CA,312868.0,316217.0,319036.0,321775.0,324305.0,326701.0,329114.0,330364,331674,331156,332248,332169
142,Akron,OH,64261.0,64472.0,64933.0,65727.0,66361.0,66438.0,66513.0,66648,67223,67772,68470,69044
143,Aurora,IL,185583.0,185816.0,186205.0,186881.0,187781.0,188875.0,189811.0,190698,191417,191974,191855,191883
144,Wilmington,NC,230466.0,232878.0,234199.0,233615.0,233298.0,233512.0,233823.0,234078,234269,235268,236391,237475
145,Huntington Beach,CA,834625.0,837770.0,839405.0,844262.0,849007.0,854700.0,855271.0,854070,850265,851249,852330,852729
146,Huntsville,AL,158892.0,159767.0,160274.0,160517.0,161026.0,162428.0,164036.0,165116,165221,165525,166247,166362
147,Amarillo,TX,132297.0,132376.0,132773.0,133325.0,134161.0,134834.0,135439.0,135905,136072,136378,136484,136859
148,Eugene,OR,293253.0,296335.0,298566.0,300271.0,301440.0,302942.0,305091.0,307049,309038,310166,311683,312518
149,Salt Lake City,UT,353703.0,356233.0,359963.0,364865.0,368897.0,371561.0,374800.0,377056,379764,382551,385835,389112
150,Port Saint Lucie,FL,214815.0,216224.0,217529.0,218537.0,219659.0,220983.0,222340.0,223241,224067,224812,225556,226680
151,Salinas,CA,472117.0,474477.0,476933.0,480356.0,482702.0,484259.0,486860.0,489108,491466,494411,497768,500470
152,Little Rock,AR,193367.0,193928.0,194070.0,194045.0,194018.0,194261.0,194720.0,194855,195473,196014,196974,197583
153,Fort Collins,CO,393601.0,395723.0,396798.0,398004.0,399108.0,401347.0,403097.0,404786,405933,408551,410334,411969
154,Hayward,CA,638707.0,645284.0,649893.0,657687.0,667868.0,675093.0,679888.0,682108,683276,681852,680004,673148
155,Brownsville,TX,94612.0,95011.0,95333.0,95781.0,95983.0,95675.0,95639.0,95506,95890,96013,96391,96626
156,Rockford,IL,88890.0,89920.0,89874.0,89820.0,89834.0,90524.0,91322.0,91721,92005,92169,92173,92467
157,Evansville,IN,120956.0,121351.0,121498.0,121778.0,122296.0,122828.0,123562.0,124003,124709,124950,125336,125618
158,Worcester,MA,233937.0,236181.0,237384.0,238725.0,239442.0,241520.0,243374.0,244291,244692,244299,244991,246510
159,Overland Park,KS,296535.0,298996.0,300717.0,301476.0,302309.0,303703.0,305020.0,306671,308018,308901,310036,311108
160,Lancaster,CA,266647.0,269342.0,272376.0,275099.0,277314.0,279373.0,281760.0,283214,284222,284868,285628,285886
161,Salem,OR,258141.0,260384.0,262971.0,266275.0,269742.0,272273.0,274763.0,277458,280153,282469,284674,286278
162,Garden Grove,CA,604773.0,607856.0,609965.0,614920.0,619647.0,624515.0,626387.0,626828,625621,627173,628837,630053
163,Grand Prairie,TX,193693.0,195875.0,197935.0,199721.0,201361.0,203111.0,204825.0,206732,207870,209087,210055,211707
164,Beaverton,OR,379714.0,381121.0,382140.0,384176.0,386162.0,389135.0,392143.0,393670,394601,393850,394913,395646
165,Escondido,CA,506038.0,510701.0,513088.0,512171.0,511670.0,512861.0,515489.0,517437,517984,518422,518909,518723
166,Providence,RI,209392.0,211763.0,213695.0,213990.0,214552.0,215586.0,218153.0,220563,221552,221485,221179,221491
167,Fort Lauderdale,FL,313511.0,314607.0,316838.0,318099.0,320132.0,321371.0,323888.0,325473,326152,326143,327282,328958
168,Ontario,CA,401517.0,404020.0,406316.0,407766.0,410646.0,412531.0,415370.0,416438,418729,419710,419657,419173
169,Columbus,GA,95722.0,96256.0,96767.0,97285.0,97977.0,98617.0,99758.0,100941,101992,102281,102194,102205
170,Sioux Falls,SD,205777.0,206423.0,207262.0,208170.0,209373.0,210658.0,212068.0,213234,214348,215478,216602,217547
171,Charleston,SC,320598.0,321330.0,322253.0,323016.0,324656.0,325169.0,326045.0,326571,327652,328544,328790,328761
172,Kissimmee,FL,207227.0,207339.0,208118.0,209783.0,211153.0,212454.0,213875.0,216842,219194,221551,222402,223548
173,Chattanooga,TN,156080.0,156085.0,155997.0,156966.0,157852.0,158770.0,159524.0,160335,161352,162540,163719,164840
174,Tempe,AZ,265824.0,268173.0,269996.0,271959.0,273968.0,276220.0,277899.0,279156,280137,280995,281523,282676
175,Murfreesboro,TN,238853.0,241324.0,243470.0,244465.0,244831.0,245234.0,247142.0,249602,251431,252761,253468,253820
176,Rancho Cucamonga,CA,507431.0,509857.0,512151.0,513361.0,516631.0,518825.0,521831.0,522679,524825,525595,524827,523741
177,Cape Coral,FL,225082.0,226495.0,228300.0,228588.0,229297.0,230136.0,230161.0,230226,230390,231704,232912,234231
178,Savannah,GA,164194.0,165087.0,165999.0,167374.0,168180.0,168866.0,169128.0,169731,170417,171711,172626,173435
179,Fredericksburg,VA,296008.0,296586.0,297576.0,299393.0,301311.0,302273.0,302922.0,302627,302265,302025,302401,303905
180,Killeen,TX,124518.0,125534.0,126337.0,126789.0,127042.0,127338.0,127902.0,128648,129303,129731,130268,130787
181,Palmdale,CA,294932.0,297626.0,300620.0,303468.0,305736.0,307890.0,310205.0,311590,312366,312935,313525,313666
182,Roanoke,VA,153630.0,153937.0,154262.0,154650.0,155006.0,155414.0,155886.0,156096,156275,156423,156871,157654
183,Newport News,VA,175820.0,175726.0,175866.0,176438.0,177205.0,178279.0,178926.0,179512,179973,179933,180082,180222
184,El Cajon,CA,491942.0,496915.0,499791.0,499613.0,499097.0,499552.0,500377.0,501520,501519,502143,502499,502336
185,Clarksville,TN,172624.0,173698.0,174582.0,175663.0,176938.0,178486.0,179733.0,181066,182107,183211,183918,184818
186,Jackson,MS,47005.0,47243.0,47361.0,47897.0,48320.0,48652.0,49025.0,48941,48925,48233,47960,47607
187,Elk Grove,CA,425803.0,429119.0,430701.0,431824.0,433924.0,436666.0,439450.0,440803,440118,439266,438149,438427
188,Peoria,AZ,271354.0,273387.0,275050.0,276658.0,278558.0,280333.0,281929.0,282921,284102,284989,285595,286423
189,Sugar Land,TX,321805.0,322232.0,321869.0,322227.0,322727.0,323001.0,322490.0,322378,322667,323108,323376,323013
190,Naperville,IL,385978.0,385145.0,385062.0,385705.0,387369.0,389364.0,390573.0,391577,392056,392005,391479,390257
191,Fairfax,VA,538123.0,539230.0,543253.0,543546.0,545737.0,546800.0,548302.0,548705,549483,549993,550495,551295
192,Boynton Beach,FL,247082.0,248217.0,249249.0,250178.0,251337.0,252516.0,253327.0,253832,254151,254755,255306,256316
193,Topeka,KS,113508.0,113898.0,114099.0,114247.0,114378.0,114409.0,114212.0,114077,114236,114659,115105,115309
194,McKinney,TX,336377.0,337106.0,338926.0,340983.0,341409.0,340776.0,340223.0,339340,338076,337552,337589,338445
195,Lafayette,LA,172057.0,172577.0,172827.0,172993.0,172947.0,173298.0,173606.0,173807,173549,173222,172931,173063
196,Pembroke Pines,FL,291021.0,292370.0,294706.0,295889.0,297870.0,298943.0,301476.0,303006,303713,303691,304506,305886
197,Edmond,OK,245949.0,245829.0,245674.0,245611.0,245664.0,245432.0,245383.0,245237,245207,245219,245458,246260
198,Lakeland,FL,152596.0,152715.0,153213.0,155279.0,157573.0,159260.0,160769.0,162067,163485,164513,164816,165259
199,Pueblo,CO,157247.0,158706.0,160319.0,161708.0,163477.0,164526.0,165940.0,167524,169483,171239,172993,174861
200,Springfield,MA,157414.0,158816.0,159972.0,159856.0,159942.0,160468.0,161891.0,162884,163067,163119,163108,163682
201,Odessa,TX,164601.0,165628.0,166756.0,167866.0,168922.0,169810.0,170728.0,171226,171811,172436,173387,174144
202,Henrico,VA,238639.0,240589.0,242712.0,244077.0,244038.0,244127.0,244744.0,245769,246575,247715,249559,251054
203,Dayton,OH,49933.0,50657.0,51046.0,51263.0,51558.0,51980.0,52674.0,53361,53960,54287,54573,54902
204,Midland,TX,228544.0,230453.0,232932.0,235233.0,238056.0,241173.0,243522.0,246452,250236,254469,259119,263394
205,Lakewood,CO,395392.0,396462.0,396945.0,398722.0,401577.0,405550.0,409238.0,412109,414477,416646,419637,420481
206,Cumming,GA,335238.0,336920.0,338953.0,340538.0,342550.0,343077.0,343088.0,343854,344772,346355,347009,347156
207,Alexandria,VA,499717.0,499451.0,500268.0,499327.0,500409.0,501221.0,502852.0,503681,503378,503790,505025,507972
208,Tyler,TX,146852.0,147580.0,148377.0,148854.0,149215.0,149102.0,149121.0,149300,149604,150098,149901,149878
209,Pomona,CA,417687.0,420945.0,424286.0,427083.0,429129.0,431129.0,433545.0,434317,434522,434540,434793,434400
210,Visalia,CA,234091.0,236734.0,239468.0,240239.0,241365.0,242435.0,243361.0,244683,245528,246020,247078,247981
211,Cypress,TX,259206.0,259725.0,260337.0,261347.0,262503.0,263459.0,264107.0,265080,265821,266195,266280,266783
212,Round Rock,TX,295866.0,295715.0,296005.0,297187.0,298198.0,298917.0,299318.0,300473,301657,304759,307135,309746
213,Ann Arbor,MI,359564.0,360342.0,362907.0,366770.0,367819.0,369903.0,371396.0,374041,377200,380135,381355,381386
214,Whittier,CA,525269.0,528906.0,532693.0,535604.0,538070.0,540515.0,542404.0,541961,540916,540674,540928,540163
215,Kansas City,KS,97400.0,98482.0,99401.0,100695.0,102402.0,104051.0,105716.0,106338,106888,107319,108174,108628
216,Sunnyvale,CA,1570068.0,1605130.0,1638115.0,1663693.0,1694597.0,1716328.0,1735245.0,1720247,1696338,1666693,1644774,1616365
217,Hollywood,FL,259936.0,261323.0,263581.0,264876.0,266711.0,267870.0,270111.0,271657,272512,272822,274248,276111
218,Las Cruces,NM,160092.0,160876.0,161848.0,163719.0,164746.0,166076.0,166890.0,168326,169812,172248,175244,178495
219,Edinburg,TX,121563.0,122241.0,122977.0,123939.0,124712.0,125579.0,126241.0,126817,127331,128066,129169,129970
220,Conroe,TX,230256.0,229415.0,230014.0,231077.0,232610.0,233420.0,234299.0,235501,236631,237578,237911,237961
221,Lansing,MI,88412.0,89206.0,89856.0,90532.0,91250.0,92143.0,93022.0,93622,93942,94089,94310,94885
222,South Bend,IN,99833.0,101196.0,101687.0,101559.0,101367.0,101441.0,102387.0,103173,103928,104423,105071,105519
223,Cary,NC,366642.0,367226.0,368328.0,369455.0,371976.0,373441.0,374929.0,376479,378083,378817,379257,380239
224,Paterson,NJ,233823.0,239808.0,243098.0,245564.0,248376.0,251751.0,255298.0,257747,260335,262470,264723,266854
225,Pasadena,TX,140152.0,141140.0,142189.0,143355.0,144744.0,145959.0,147025.0,148037,148987,149739,150349,150990
