,City,State,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18
2852,Northfield,OH,185040.0,185277.0,186075.0,188594.0,190029.0,189871.0,190033.0,190428,191601,192343,193539,194392
2853,Affton,MO,153720.0,153332.0,153841.0,154975.0,156635.0,157007.0,157203.0,157519,157688,158135,158566,159492
2854,Town Of Lysander,NY,210218.0,212752.0,215005.0,215132.0,214850.0,214507.0,214589.0,214396,213810,213364,213715,215089
2855,Clanton,AL,110134.0,110516.0,110855.0,111361.0,111786.0,112301.0,112800.0,113394,113970,114601,115049,115465
2856,Millersburg,OH,195353.0,196518.0,197945.0,199423.0,200890.0,202015.0,203012.0,204074,205097,206314,207814,209467
2857,Lynden,WA,352817.0,352637.0,354422.0,358969.0,363686.0,368332.0,371138.0,372738,373576,376183,378114,379586
2858,South Elgin,IL,223547.0,224082.0,224394.0,224517.0,224768.0,225595.0,226769.0,227708,228274,229108,229211,229988
2859,Radcliff,KY,124061.0,123874.0,124034.0,124556.0,125535.0,126094.0,126551.0,127087,127633,127992,128669,129501
2860,Great Bend,KS,85389.0,85222.0,84923.0,84776.0,84697.0,84923.0,84695.0,85081,85372,85879,85787,85522
2861,Haughton,LA,182020.0,180812.0,180221.0,179716.0,180222.0,180098.0,180338.0,180743,181033,181145,181264,181357
2862,Rhinelander,WI,144851.0,145913.0,146881.0,147227.0,147971.0,148871.0,149624.0,150066,150216,150626,151091,151677
2863,Clarkston,WA,208800.0,210248.0,211766.0,213326.0,214653.0,215512.0,216111.0,216442,216821,217146,217960,218648
2864,Cameron,NC,180252.0,179972.0,180024.0,180023.0,180405.0,180558.0,180598.0,180674,180320,179954,179451,179487
2865,Harrison,MI,190050.0,190963.0,192046.0,193709.0,195312.0,197856.0,199143.0,199696,199374,199955,200498,201373
2866,Monroe,CT,350801.0,350710.0,351438.0,352058.0,350545.0,351937.0,353590.0,355573,355413,354326,353311,353923
2867,Haines City,FL,158491.0,158978.0,159790.0,161970.0,164250.0,166131.0,167842.0,169674,171621,172908,173269,173595
2868,West Saint Paul,MN,218774.0,220549.0,222151.0,223794.0,225337.0,226179.0,226510.0,227288,228298,229736,231549,232135
2869,Brevard,NC,218120.0,219557.0,220777.0,222029.0,223126.0,224294.0,225218.0,226409,227643,228356,229152,229864
2870,Park Forest,IL,69685.0,70965.0,72162.0,73014.0,73780.0,74190.0,74686.0,74807,74637,74301,74216,74307
2871,Anthony,NM,131329.0,133236.0,134976.0,136814.0,137324.0,137634.0,137772.0,138311,139269,141258,144610,147497
2872,Auburn,IN,141001.0,140723.0,140379.0,141204.0,141548.0,142062.0,143633.0,145213,146719,147885,148192,148919
2873,Walterboro,SC,106805.0,107509.0,108145.0,108263.0,108156.0,108130.0,108469.0,108989,109572,110162,110847,111442
2874,Erlanger,KY,136283.0,137318.0,138412.0,139702.0,140659.0,141366.0,142165.0,142900,143557,144007,144407,144870
2875,Laguna Beach,CA,2109076.0,2122284.0,2136727.0,2150913.0,2165596.0,2182857.0,2204373.0,2223847,2229909,2240066,2256421,2278647
2876,Columbia Heights,MN,201454.0,202709.0,205187.0,207246.0,208901.0,209915.0,211541.0,213424,214812,216093,217734,220186
2877,Hudson,MA,379310.0,381399.0,382501.0,383962.0,385594.0,387719.0,388824.0,388410,387212,387005,387266,388411
2878,Lincoln,IL,78700.0,78821.0,78839.0,78892.0,79105.0,79314.0,79460.0,79451,79555,79663,79891,80098
2879,Rocky Mount,VA,149283.0,149655.0,150028.0,150295.0,150629.0,150842.0,151154.0,151375,151575,151827,152281,152913
2880,West Mifflin,PA,97956.0,98231.0,99270.0,99924.0,101090.0,101639.0,102385.0,102865,103415,104001,104332,104573
2881,Oldsmar,FL,216230.0,218119.0,219774.0,221575.0,222799.0,224425.0,226090.0,227058,227487,228081,229232,231082
2882,Southbury,CT,220603.0,220667.0,220995.0,223207.0,226186.0,228746.0,231253.0,231997,233907,235946,235852,236447
2883,Pampa,TX,65377.0,65680.0,66045.0,66338.0,66527.0,66553.0,66558.0,66569,66758,66963,67107,67199
2884,Crowley,LA,46008.0,46190.0,46296.0,46332.0,46253.0,46229.0,46283.0,46386,46595,46965,47624,48187
2885,Coralville,IA,263903.0,265005.0,266240.0,267368.0,268331.0,269583.0,270208.0,270956,271443,271811,271961,271844
2886,Rosedale,MD,202060.0,203592.0,205316.0,207025.0,207938.0,208590.0,210075.0,211875,213748,214314,215102,215319
2887,Bloomington,CA,299256.0,301594.0,303586.0,304960.0,307511.0,309488.0,311932.0,313238,314792,315468,315599,315482
2888,Concord,MA,882532.0,889421.0,893285.0,896649.0,896097.0,896781.0,897020.0,894145,890524,887857,886996,888156
2889,Mount Olive,NC,82696.0,82399.0,82012.0,81998.0,82743.0,84289.0,86589.0,88005,88895,88898,88792,88320
2890,Rutherfordton,NC,134687.0,135377.0,136035.0,136801.0,137370.0,137925.0,138339.0,138881,139579,140510,141604,142524
2891,Grayslake,IL,218914.0,219011.0,219816.0,220207.0,220498.0,221088.0,222289.0,223001,223327,223309,223356,222855
2892,Norton,MA,365263.0,367112.0,369709.0,371823.0,372387.0,371856.0,374013.0,376496,378277,378709,378173,379819
2893,Chatham Township,NJ,856951.0,867373.0,876300.0,881848.0,880523.0,877996.0,873758.0,872652,875346,874134,872302,870430
2894,Heath,OH,158282.0,159657.0,160924.0,161451.0,162061.0,162133.0,162350.0,162708,163092,163260,164297,165926
2895,Forney,TX,232447.0,233106.0,234467.0,235303.0,236284.0,236678.0,237293.0,237519,237576,238060,238685,239441
2896,Norwood,OH,131915.0,131552.0,132057.0,134194.0,136933.0,139967.0,142138.0,143037,142932,143398,144274,145848
2897,Lynbrook,NY,482769.0,485504.0,489104.0,493470.0,497228.0,501614.0,504598.0,508428,511435,515244,517454,519977
2898,Cairo,GA,108086.0,108701.0,109368.0,109944.0,110623.0,111241.0,111808.0,112109,112394,112763,113101,113484
2899,McKeesport,PA,45419.0,45919.0,47007.0,48545.0,49683.0,50572.0,51249.0,52258,53211,53973,54370,54493
2900,Choctaw,OK,187762.0,187796.0,187953.0,188002.0,188207.0,188189.0,188284.0,188156,188443,188730,189229,190130
2901,Montville,CT,201223.0,199584.0,199321.0,200355.0,201390.0,200997.0,199973.0,199725,198511,198905,199489,201197
2902,Jacksonville Beach,FL,380863.0,380815.0,379851.0,380215.0,382102.0,383589.0,385428.0,385414,385635,385110,385898,385847
2903,Lanham Seabrook,MD,313819.0,313860.0,313816.0,316697.0,319260.0,321747.0,323359.0,323371,323072,322794,323797,325644
2904,Ionia,MI,111385.0,112157.0,112854.0,113635.0,114427.0,115603.0,116781.0,117804,118348,118786,119320,119814
2905,Eloy,AZ,106236.0,107502.0,109439.0,110503.0,111275.0,111543.0,111253.0,111571,111840,112742,113842,114803
2906,Pahoa,HI,194082.0,195258.0,194678.0,194261.0,194479.0,195723.0,197357.0,197566,196999,196195,195714,195134
2907,Debary,FL,225731.0,226948.0,227882.0,229697.0,230556.0,231249.0,231900.0,232962,233846,234125,234582,235679
2908,Mineola,NY,574331.0,578221.0,583585.0,588457.0,591693.0,594647.0,596628.0,600641,603564,606940,608414,610833
2909,Palm Springs,FL,149692.0,150948.0,152089.0,153236.0,154592.0,155923.0,157040.0,157786,158383,159035,159664,160603
2910,Stephens City,VA,252004.0,252516.0,252111.0,252016.0,252883.0,253751.0,253949.0,254015,253670,253738,254181,255739
2911,Brazil,IN,97072.0,98271.0,99388.0,100144.0,100743.0,101321.0,101877.0,102558,103188,103691,104250,104876
2912,Paris,KY,130931.0,131219.0,131636.0,132095.0,132609.0,133208.0,133662.0,133975,134101,134374,134889,135081
2913,Clarksdale,MS,57634.0,57464.0,57305.0,57270.0,57359.0,57326.0,57305.0,57331,57430,57671,57959,58316
2914,Bonaire,GA,169904.0,170925.0,171842.0,172521.0,173071.0,173398.0,173728.0,174187,174512,175063,175613,176390
2915,East Falmouth,MA,386797.0,388240.0,389394.0,389139.0,389086.0,391551.0,396012.0,400628,403788,405404,405693,404811
2916,Morristown,NJ,570258.0,574935.0,579088.0,582614.0,582713.0,582765.0,581008.0,580135,581701,583443,586173,589004
2917,Rocky Hill,CT,225199.0,225033.0,225277.0,225735.0,226730.0,226800.0,226530.0,226271,226165,226232,226310,227006
2918,Bourne,MA,383199.0,384327.0,383628.0,381764.0,379864.0,382060.0,386755.0,390952,393376,394412,394749,394769
2919,Sun Valley,NV,261888.0,263660.0,266256.0,270696.0,274606.0,278966.0,282106.0,285080,285516,285355,285324,286493
2920,Central Falls,RI,186014.0,188193.0,190319.0,190763.0,191643.0,192987.0,195808.0,197973,198377,197843,197759,198337
2921,Wendell,NC,195434.0,196232.0,197133.0,198196.0,200081.0,201570.0,203027.0,204653,206186,207499,208376,209631
2922,Albany,CA,1054860.0,1066223.0,1075116.0,1084932.0,1094390.0,1099088.0,1092906.0,1084880,1074830,1073139,1067438,1055932
2923,Town Of Southeast,NY,341109.0,342413.0,341275.0,342640.0,344186.0,347323.0,348541.0,348988,348577,348669,347776,347369
2924,Los Alamos,NM,266764.0,267847.0,268765.0,269711.0,270741.0,270687.0,271235.0,271821,273898,275505,277453,279087
2925,Bethel,CT,335825.0,336207.0,337355.0,338259.0,337088.0,338289.0,340217.0,342365,342518,341192,339486,339895
2926,Greencastle,PA,194360.0,194700.0,195958.0,197183.0,198547.0,199254.0,199561.0,199406,198698,198872,198705,199168
2927,Murphy,NC,143103.0,143719.0,144259.0,145098.0,145907.0,146872.0,147605.0,148507,149370,150236,151043,151627
2928,Columbus,NE,149148.0,149610.0,150156.0,150750.0,151507.0,152238.0,152969.0,153771,154592,155380,156469,157565
2929,Show Low,AZ,203456.0,204308.0,205504.0,207039.0,208440.0,210234.0,211390.0,213162,214489,215892,217264,219046
2930,Alexander City,AL,98076.0,98924.0,99746.0,100526.0,100925.0,101171.0,101518.0,101947,102362,102828,103388,103983
2931,Streator,IL,61246.0,60616.0,60252.0,60089.0,59954.0,60209.0,60520.0,61662,62686,63718,63962,64132
2932,Nipomo,CA,620974.0,623285.0,624170.0,622179.0,620822.0,622561.0,627349.0,628685,626944,624833,623810,623402
2933,Oregon,OH,134746.0,135768.0,136284.0,137368.0,137722.0,138501.0,138715.0,138905,138315,138068,138258,138993
2934,Manor Township,PA,232271.0,233634.0,236956.0,240587.0,243567.0,244393.0,244975.0,245163,245265,245239,246296,248009
2935,Lincolnton,NC,157934.0,157931.0,158281.0,159074.0,160041.0,160906.0,161726.0,162756,163108,163452,163880,164649
2936,Darby Township,PA,92824.0,94408.0,95969.0,96969.0,96953.0,97171.0,96978.0,97221,97165,97324,97143,97589
2937,Indianola,IA,188926.0,189734.0,190752.0,191674.0,192665.0,192623.0,192314.0,191860,192178,192630,193114,193605
2938,Woodstock,IL,190545.0,192062.0,193300.0,194763.0,195925.0,197250.0,197867.0,198182,198441,198492,199357,199079
2939,Pittsboro,NC,307720.0,309827.0,311774.0,314114.0,315237.0,315886.0,315908.0,316329,317168,317786,318112,317748
2940,Angier,NC,174389.0,174405.0,174822.0,175551.0,176840.0,177623.0,178391.0,178961,179471,180012,180421,181236
2941,Coolbaugh Township,PA,101567.0,102179.0,103183.0,104326.0,105964.0,107636.0,109191.0,110325,111110,111422,111601,112282
2942,La Crescenta-Montrose,CA,869846.0,876015.0,882990.0,889554.0,893852.0,899029.0,905230.0,907924,908874,908256,908488,907635
2943,Dayton,TN,126618.0,127159.0,127681.0,128137.0,128668.0,129260.0,129953.0,130624,131336,131938,132540,133219
2944,Wapakoneta,OH,124787.0,125547.0,126309.0,127064.0,127815.0,128430.0,128927.0,129319,129721,130213,130905,131707
2945,Exeter Township,PA,185153.0,186641.0,188189.0,188943.0,189698.0,190423.0,191080.0,191485,191687,191971,191999,191941
2946,Broadview Heights,OH,223015.0,226149.0,228699.0,230680.0,229466.0,229143.0,228800.0,228880,229408,229994,231705,232550
2947,Lafayette,GA,103185.0,103652.0,104119.0,104761.0,105491.0,106096.0,106632.0,107092,107639,107978,108502,109075
2948,Belton,SC,120407.0,121099.0,121891.0,123648.0,125375.0,127405.0,129349.0,131132,132695,133207,134183,134535
2949,Arden,NC,278720.0,280434.0,281516.0,283422.0,284904.0,286439.0,287449.0,288077,288414,288935,289418,289595
2950,Hood River,OR,435875.0,438580.0,441216.0,443777.0,446105.0,448189.0,450104.0,451636,453325,455171,457750,460060
2951,Forest Lake,MN,281832.0,282573.0,283616.0,283478.0,284496.0,285591.0,287074.0,288053,288836,289956,290598,291770
2952,Raymore,MO,222886.0,223976.0,224952.0,226437.0,228257.0,229750.0,231387.0,232890,234330,235173,235354,235734
2953,Hazelwood,MO,101478.0,101295.0,101920.0,102484.0,103486.0,103342.0,103515.0,103793,104027,104306,104800,105613
2954,Glassboro,NJ,190436.0,190270.0,191425.0,191736.0,192225.0,192515.0,192816.0,192922,192490,192489,192449,192590
2955,Louisville,CO,585804.0,588574.0,590182.0,591380.0,595139.0,598491.0,601925.0,602624,604378,607195,608618,608108
2956,Bolivar,MO,116797.0,118567.0,120391.0,121238.0,122198.0,122562.0,123058.0,123177,123634,123494,123414,123627
2957,Brookfield,IL,244279.0,246535.0,247826.0,248212.0,248133.0,248941.0,248676.0,249219,249111,249271,249165,249272
2958,Jasper,GA,194791.0,196265.0,197566.0,198511.0,199659.0,200706.0,201760.0,202652,203529,204392,205610,206996
2959,Portsmouth,OH,48704.0,48845.0,49065.0,49329.0,49479.0,49595.0,49618.0,49729,49854,50033,50224,50405
2960,Ansonia,CT,197789.0,198472.0,199621.0,200494.0,201456.0,202726.0,203829.0,205600,207020,208814,209340,210779
2961,Little River,SC,164160.0,165326.0,167544.0,168897.0,170080.0,170708.0,171255.0,171864,172298,173039,173900,174797
2962,Oconomowoc,WI,274850.0,275668.0,276634.0,277180.0,278164.0,279045.0,280672.0,281758,283334,284886,286660,288078
2963,Bay Minette,AL,125662.0,127180.0,128838.0,129143.0,128850.0,128949.0,129392.0,130267,131639,133266,134407,135106
2964,Minden,LA,94357.0,93471.0,92523.0,92254.0,92490.0,92805.0,92812.0,92931,93192,93380,93605,93687
2965,Somerset,MA,292783.0,294106.0,295478.0,297081.0,298398.0,298873.0,299294.0,301423,303070,304775,304637,304883
2966,Vernon Township,NJ,131345.0,132280.0,132678.0,133359.0,133733.0,133766.0,134037.0,134611,135607,135807,136331,136156
2967,Verona,WI,320791.0,321249.0,322616.0,323211.0,325948.0,327771.0,329552.0,330468,332099,332930,333483,334048
2968,Sedona,AZ,466460.0,469034.0,471662.0,474235.0,477418.0,481331.0,484903.0,487721,490452,494335,498637,503075
2969,Gaston,SC,100435.0,101048.0,101313.0,101910.0,101879.0,101779.0,102035.0,102725,103530,104326,105405,106742
2970,Riverton,WY,172800.0,173383.0,173771.0,174050.0,174345.0,174520.0,174610.0,174607,174734,174980,175324,175691
2971,West Melbourne,FL,242109.0,241017.0,241095.0,242144.0,244174.0,244298.0,244965.0,245766,247827,248582,248389,248392
2972,Rocky River,OH,240295.0,243957.0,246198.0,248188.0,247058.0,247633.0,247998.0,248283,248996,249856,251779,252761
2973,Covington,WA,392536.0,398203.0,403902.0,407946.0,410093.0,410119.0,408342.0,406500,406747,407301,406927,404705
2974,Nevada City,CA,428922.0,431139.0,435613.0,438733.0,441589.0,444132.0,446227.0,447626,449729,451795,453529,453414
2975,Evergreen Park,IL,182175.0,183711.0,184618.0,185229.0,185865.0,186649.0,187203.0,188030,188450,188535,188326,188306
2976,Saint Johns,MI,159745.0,159521.0,159625.0,161415.0,162843.0,164042.0,164226.0,165110,165429,166092,166289,166471
2977,Lockhart,TX,161811.0,162603.0,163364.0,164485.0,165507.0,166340.0,167127.0,167454,167969,168444,169254,169895
2978,Lindsay,CA,178926.0,180687.0,182300.0,183101.0,184355.0,185801.0,186580.0,187992,188983,189575,190298,190981
2979,Ashland,VA,299956.0,301425.0,303015.0,305002.0,306053.0,307101.0,307478.0,308506,309159,309937,310625,312079
2980,Weaverville,NC,287582.0,288558.0,289121.0,291041.0,292792.0,294917.0,296342.0,297233,297791,298244,298569,299556
2981,Lahaina,HI,699174.0,702791.0,707234.0,709340.0,711058.0,711404.0,714095.0,716951,720953,725408,728768,730670
2982,Silver City,NM,150485.0,151971.0,153340.0,154281.0,154716.0,154761.0,154177.0,153851,154198,155059,155946,156359
2983,Oakton,VA,744047.0,744604.0,749983.0,748714.0,750804.0,751184.0,752522.0,752555,753089,754018,754077,754888
2984,Hawthorne,NJ,367021.0,371240.0,373888.0,375291.0,375735.0,376677.0,375637.0,375213,374604,376087,377006,378770
2985,Corsicana,TX,89088.0,89515.0,89954.0,90433.0,90845.0,91151.0,91463.0,91746,92093,92400,92689,92883
2986,Mt Olive Township,NJ,365050.0,367282.0,369254.0,371433.0,371046.0,371073.0,371010.0,372013,372992,372788,372537,372967
2987,Cortland,NY,121880.0,122521.0,123157.0,123833.0,124471.0,124950.0,125374.0,125794,126281,126800,127148,127498
2988,Sharpsburg,GA,239010.0,241640.0,243008.0,243856.0,243197.0,243143.0,243351.0,244931,246437,247917,249342,249611
2989,Republic,MO,139809.0,141310.0,142367.0,143624.0,144437.0,145395.0,146531.0,147645,148391,148683,149003,149632
2990,Lake Worth Corridor,FL,194912.0,197642.0,200228.0,201977.0,203716.0,205499.0,207129.0,208750,210247,211694,212686,213794
2991,Hybla Valley,VA,493307.0,493872.0,497894.0,498357.0,500942.0,502230.0,503237.0,502785,502713,502504,502633,502909
2992,Berwick,PA,110144.0,110647.0,111220.0,111573.0,111895.0,112182.0,112506.0,112934,113310,113719,114086,114643
2993,Bainbridge Island,WA,746077.0,747982.0,751312.0,756611.0,765226.0,773902.0,781338.0,788074,792911,795937,797024,800135
2994,Belen,NM,104630.0,104994.0,106309.0,107566.0,109021.0,109444.0,109695.0,109940,110601,111225,111138,110807
2995,Yankton,SD,165561.0,165946.0,166505.0,167359.0,168449.0,169247.0,169677.0,169748,170202,171114,171894,172487
2996,Carlisle,PA,193316.0,194178.0,194784.0,195683.0,196351.0,197161.0,197516.0,197982,198164,198706,199472,200112
2997,Melville,NY,651872.0,653281.0,655572.0,658431.0,662764.0,665742.0,667113.0,667287,667937,668585,668728,667976
2998,Carencro,LA,157024.0,157525.0,157864.0,158059.0,157940.0,157595.0,157732.0,157848,158223,157954,157809,157921
2999,Pewaukee,WI,296687.0,297727.0,297721.0,297189.0,297542.0,298825.0,300837.0,302082,303305,304383,305402,306327
3000,Maple Shade Township,NJ,169220.0,168961.0,169353.0,169727.0,169657.0,170117.0,171651.0,173325,174966,175832,176588,177087
3001,Bensenville,IL,236828.0,236477.0,236595.0,237448.0,238937.0,240875.0,242864.0,244523,245138,245951,246760,247188
3002,Silsbee,TX,121141.0,121866.0,122408.0,122679.0,123023.0,123312.0,123160.0,122840,122859,123323,123869,124197
3003,Holly,MI,203339.0,205179.0,205896.0,206954.0,208773.0,211524.0,213897.0,214552,214500,213639,214208,215488
3004,Tavares,FL,179652.0,180364.0,181915.0,183645.0,185467.0,186444.0,188298.0,190435,192252,193063,192470,192510
3005,Decatur,IN,123613.0,124554.0,125389.0,126116.0,126763.0,127445.0,128116.0,128867,129521,130024,130540,131099
3006,Mountain Home,ID,168510.0,169678.0,170721.0,172035.0,173277.0,174681.0,175835.0,177089,178310,179613,180827,181871
3007,Fort Valley,GA,76023.0,76150.0,76379.0,76748.0,77139.0,77488.0,77808.0,78203,78682,78997,79459,79854
3008,Matawan,NJ,367547.0,369245.0,370338.0,372907.0,374045.0,376569.0,377283.0,378431,378556,379917,382198,384114
3009,Mayfield Heights,OH,139433.0,141013.0,142345.0,142979.0,142446.0,142517.0,142663.0,142487,142545,142706,143550,143959
3010,Brook Park,OH,124232.0,126011.0,127374.0,128378.0,128009.0,128138.0,128384.0,128563,129248,129964,131465,132521
3011,Sturgis,MI,121114.0,121902.0,122532.0,123007.0,123206.0,123793.0,124739.0,125648,125980,126174,125626,125293
3012,Farmville,VA,159750.0,160316.0,160826.0,161122.0,161531.0,161797.0,161973.0,162040,162246,162627,163396,164291
3013,Spring Township,PA,259710.0,262140.0,264151.0,264981.0,265589.0,266436.0,267068.0,267943,268832,269631,269796,269336
3014,Germantown,WI,263443.0,262237.0,262481.0,264605.0,267079.0,267813.0,267774.0,268412,268786,269373,270089,271571
3015,Howard,WI,217941.0,218739.0,219833.0,221590.0,222834.0,223612.0,223776.0,223469,223428,224395,225633,226934
3016,Pinole,CA,513986.0,519453.0,526586.0,531151.0,537450.0,543234.0,545551.0,544769,543949,545918,544562,543256
3017,Scarborough,ME,388538.0,393001.0,398026.0,399783.0,399523.0,399922.0,401388.0,402361,401650,399756,399673,401164
3018,Guyton,GA,187819.0,188087.0,188464.0,189986.0,191509.0,193115.0,194113.0,194636,194621,194587,195208,196207
3019,Sunny Isles Beach,FL,517503.0,517505.0,517165.0,516544.0,516732.0,514537.0,512522.0,508416,505736,503368,503612,502281
3020,Truckee,CA,649609.0,653784.0,658870.0,660542.0,662217.0,665751.0,668784.0,669157,669367,672799,676394,677431
3021,Merrill,WI,133341.0,134026.0,134661.0,135252.0,135934.0,136594.0,137159.0,137587,137933,138346,138909,139579
3022,Berea,OH,136201.0,138257.0,140032.0,141595.0,141279.0,141393.0,141423.0,141599,142083,142810,144046,144941
3023,Forest Park,OH,124045.0,125043.0,126433.0,128318.0,130614.0,132465.0,133497.0,133847,133930,134100,134716,135697
3024,Logan,OH,116370.0,116868.0,117260.0,117761.0,118377.0,119023.0,119553.0,120029,120527,121051,121735,122393
3025,Union,SC,56030.0,56479.0,56877.0,57105.0,57264.0,57396.0,57564.0,57786,58069,58318,58734,59149
3026,East Moline,IL,100557.0,101944.0,103785.0,105064.0,105449.0,105105.0,105130.0,104970,104869,104593,104508,104442
3027,Bellwood,IL,162465.0,164469.0,165751.0,166662.0,167683.0,168380.0,168857.0,168418,168788,169271,169867,169426
3028,Cinco Ranch,TX,357547.0,357775.0,357333.0,357674.0,358827.0,359639.0,359176.0,358867,358495,358459,358703,358800
3029,Harrison,OH,182337.0,182850.0,183947.0,185357.0,187636.0,189466.0,190447.0,190236,189940,190001,190914,192058
3030,Bethany,OK,116460.0,116507.0,116473.0,116333.0,116389.0,116156.0,116040.0,116010,116186,116669,117268,118303
3031,Secaucus,NJ,487607.0,491589.0,496806.0,501490.0,503589.0,498930.0,493239.0,490495,492649,494398,493451,490358
3032,Alpine,CA,614183.0,620041.0,624593.0,626493.0,627200.0,628929.0,630304.0,631761,629843,628527,627636,627278
3033,Malibu,CA,2829405.0,2859833.0,2885518.0,2896460.0,2910045.0,2928404.0,2951852.0,2966598,2976991,2988908,3013548,3024578
3034,Kingsland,GA,156097.0,154502.0,152532.0,152961.0,153648.0,154643.0,155186.0,155478,155582,155682,156008,156464
3035,Big Lake,MN,231326.0,232307.0,232941.0,235624.0,238439.0,241390.0,243918.0,245881,247628,248877,249692,250331
3036,Pace,FL,194716.0,195232.0,195959.0,197629.0,198225.0,198869.0,199642.0,200535,201003,201615,202408,203931
3037,Pinecrest,FL,977395.0,978437.0,979853.0,984116.0,987984.0,989460.0,988096.0,983902,982349,979546,981578,982890
3038,Manvel,TX,287820.0,288001.0,288971.0,290494.0,292008.0,293277.0,293879.0,295158,295708,296067,295883,296286
3039,Augusta,ME,129444.0,130437.0,131663.0,133296.0,135095.0,136359.0,137340.0,138023,138516,138805,139648,140392
3040,Taylor,TX,190621.0,191113.0,191938.0,192534.0,192923.0,193558.0,195188.0,197211,198794,200436,201928,203581
3041,Gaylord,MI,110391.0,111084.0,111690.0,112350.0,112891.0,113451.0,113951.0,114448,114970,115539,116235,116822
3042,Atmore,AL,83270.0,83695.0,84058.0,84207.0,84485.0,84822.0,85234.0,85503,85914,86341,86678,86983
3043,Belgrade,MT,331672.0,334217.0,336844.0,339154.0,342294.0,345664.0,349385.0,351837,354045,355965,358969,361743
3044,New Cumberland,PA,182362.0,182792.0,183675.0,184259.0,185511.0,186308.0,186896.0,187026,187319,187545,188100,188425
3045,Byron,GA,146529.0,147186.0,147952.0,148671.0,149445.0,150152.0,150775.0,151338,151839,152402,153285,154330
3046,Hermosa Beach,CA,1513445.0,1531364.0,1551453.0,1569311.0,1582745.0,1599422.0,1618985.0,1633507,1642170,1652152,1663808,1673779
3047,Wilton,CT,730779.0,728839.0,727176.0,725656.0,720631.0,720066.0,720640.0,722771,723310,721820,719090,718286
3048,Grenada,MS,84563.0,85712.0,87306.0,87918.0,88142.0,87100.0,86392.0,86096,86686,87195,87395,87944
3049,Chickamauga,GA,128002.0,128570.0,129075.0,129872.0,130733.0,131543.0,132230.0,132752,133209,133573,134155,134937
3050,Whitehall,OH,87876.0,87783.0,87938.0,89339.0,90972.0,92810.0,94693.0,96012,96874,97511,98361,99036
3051,North Lynnwood,WA,403191.0,408093.0,413395.0,418980.0,423936.0,427496.0,429878.0,431081,433858,435593,437129,436566
3052,Trenton,MI,154510.0,155670.0,157774.0,158703.0,159422.0,159313.0,159670.0,160095,160851,161919,162673,163542
3053,Prineville,OR,214345.0,215862.0,217444.0,218956.0,220391.0,221406.0,222365.0,223261,224244,225349,226468,227640
3054,Miami,OK,68690.0,68991.0,69250.0,69368.0,69411.0,69459.0,69509.0,69543,69569,69632,69584,69614
3055,Hereford,TX,82705.0,83112.0,83627.0,84119.0,84764.0,85300.0,85843.0,86175,86866,87353,87913,88176
3056,Shawano,WI,126533.0,127077.0,127751.0,128408.0,129043.0,129723.0,130275.0,130796,131160,131509,131867,132401
3057,Westborough,MA,456395.0,459459.0,458750.0,457317.0,455425.0,458280.0,461233.0,463351,464259,463707,464567,466935
3058,Greencastle,IN,131567.0,132107.0,132591.0,133413.0,134105.0,134872.0,135626.0,136392,137067,137489,137940,138412
3059,Sudbury,MA,745227.0,748948.0,751387.0,752659.0,751706.0,751463.0,751578.0,750210,748088,746877,746933,748590
3060,Lewes,DE,362328.0,362888.0,365171.0,367340.0,367970.0,366893.0,365774.0,365986,366957,367955,368582,369503
3061,Saco,ME,273854.0,275702.0,277891.0,278843.0,279533.0,280594.0,283139.0,285449,287110,287596,286724,286416
3062,Dover,NJ,290546.0,293036.0,294625.0,296595.0,296555.0,296758.0,295887.0,295747,296475,297484,299137,300379
3063,McKinleyville,CA,347486.0,348851.0,351967.0,354422.0,356656.0,356473.0,357630.0,357660,358652,358221,358038,357956
3064,South Burlington,VT,315410.0,313934.0,310118.0,309079.0,307977.0,308708.0,308668.0,309129,310011,310823,311960,312857
3065,Red Wing,MN,199245.0,200504.0,199942.0,200425.0,200200.0,201221.0,202224.0,203600,205152,206280,207164,205910
3066,Franklinton,LA,130767.0,131054.0,131200.0,131437.0,131435.0,131598.0,131947.0,132258,132585,132895,133788,134697
3067,Flushing,MI,143727.0,144818.0,145726.0,145887.0,145847.0,146527.0,147169.0,148791,149620,150077,149479,149528
3068,Coshocton,OH,83732.0,84283.0,84785.0,85363.0,85836.0,86200.0,86423.0,86661,86881,87128,87491,87978
3069,Fillmore,CA,429653.0,433661.0,438012.0,438102.0,439420.0,440089.0,441531.0,444015,445429,446513,445282,444078
3070,Colchester,VT,317024.0,317238.0,317048.0,318211.0,319656.0,321284.0,322440.0,323366,324923,326338,327722,328479
3071,Point Pleasant,NJ,376860.0,377421.0,379586.0,383338.0,387038.0,389949.0,392447.0,393627,394271,393933,392417,392254
3072,Lusby,MD,241116.0,242295.0,242151.0,241765.0,240846.0,240431.0,239919.0,239658,240480,241970,243743,245153
3073,Alsip,IL,178936.0,180204.0,180908.0,181918.0,182973.0,184276.0,184708.0,185351,185576,186306,187429,188572
3074,Carthage,MS,94586.0,95198.0,95634.0,95939.0,96088.0,96589.0,97114.0,97762,98010,98286,98576,99164
3075,Hayden,ID,317005.0,321195.0,324044.0,326625.0,329145.0,333399.0,339916.0,343018,343937,343194,345999,348944
